date,北向净流入,北向买入,北向卖出,南向净流入,南向买入,南向卖出
2016-07-14,-55.28,128.29,241.33,-62.89,32.56,102.57
2016-07-15,6.36,100.35,57.99,29.87,69.22,36.03
2016-07-18,-32.23,25.18,78.25,-32.34,34.3,30.82
2016-07-19,42.74,84.07,133.01,-2.39,-13.99,35.73
2016-07-20,-43.35,103.21,149.09,9.47,14.13,36.92
2016-07-21,-50.83,145.8,53.09,20.78,41.38,72.63
2016-07-22,-70.15,55.8,19.63,-3.01,57.55,31.32
2016-07-25,-21.51,80.63,111.35,-13.07,65.47,47.13
2016-07-26,-5.97,182.47,138.04,22.42,58.73,10.09
2016-07-27,-49.04,41.36,223.03,-5.75,12.11,58.44
2016-07-28,-5.71,103.73,122.97,-9.69,-27.92,75.7
2016-07-29,-131.33,45.51,145.93,-2.96,108.63,57.33
2016-08-01,0.2,39.99,115.83,11.86,52.21,119.14
2016-08-02,-7.84,52.47,66.7,-38.04,41.46,-35.08
2016-08-03,-112.12,137.64,87.21,34.37,57.53,4.07
2016-08-04,62.9,121.38,61.3,-25.34,79.45,18.61
2016-08-05,17.22,94.1,51.07,26.7,37.62,64.82
2016-08-08,23.92,119.88,172.29,54.97,18.13,31.01
2016-08-09,49.57,140.24,99.13,38.71,28.72,67.01
2016-08-10,-35.54,85.3,40.59,-14.23,77.71,7.66
2016-08-11,-67.56,118.74,108.23,38.76,108.27,63.18
2016-08-12,89.3,112.64,120.92,14.03,12.55,95.88
2016-08-15,-37.0,152.53,31.0,-45.86,57.14,122.45
2016-08-16,-100.42,116.22,71.69,27.6,26.14,20.1
2016-08-17,-103.86,95.6,164.51,-33.88,-2.15,53.79
2016-08-18,102.05,60.87,125.78,-37.51,93.79,26.41
2016-08-19,1.48,252.57,122.0,-29.89,66.44,35.5
2016-08-22,13.17,67.43,62.84,-3.93,46.39,91.12
2016-08-23,6.77,77.61,105.29,-11.29,44.11,35.98
2016-08-24,20.03,78.54,133.68,-31.89,120.57,91.26
2016-08-25,96.13,23.14,151.89,33.64,89.82,37.67
2016-08-26,-26.33,109.78,84.54,12.1,41.85,105.48
2016-08-29,49.37,90.1,82.25,-18.02,33.17,92.51
2016-08-30,5.95,43.44,103.64,18.56,60.45,66.98
2016-08-31,-27.84,119.73,98.08,20.23,94.87,60.39
2016-09-01,-44.06,143.34,131.89,-7.93,37.47,-20.15
2016-09-02,-7.32,58.98,182.69,34.19,56.27,56.98
2016-09-05,-33.19,98.19,65.2,3.95,71.27,59.82
2016-09-06,47.84,3.66,127.24,1.82,91.34,14.94
2016-09-07,87.03,35.64,72.97,9.49,40.8,40.13
2016-09-08,24.65,139.88,75.62,2.71,2.5,-7.43
2016-09-09,-28.27,48.7,106.42,-5.49,10.29,65.71
2016-09-12,-68.56,86.42,108.35,-14.14,77.94,88.22
2016-09-13,-51.42,80.49,63.64,18.8,64.13,62.88
2016-09-14,44.52,71.83,27.63,-29.99,35.29,65.11
2016-09-15,35.63,88.04,102.36,8.06,56.45,55.25
2016-09-16,65.06,86.38,130.65,0.56,52.52,49.74
2016-09-19,-49.67,99.65,92.59,-21.98,14.55,33.04
2016-09-20,-3.35,93.58,67.6,2.74,40.98,18.21
2016-09-21,61.94,95.81,114.45,17.9,72.13,23.72
2016-09-22,15.43,36.13,123.52,22.67,43.53,38.52
2016-09-23,-54.34,30.59,37.35,2.61,110.54,73.58
2016-09-26,-45.15,144.04,117.25,-37.3,68.84,28.71
2016-09-27,-79.02,188.92,188.42,-31.27,83.32,60.55
2016-09-28,-67.84,22.53,204.35,4.44,34.46,6.35
2016-09-29,69.05,85.62,18.72,7.82,82.61,36.92
2016-09-30,-58.63,80.8,44.82,41.24,-10.5,69.43
2016-10-03,70.59,47.19,43.25,45.4,29.92,-8.66
2016-10-04,53.73,109.43,145.31,16.29,57.29,53.01
2016-10-05,19.68,115.4,146.15,-5.69,-1.22,60.04
2016-10-06,-40.75,167.12,66.63,26.26,29.48,77.39
2016-10-07,107.71,33.65,122.44,51.87,21.96,57.9
2016-10-10,43.96,116.52,22.17,-28.4,29.0,86.7
2016-10-11,55.22,73.72,65.52,24.99,71.22,-0.83
2016-10-12,1.7,87.98,144.17,-27.56,32.45,31.57
2016-10-13,-75.52,101.57,32.1,33.93,38.6,96.78
2016-10-14,27.2,94.2,30.75,-18.39,32.32,58.29
2016-10-17,35.66,158.06,44.91,35.46,86.56,61.43
2016-10-18,-70.59,88.83,92.95,0.15,49.16,62.18
2016-10-19,-1.55,133.44,60.39,29.12,91.2,25.47
2016-10-20,10.41,-18.11,126.1,39.27,36.43,55.6
2016-10-21,-65.76,93.04,105.31,23.28,83.76,62.34
2016-10-24,6.3,150.6,47.83,11.72,30.08,73.68
2016-10-25,-0.99,53.01,58.29,5.03,61.56,61.54
2016-10-26,20.03,60.97,157.34,-37.56,92.86,74.78
2016-10-27,-4.97,131.71,12.16,11.95,46.8,30.44
2016-10-28,-20.51,128.12,94.57,14.67,-8.88,42.25
2016-10-31,-12.26,171.26,70.54,17.88,47.5,35.55
2016-11-01,-27.15,106.37,179.17,35.19,45.15,87.78
2016-11-02,72.43,88.08,154.8,73.01,23.27,65.82
2016-11-03,18.65,27.31,196.84,4.47,70.24,91.6
2016-11-04,-37.31,182.07,122.01,42.73,-11.52,62.31
2016-11-07,-9.15,38.65,155.79,19.94,55.66,45.94
2016-11-08,49.19,22.99,70.33,16.3,53.45,100.31
2016-11-09,62.87,80.34,130.36,-30.04,81.61,97.25
2016-11-10,-40.29,146.79,26.62,3.55,36.75,107.74
2016-11-11,39.36,61.12,157.96,33.76,5.39,58.86
2016-11-14,32.39,94.33,191.15,-9.54,21.7,49.48
2016-11-15,29.04,-7.14,68.38,34.3,43.28,66.67
2016-11-16,-42.8,116.09,56.8,-14.71,-2.22,59.59
2016-11-17,64.23,124.84,171.32,23.2,71.03,49.83
2016-11-18,-21.06,164.99,94.92,-34.19,70.43,63.46
2016-11-21,-54.86,122.7,72.37,-67.24,56.02,42.93
2016-11-22,116.5,59.88,72.8,-8.45,14.42,17.62
2016-11-23,23.48,168.15,90.55,12.63,67.17,70.57
2016-11-24,27.62,-14.43,134.99,10.58,108.05,88.9
2016-11-25,119.1,116.19,170.17,-35.35,-13.67,33.37
2016-11-28,-86.44,127.31,83.23,-3.16,125.49,60.07
2016-11-29,-36.55,164.24,153.18,47.01,28.24,62.22
2016-11-30,-99.36,123.56,118.33,-20.51,-0.84,50.54
2016-12-01,-21.21,113.64,142.86,-32.61,43.14,47.01
2016-12-02,86.89,37.28,67.2,-14.4,58.58,66.95
2016-12-05,25.78,78.42,132.87,2.58,0.1,32.29
2016-12-06,39.02,139.35,117.27,-55.97,65.45,109.63
2016-12-07,-33.96,59.68,122.03,-47.88,50.11,74.68
2016-12-08,-40.72,95.14,77.51,-30.43,3.49,39.92
2016-12-09,-43.13,70.27,67.47,-29.82,42.17,51.18
2016-12-12,104.48,96.6,63.91,3.23,72.78,64.32
2016-12-13,5.9,135.5,62.09,25.19,48.65,55.81
2016-12-14,37.47,118.51,60.64,-6.36,93.24,-9.13
2016-12-15,-93.92,185.98,182.31,-121.96,39.02,69.25
2016-12-16,28.5,65.88,120.12,0.14,79.64,45.53
2016-12-19,-76.67,80.7,72.15,13.41,101.2,7.33
2016-12-20,-9.95,100.63,45.63,-4.62,76.38,88.46
2016-12-21,32.58,131.88,81.27,24.37,55.78,74.57
2016-12-22,22.79,94.46,64.16,-12.99,23.89,45.46
2016-12-23,36.45,57.66,115.17,29.75,70.51,51.08
2016-12-26,-38.26,68.39,110.88,13.37,68.05,30.65
2016-12-27,-43.33,73.84,43.04,0.1,66.78,57.49
2016-12-28,23.25,68.04,102.28,-20.9,82.55,41.08
2016-12-29,64.62,102.17,151.23,32.59,24.73,36.17
2016-12-30,-2.71,62.47,157.44,6.38,55.89,30.03
2017-01-02,3.8,26.32,77.65,17.97,83.75,15.91
2017-01-03,6.36,43.13,108.47,20.11,74.19,29.96
2017-01-04,-16.01,125.87,47.35,-23.0,24.7,26.04
2017-01-05,9.46,88.27,98.92,-7.61,90.62,58.8
2017-01-06,-29.48,166.94,30.07,-8.36,13.61,28.81
2017-01-09,-11.46,83.39,69.03,-14.62,63.14,81.92
2017-01-10,32.65,142.53,145.95,-25.2,18.79,110.39
2017-01-11,-60.16,113.76,47.55,2.49,45.1,46.75
2017-01-12,-8.59,81.19,129.55,25.95,87.71,10.2
2017-01-13,-4.75,71.76,28.74,-57.12,67.52,58.47
2017-01-16,0.26,57.45,85.86,31.89,60.33,33.4
2017-01-17,-32.26,144.44,51.44,29.3,31.84,8.51
2017-01-18,4.27,119.62,159.62,-32.5,64.11,55.05
2017-01-19,28.92,109.92,166.28,19.04,31.42,49.46
2017-01-20,49.34,130.37,134.94,-7.72,96.75,37.91
2017-01-23,-97.16,58.12,191.37,-4.64,61.66,113.14
2017-01-24,16.02,160.12,81.35,2.08,57.99,-30.72
2017-01-25,-22.8,166.12,153.82,-5.86,35.87,-10.22
2017-01-26,68.05,99.7,89.16,9.34,88.49,11.05
2017-01-27,-54.9,139.98,81.63,18.67,69.52,33.74
2017-01-30,-22.57,24.44,92.45,27.17,73.19,68.81
2017-01-31,11.27,77.91,63.8,22.32,22.26,31.33
2017-02-01,-104.19,59.7,143.78,28.58,78.36,100.01
2017-02-02,89.32,67.39,241.03,-7.24,15.92,100.83
2017-02-03,42.49,167.95,134.78,-19.85,70.87,74.05
2017-02-06,-21.11,114.96,55.94,68.11,72.4,7.43
2017-02-07,-73.23,147.73,152.23,-47.59,84.92,92.91
2017-02-08,9.24,90.96,153.85,5.06,27.73,34.81
2017-02-09,28.48,87.94,89.5,-39.97,61.67,62.56
2017-02-10,29.19,103.11,188.81,11.97,77.17,94.42
2017-02-13,29.35,113.12,44.31,20.24,45.23,43.39
2017-02-14,57.29,-5.27,104.98,5.84,50.86,39.47
2017-02-15,45.78,54.67,28.56,-19.84,72.99,57.29
2017-02-16,-152.04,2.73,67.63,-8.21,44.64,23.55
2017-02-17,86.38,70.16,114.56,43.91,48.63,35.58
2017-02-20,55.87,194.57,164.8,-21.38,61.82,89.16
2017-02-21,-29.76,96.09,153.5,-13.98,52.89,51.48
2017-02-22,1.98,9.31,157.94,15.59,68.82,108.58
2017-02-23,44.34,131.51,50.93,-69.48,76.07,46.46
2017-02-24,-66.44,63.34,97.69,25.37,111.89,90.43
2017-02-27,94.68,38.55,42.27,1.8,7.32,79.4
2017-02-28,-19.9,128.48,49.81,-75.23,57.46,32.96
2017-03-01,1.2,72.34,124.85,-13.0,82.1,114.84
2017-03-02,-48.85,45.58,167.6,-18.11,68.3,18.87
2017-03-03,11.13,145.93,91.53,38.08,65.03,94.58
2017-03-06,83.65,183.68,136.71,52.08,45.86,60.8
2017-03-07,65.36,94.2,7.11,13.83,34.5,-3.38
2017-03-08,-9.19,141.11,175.2,-30.75,109.45,35.96
2017-03-09,-106.69,49.7,-18.06,45.97,13.74,69.56
2017-03-10,-17.08,89.13,26.62,34.81,23.72,102.94
2017-03-13,-40.46,43.15,172.52,-20.18,80.31,7.26
2017-03-14,-3.64,91.13,95.06,14.95,74.89,-15.92
2017-03-15,-62.79,120.38,68.82,3.03,76.24,27.01
2017-03-16,72.68,44.18,120.12,-11.64,34.08,22.57
2017-03-17,24.53,54.0,173.15,-31.07,38.62,69.43
2017-03-20,-15.11,60.87,63.84,21.87,56.9,60.83
2017-03-21,-15.0,33.5,23.2,6.62,29.54,31.29
2017-03-22,5.76,167.76,91.23,-12.11,26.57,66.6
2017-03-23,41.92,176.13,82.17,15.67,41.1,14.67
2017-03-24,-58.08,74.75,75.91,34.3,95.68,39.75
2017-03-27,-27.81,107.88,117.31,-46.89,29.5,-4.99
2017-03-28,-1.86,160.8,112.43,-63.5,74.49,-2.49
2017-03-29,-14.9,101.9,92.31,27.42,43.43,36.64
2017-03-30,38.7,147.11,89.38,-7.38,75.23,34.07
2017-03-31,-4.32,-39.74,141.34,6.99,15.9,21.24
2017-04-03,54.69,13.86,40.71,45.58,49.31,67.62
2017-04-04,-34.08,92.0,85.97,27.95,51.54,53.82
2017-04-05,-59.9,117.95,85.8,16.72,14.4,65.87
2017-04-06,-14.04,127.17,117.7,16.14,43.53,30.87
2017-04-07,-120.27,135.05,173.25,-27.5,10.45,81.08
2017-04-10,-33.0,87.33,54.58,49.68,40.44,29.4
2017-04-11,37.53,122.57,99.36,-5.35,78.24,59.02
2017-04-12,71.96,105.83,97.27,-29.25,45.61,49.63
2017-04-13,-65.3,126.71,104.34,29.07,26.33,21.41
2017-04-14,-8.25,49.57,28.19,2.15,73.39,61.61
2017-04-17,21.59,94.47,122.4,-49.3,43.51,9.84
2017-04-18,-91.99,86.97,63.51,-4.26,59.98,62.13
2017-04-19,42.85,108.02,113.42,-48.68,49.01,75.36
2017-04-20,32.46,40.96,128.93,-44.88,24.53,72.39
2017-04-21,53.08,160.31,48.42,53.76,72.23,55.49
2017-04-24,48.46,106.88,70.37,1.3,12.65,45.65
2017-04-25,-35.65,18.42,0.97,17.09,74.05,95.4
2017-04-26,-65.41,89.11,105.72,1.69,78.08,99.53
2017-04-27,11.91,75.72,81.2,10.49,45.3,19.44
2017-04-28,18.48,65.23,132.75,-41.76,47.21,54.12
2017-05-01,170.75,99.58,68.04,8.59,72.88,50.63
2017-05-02,-65.79,58.36,120.17,-25.45,104.08,-3.75
2017-05-03,-57.37,171.1,158.5,-11.55,53.28,41.26
2017-05-04,1.1,164.89,77.17,-49.87,70.53,90.17
2017-05-05,-28.27,123.49,60.1,-20.95,72.72,20.6
2017-05-08,-73.2,69.39,95.58,-3.7,44.39,74.82
2017-05-09,-43.97,144.18,129.1,-21.11,31.43,48.42
2017-05-10,51.59,67.34,58.78,-29.34,40.69,33.16
2017-05-11,-4.06,118.4,201.48,66.12,87.96,59.98
2017-05-12,35.8,111.66,211.42,-39.22,50.11,48.59
2017-05-15,2.81,133.01,116.67,-7.97,76.87,20.65
2017-05-16,120.41,81.04,17.97,31.76,37.36,17.21
2017-05-17,-25.77,204.21,229.06,26.79,72.76,49.35
2017-05-18,31.73,145.7,103.54,18.06,-19.21,77.69
2017-05-19,-27.49,110.76,72.71,18.05,59.1,62.94
2017-05-22,-44.29,102.74,77.3,18.3,65.15,66.12
2017-05-23,-53.2,51.85,84.38,-44.5,74.5,67.48
2017-05-24,-62.12,88.52,72.63,27.65,63.23,20.22
2017-05-25,-30.81,120.49,102.88,-1.71,85.84,-19.11
2017-05-26,-32.9,30.9,87.91,13.52,72.52,44.24
2017-05-29,-59.31,86.36,123.91,-8.62,6.68,58.93
2017-05-30,-43.73,71.99,102.55,-68.99,91.66,-4.85
2017-05-31,19.92,87.95,138.03,-4.08,26.8,72.06
2017-06-01,-59.28,59.35,75.54,-43.12,104.46,124.53
2017-06-02,55.18,91.75,7.19,28.07,73.71,72.31
2017-06-05,39.72,79.01,84.89,-6.57,83.37,13.12
2017-06-06,3.06,-5.81,188.12,-32.95,109.11,42.98
2017-06-07,-13.01,78.22,185.71,16.92,0.94,44.27
2017-06-08,66.63,173.51,143.44,18.21,35.59,30.35
2017-06-09,67.6,32.54,67.07,-42.42,102.24,59.69
2017-06-12,100.96,58.02,64.22,17.85,80.1,37.34
2017-06-13,77.25,95.67,48.42,29.75,57.43,64.05
2017-06-14,9.57,76.26,123.53,-93.45,9.62,22.81
2017-06-15,-55.76,95.84,70.6,97.46,-7.12,81.93
2017-06-16,-24.47,14.28,137.63,-1.68,26.61,36.62
2017-06-19,-94.06,115.61,69.28,7.93,19.97,68.46
2017-06-20,-17.76,9.52,98.9,-30.03,96.72,82.48
2017-06-21,-15.45,92.57,147.76,15.96,13.51,43.79
2017-06-22,29.71,35.81,105.76,42.67,43.75,76.38
2017-06-23,-32.59,55.91,76.04,-19.35,54.47,52.5
2017-06-26,48.28,83.17,104.97,-21.61,80.73,60.34
2017-06-27,33.59,28.13,87.41,-43.41,59.82,59.18
2017-06-28,-18.72,162.2,181.52,5.0,81.06,91.55
2017-06-29,-0.53,18.97,184.41,-22.32,7.54,54.18
2017-06-30,-17.86,166.7,83.7,10.33,20.88,45.55
2017-07-03,-8.81,220.08,34.03,-0.31,25.79,1.03
2017-07-04,-27.2,120.95,128.25,-50.35,103.81,54.64
2017-07-05,-50.67,94.42,122.69,24.55,57.76,37.73
2017-07-06,-32.77,88.11,69.57,2.7,25.72,64.29
2017-07-07,23.61,193.9,125.24,24.56,59.26,53.12
2017-07-10,-51.27,121.16,69.79,-25.7,81.43,39.74
2017-07-11,-48.77,82.58,138.86,-13.75,76.57,30.41
2017-07-12,-10.3,101.11,-4.94,-40.55,89.76,65.94
2017-07-13,96.17,197.57,55.05,-88.53,41.33,96.13
2017-07-14,27.41,129.8,94.39,-18.09,68.96,81.19
2017-07-17,-4.4,103.32,76.32,-11.75,29.24,26.08
2017-07-18,42.18,149.82,145.16,1.61,115.04,61.18
2017-07-19,18.71,92.14,176.78,-1.23,74.42,82.73
2017-07-20,-133.08,90.78,13.51,-35.03,33.32,25.49
2017-07-21,4.84,169.76,179.98,-78.46,88.94,76.92
2017-07-24,33.62,138.76,162.7,-7.1,41.52,93.73
2017-07-25,51.46,60.94,13.05,15.12,-4.22,36.87
2017-07-26,38.64,78.22,142.87,88.65,23.99,-7.22
2017-07-27,39.76,127.19,132.07,25.25,63.9,75.59
2017-07-28,-84.93,147.22,129.0,-41.67,76.26,36.27
2017-07-31,-25.52,125.93,33.55,44.96,42.73,37.05
2017-08-01,4.19,-28.1,114.02,73.71,50.49,56.15
2017-08-02,87.86,42.94,35.1,-25.42,46.67,33.25
2017-08-03,-36.19,88.36,137.62,20.87,46.27,57.87
2017-08-04,44.36,108.69,208.45,-8.89,55.4,43.37
2017-08-07,54.15,105.93,-38.53,5.51,92.87,65.1
2017-08-08,85.01,150.16,118.58,3.07,2.51,89.38
2017-08-09,39.94,156.93,84.36,-22.43,108.19,22.71
2017-08-10,75.03,107.8,98.28,39.97,10.28,136.53
2017-08-11,18.21,115.55,127.89,-21.86,53.75,85.98
2017-08-14,-48.75,197.4,112.37,33.38,18.23,28.68
2017-08-15,-67.31,199.01,142.45,-28.85,36.72,71.0
2017-08-16,33.26,172.04,159.73,11.07,93.93,80.36
2017-08-17,-60.18,81.56,113.14,-24.31,59.33,98.63
2017-08-18,90.13,37.42,86.06,10.03,52.48,19.07
2017-08-21,51.18,189.14,13.36,25.82,88.61,84.83
2017-08-22,21.56,48.17,66.91,-8.63,61.28,58.67
2017-08-23,-13.94,76.12,190.35,4.86,45.53,63.17
2017-08-24,1.36,94.25,113.13,-28.09,-1.62,64.47
2017-08-25,48.73,63.36,65.25,27.46,60.17,49.44
2017-08-28,20.32,59.06,79.94,25.74,28.78,57.11
2017-08-29,-51.73,114.05,119.46,10.27,54.54,-20.06
2017-08-30,80.6,200.09,14.05,23.13,66.04,67.15
2017-08-31,-3.82,150.91,42.25,-31.55,66.14,57.78
2017-09-01,-23.17,141.47,93.43,-0.66,91.05,60.72
2017-09-04,6.12,71.34,-4.29,-44.43,43.79,29.53
2017-09-05,-1.88,20.46,144.61,52.03,49.8,50.8
2017-09-06,76.99,51.2,194.59,25.59,19.92,6.59
2017-09-07,11.18,139.88,4.16,-26.3,75.76,47.32
2017-09-08,-16.16,154.23,92.12,61.66,84.73,70.62
2017-09-11,3.17,201.26,128.62,47.92,65.01,59.07
2017-09-12,14.59,93.12,117.52,31.67,27.25,31.31
2017-09-13,-51.25,158.78,111.02,13.66,41.91,49.16
2017-09-14,-81.03,87.27,144.77,25.0,60.33,87.24
2017-09-15,-29.68,151.01,119.41,-14.13,50.77,18.29
2017-09-18,1.79,60.41,45.89,12.72,9.08,21.57
2017-09-19,-84.32,88.05,108.46,-2.24,-7.21,47.24
2017-09-20,-78.38,106.95,118.69,6.12,18.55,46.26
2017-09-21,-25.45,136.47,170.3,1.9,55.11,6.2
2017-09-22,5.66,16.6,130.59,-53.4,39.01,59.76
2017-09-25,23.0,67.18,97.69,-12.24,81.99,-56.41
2017-09-26,-51.5,142.35,112.56,19.21,-32.21,6.58
2017-09-27,38.19,76.78,58.16,22.66,38.51,50.73
2017-09-28,-86.02,112.5,84.71,11.1,32.12,-2.93
2017-09-29,-19.74,176.06,146.72,-22.76,7.43,55.21
2017-10-02,-10.6,78.55,-10.2,16.55,27.02,20.53
2017-10-03,99.03,79.8,54.63,0.71,41.03,91.13
2017-10-04,41.97,112.22,156.66,34.91,101.56,40.49
2017-10-05,-63.62,2.48,138.19,-21.33,13.47,34.85
2017-10-06,32.24,176.35,79.01,-24.69,83.69,116.92
2017-10-09,-16.08,61.2,96.49,20.6,95.17,75.27
2017-10-10,-0.12,97.39,102.49,12.14,77.97,81.8
2017-10-11,52.98,86.32,162.06,-20.83,86.82,43.08
2017-10-12,-14.45,120.87,146.72,33.52,31.95,48.06
2017-10-13,-54.44,86.38,137.19,7.89,78.69,91.25
2017-10-16,-8.82,96.04,90.88,0.08,58.66,100.63
2017-10-17,13.2,130.04,151.52,-13.7,35.43,60.62
2017-10-18,-3.77,141.36,102.13,-3.2,65.03,66.72
2017-10-19,-44.4,120.15,102.83,-30.48,64.01,66.99
2017-10-20,-21.21,82.93,106.7,-78.58,48.34,64.78
2017-10-23,-14.86,73.85,111.24,10.04,59.93,-13.24
2017-10-24,-7.38,114.22,31.81,-20.31,16.89,52.17
2017-10-25,34.96,172.11,19.01,4.74,57.19,56.37
2017-10-26,54.3,17.0,115.24,-53.56,75.27,-1.76
2017-10-27,-17.81,111.5,129.39,6.01,41.39,59.29
2017-10-30,-62.17,103.86,107.39,4.16,-7.89,49.34
2017-10-31,19.36,-59.33,186.61,-18.03,30.51,57.13
2017-11-01,-39.96,101.22,98.0,31.54,-3.51,95.16
2017-11-02,65.0,147.99,112.72,-1.69,-13.31,-0.21
2017-11-03,14.45,118.31,168.83,-7.53,52.38,56.37
2017-11-06,28.95,97.88,35.35,39.02,57.81,59.27
2017-11-07,-117.15,75.05,71.38,-80.42,-2.24,17.75
2017-11-08,-13.37,116.22,165.82,60.79,55.02,36.26
2017-11-09,27.09,113.82,130.41,16.45,35.3,12.07
2017-11-10,-76.47,34.38,130.18,-5.89,44.85,70.3
2017-11-13,-12.33,81.16,30.54,-46.32,33.91,44.11
2017-11-14,53.35,102.53,109.33,39.34,80.72,32.29
2017-11-15,25.64,130.54,118.85,-44.21,55.3,79.9
2017-11-16,-58.95,126.99,160.22,-43.09,32.6,86.58
2017-11-17,37.13,86.41,132.98,45.22,61.24,31.11
2017-11-20,29.58,120.11,108.28,40.96,22.26,12.91
2017-11-21,29.19,109.8,111.15,16.14,73.73,34.5
2017-11-22,9.53,133.77,106.29,24.18,79.86,-4.6
2017-11-23,7.46,164.43,214.56,45.45,42.21,29.4
2017-11-24,-20.39,-5.27,169.57,2.8,58.93,82.99
2017-11-27,-38.5,-32.77,-2.45,9.54,57.16,69.79
2017-11-28,-92.98,73.18,-50.3,-8.62,25.91,54.1
2017-11-29,16.54,159.09,133.61,1.45,18.59,74.4
2017-11-30,8.52,155.59,30.39,51.68,7.08,-22.21
2017-12-01,-10.45,121.31,25.51,-16.09,84.4,74.32
2017-12-04,15.41,146.89,118.75,2.26,37.82,31.4
2017-12-05,22.23,50.03,128.37,-4.55,74.36,38.09
2017-12-06,-47.05,84.77,107.98,23.97,84.77,28.29
2017-12-07,-8.52,91.99,45.34,-21.88,54.89,41.17
2017-12-08,19.83,82.65,119.51,-19.52,30.06,99.31
2017-12-11,71.8,70.09,122.95,-19.71,95.3,41.6
2017-12-12,-20.22,184.76,121.83,-27.5,24.66,75.21
2017-12-13,5.83,147.78,200.04,-34.72,50.17,-28.38
2017-12-14,-34.39,45.47,153.46,49.09,48.15,68.98
2017-12-15,-34.69,166.44,56.5,-17.07,39.5,87.47
2017-12-18,61.2,102.42,126.75,0.51,55.6,38.09
2017-12-19,-122.13,157.68,58.91,18.76,45.93,23.05
2017-12-20,46.63,73.8,89.54,-7.27,87.08,49.23
2017-12-21,-38.25,100.8,93.78,-23.64,78.31,-9.01
2017-12-22,-25.99,51.62,70.39,21.37,58.86,-13.55
2017-12-25,-1.74,124.67,-30.93,38.83,21.19,14.87
2017-12-26,3.57,20.39,146.51,27.99,64.99,63.32
2017-12-27,31.65,21.26,178.7,2.0,92.64,33.07
2017-12-28,46.94,50.27,130.21,13.3,34.91,92.5
2017-12-29,51.28,81.38,35.25,-1.99,21.72,44.14
2018-01-01,-81.02,180.83,85.5,-15.63,38.46,39.7
2018-01-02,-2.81,179.66,37.43,31.77,14.22,102.39
2018-01-03,14.44,139.4,50.1,2.57,68.71,97.79
2018-01-04,17.55,101.86,60.33,-37.59,53.14,30.07
2018-01-05,-75.1,87.7,148.82,49.01,27.04,96.55
2018-01-08,71.49,133.94,135.5,10.35,85.04,64.6
2018-01-09,44.12,129.4,65.85,26.83,43.39,49.38
2018-01-10,-6.48,126.0,-42.24,-48.78,76.88,50.6
2018-01-11,144.48,115.63,14.71,-36.8,58.29,54.2
2018-01-12,-55.9,81.04,157.64,10.06,47.16,90.53
2018-01-15,-16.69,69.34,173.36,-7.13,34.3,101.53
2018-01-16,-12.2,95.17,99.54,-21.93,35.03,93.88
2018-01-17,26.67,196.55,123.62,-48.13,55.26,23.79
2018-01-18,-35.96,100.17,104.86,16.34,74.12,79.43
2018-01-19,-34.69,126.23,168.92,1.61,28.91,32.35
2018-01-22,54.96,110.6,50.37,10.45,73.84,47.95
2018-01-23,-12.33,163.99,101.07,-4.6,58.37,-6.21
2018-01-24,46.38,159.53,33.63,-28.86,2.94,13.07
2018-01-25,68.48,109.14,40.91,-27.92,-20.96,76.99
2018-01-26,-14.36,72.25,100.57,32.45,14.08,33.61
2018-01-29,-46.97,-16.0,116.41,39.33,30.66,21.69
2018-01-30,-24.27,125.19,62.94,-33.9,57.11,57.38
2018-01-31,25.06,63.44,140.62,-89.4,64.07,-7.19
2018-02-01,56.21,8.53,131.58,-31.26,46.12,23.02
2018-02-02,15.7,141.87,105.72,23.27,26.4,53.15
2018-02-05,-60.71,35.97,35.94,30.55,-0.41,140.95
2018-02-06,13.51,190.75,78.64,-12.76,61.0,9.53
2018-02-07,87.04,79.61,19.96,-14.87,35.77,25.31
2018-02-08,79.69,80.81,84.15,-17.58,26.46,77.82
2018-02-09,-32.95,78.74,137.28,13.85,9.1,86.54
2018-02-12,13.87,144.77,5.72,4.01,29.78,71.97
2018-02-13,20.57,100.2,77.05,-39.45,12.27,72.28
2018-02-14,-77.44,156.52,94.76,-4.79,-35.56,73.3
2018-02-15,21.05,81.06,81.12,-16.55,16.18,74.33
2018-02-16,-86.48,94.16,50.68,-1.07,27.18,53.08
2018-02-19,-80.05,123.21,144.76,22.87,16.33,51.61
2018-02-20,-44.3,106.75,140.97,-36.19,1.77,4.55
2018-02-21,-75.86,63.16,172.1,28.23,40.41,41.71
2018-02-22,3.49,77.13,85.24,-11.23,33.5,-24.27
2018-02-23,15.84,128.61,146.77,67.32,47.77,28.77
2018-02-26,-33.56,79.52,152.36,15.63,70.31,42.73
2018-02-27,-18.81,59.07,33.18,-39.16,98.92,88.25
2018-02-28,34.54,105.85,5.52,-17.29,44.2,112.43
2018-03-01,12.21,-4.57,74.68,22.59,51.31,86.86
2018-03-02,101.03,127.26,143.11,-46.23,24.04,96.7
2018-03-05,65.6,140.79,105.19,-16.95,52.18,-1.22
2018-03-06,-91.76,64.73,37.87,-6.3,-15.4,52.5
2018-03-07,-16.81,132.04,41.45,11.57,47.12,73.17
2018-03-08,-44.47,128.69,26.9,11.29,77.44,39.92
2018-03-09,-69.95,131.61,118.62,17.99,55.75,51.9
2018-03-12,51.38,78.36,38.56,-8.08,80.19,2.14
2018-03-13,-1.64,133.83,60.04,-49.05,52.28,66.83
