date,HIBOR_Overnight
2004-07-01,3.0116
2004-07-02,0.8325
2004-07-05,4.2173
2004-07-06,2.4596
2004-07-07,-0.138
2004-07-08,2.581
2004-07-09,4.5886
2004-07-12,3.2665
2004-07-13,0.8131
2004-07-14,4.4138
2004-07-15,5.1699
2004-07-16,1.8732
2004-07-19,7.1571
2004-07-20,4.3291
2004-07-21,1.5906
2004-07-22,4.8018
2004-07-23,2.9464
2004-07-26,1.4817
2004-07-27,2.8145
2004-07-28,0.7434
2004-07-29,2.6857
2004-07-30,3.2438
2004-08-02,3.5621
2004-08-03,3.4397
2004-08-04,3.9087
2004-08-05,6.8007
2004-08-06,6.6006
2004-08-09,3.0723
2004-08-10,1.7069
2004-08-11,2.4431
2004-08-12,3.7104
2004-08-13,1.5193
2004-08-16,0.2023
2004-08-17,3.6901
2004-08-18,1.7343
2004-08-19,1.2743
2004-08-20,2.9235
2004-08-23,5.0884
2004-08-24,2.8118
2004-08-25,4.3674
2004-08-26,1.0989
2004-08-27,5.6064
2004-08-30,2.5689
2004-08-31,6.1651
2004-09-01,3.2524
2004-09-02,3.9809
2004-09-03,4.9939
2004-09-06,4.5518
2004-09-07,0.8084
2004-09-08,4.3541
2004-09-09,3.7053
2004-09-10,3.2627
2004-09-13,5.2745
2004-09-14,4.0168
2004-09-15,0.4571
2004-09-16,1.4811
2004-09-17,1.9654
2004-09-20,2.7338
2004-09-21,4.7757
2004-09-22,2.9048
2004-09-23,3.1027
2004-09-24,4.9488
2004-09-27,3.7666
2004-09-28,4.9849
2004-09-29,1.0052
2004-09-30,3.7431
2004-10-01,1.4626
2004-10-04,2.0396
2004-10-05,4.9715
2004-10-06,0.4783
2004-10-07,1.9725
2004-10-08,1.5455
2004-10-11,3.1959
2004-10-12,1.7637
2004-10-13,-0.2768
2004-10-14,4.7823
2004-10-15,5.2029
2004-10-18,3.7921
2004-10-19,2.3848
2004-10-20,0.3835
2004-10-21,2.473
2004-10-22,2.4069
2004-10-25,1.4195
2004-10-26,2.1049
2004-10-27,5.3923
2004-10-28,8.2199
2004-10-29,3.6246
2004-11-01,1.5039
2004-11-02,1.9918
2004-11-03,4.7411
2004-11-04,2.1241
2004-11-05,2.7652
2004-11-08,-0.043
2004-11-09,1.9777
2004-11-10,3.9519
2004-11-11,1.8306
2004-11-12,4.8393
2004-11-15,1.4099
2004-11-16,0.86
2004-11-17,1.7596
2004-11-18,5.7554
2004-11-19,4.2961
2004-11-22,4.0178
2004-11-23,3.1481
2004-11-24,4.8134
2004-11-25,5.5987
2004-11-26,3.5677
2004-11-29,0.2507
2004-11-30,2.3956
2004-12-01,1.8185
2004-12-02,4.1559
2004-12-03,5.749
2004-12-06,5.8615
2004-12-07,4.2458
2004-12-08,7.5656
2004-12-09,2.9781
2004-12-10,2.7695
2004-12-13,1.7486
2004-12-14,2.7551
2004-12-15,2.1972
2004-12-16,2.1945
2004-12-17,3.7174
2004-12-20,1.8991
2004-12-21,2.8244
2004-12-22,4.0837
2004-12-23,4.5695
2004-12-24,-1.2351
2004-12-27,2.606
2004-12-28,4.5264
2004-12-29,3.4723
2004-12-30,4.6583
2004-12-31,2.6833
2005-01-03,3.5699
2005-01-04,5.543
2005-01-05,2.2886
2005-01-06,0.4102
2005-01-07,3.2884
2005-01-10,1.4629
2005-01-11,3.4278
2005-01-12,3.9608
2005-01-13,0.9161
2005-01-14,0.7152
2005-01-17,0.9894
2005-01-18,4.5334
2005-01-19,1.5321
2005-01-20,1.3731
2005-01-21,3.3962
2005-01-24,0.8356
2005-01-25,4.2328
2005-01-26,1.9718
2005-01-27,2.1512
2005-01-28,1.0932
2005-01-31,2.848
2005-02-01,0.5583
2005-02-02,4.5646
2005-02-03,3.0316
2005-02-04,4.4849
2005-02-07,0.1271
2005-02-08,2.2193
2005-02-09,2.1287
2005-02-10,2.3935
2005-02-11,0.8639
2005-02-14,2.8984
2005-02-15,1.9484
2005-02-16,3.6347
2005-02-17,3.3895
2005-02-18,3.4553
2005-02-21,3.567
2005-02-22,3.3438
2005-02-23,2.8718
2005-02-24,4.2637
2005-02-25,3.261
2005-02-28,3.6675
2005-03-01,2.5899
2005-03-02,0.7994
2005-03-03,3.3315
2005-03-04,3.6582
2005-03-07,1.1354
2005-03-08,5.3459
2005-03-09,1.8798
2005-03-10,1.3212
2005-03-11,2.9191
2005-03-14,3.5552
2005-03-15,2.8544
2005-03-16,2.9705
2005-03-17,4.6878
2005-03-18,4.4927
2005-03-21,3.8138
2005-03-22,3.4564
2005-03-23,2.4785
2005-03-24,5.0413
2005-03-25,3.6461
2005-03-28,2.5675
2005-03-29,2.8332
2005-03-30,4.9883
2005-03-31,1.5201
2005-04-01,4.4168
2005-04-04,6.5599
2005-04-05,0.4232
2005-04-06,3.5299
2005-04-07,4.7831
2005-04-08,2.027
2005-04-11,3.35
2005-04-12,1.8278
2005-04-13,4.9846
2005-04-14,3.8985
2005-04-15,3.3204
2005-04-18,-0.0452
2005-04-19,4.2827
2005-04-20,1.3304
2005-04-21,2.934
2005-04-22,1.4883
2005-04-25,3.5912
2005-04-26,-0.7477
2005-04-27,2.8112
2005-04-28,1.5724
2005-04-29,0.8353
2005-05-02,3.9468
2005-05-03,2.448
2005-05-04,1.8687
2005-05-05,0.8057
2005-05-06,1.6829
2005-05-09,2.7115
2005-05-10,3.2535
2005-05-11,2.4501
2005-05-12,3.939
2005-05-13,4.7597
2005-05-16,2.1034
2005-05-17,2.1858
2005-05-18,5.8817
2005-05-19,2.3803
2005-05-20,2.75
2005-05-23,3.8844
2005-05-24,2.7242
2005-05-25,4.2905
2005-05-26,2.6901
2005-05-27,2.1367
2005-05-30,1.8829
2005-05-31,4.2522
2005-06-01,3.9481
2005-06-02,5.7328
2005-06-03,4.1973
2005-06-06,0.579
2005-06-07,1.545
2005-06-08,2.3083
2005-06-09,6.4814
2005-06-10,2.1587
2005-06-13,4.7763
2005-06-14,5.3572
2005-06-15,3.0562
2005-06-16,4.7828
2005-06-17,4.195
2005-06-20,4.451
2005-06-21,0.4582
2005-06-22,3.9055
2005-06-23,1.3326
2005-06-24,1.9552
2005-06-27,2.5809
2005-06-28,3.5645
2005-06-29,4.7864
2005-06-30,0.4989
2005-07-01,3.2291
2005-07-04,0.5309
2005-07-05,2.8821
2005-07-06,3.9774
2005-07-07,3.0984
2005-07-08,5.5754
2005-07-11,2.0589
2005-07-12,5.1844
2005-07-13,0.037
2005-07-14,0.9646
2005-07-15,5.5687
2005-07-18,3.482
2005-07-19,0.4193
2005-07-20,5.5432
2005-07-21,5.5339
2005-07-22,3.2456
2005-07-25,4.7757
2005-07-26,-0.144
2005-07-27,2.4181
2005-07-28,3.7108
2005-07-29,4.6019
2005-08-01,4.8006
2005-08-02,4.4289
2005-08-03,2.108
2005-08-04,0.206
2005-08-05,2.8075
2005-08-08,2.8043
2005-08-09,2.1626
2005-08-10,3.7036
2005-08-11,5.1623
2005-08-12,1.4786
2005-08-15,2.8997
2005-08-16,1.5702
2005-08-17,2.1226
2005-08-18,3.1285
2005-08-19,1.4566
2005-08-22,4.2441
2005-08-23,0.4733
2005-08-24,-0.1488
2005-08-25,6.5552
2005-08-26,2.7051
2005-08-29,3.1896
2005-08-30,3.9321
2005-08-31,3.2844
2005-09-01,-2.0105
2005-09-02,2.488
2005-09-05,-0.1704
2005-09-06,3.6736
2005-09-07,3.9272
2005-09-08,0.8055
2005-09-09,3.1312
2005-09-12,0.0337
2005-09-13,4.0741
2005-09-14,1.0906
2005-09-15,3.9192
2005-09-16,5.3531
2005-09-19,2.9115
2005-09-20,4.2147
2005-09-21,2.9492
2005-09-22,4.3194
2005-09-23,0.6858
2005-09-26,2.6727
2005-09-27,2.9646
2005-09-28,0.5632
2005-09-29,4.3482
2005-09-30,2.5253
2005-10-03,1.7967
2005-10-04,0.2169
2005-10-05,3.8436
2005-10-06,3.3715
2005-10-07,2.3795
2005-10-10,6.6488
2005-10-11,1.2689
2005-10-12,3.0509
2005-10-13,3.7295
2005-10-14,3.2178
2005-10-17,3.5718
2005-10-18,5.133
2005-10-19,7.0201
2005-10-20,2.883
2005-10-21,2.0066
2005-10-24,0.9335
2005-10-25,4.3547
2005-10-26,3.641
2005-10-27,2.9823
2005-10-28,4.495
2005-10-31,-1.0383
2005-11-01,3.6429
2005-11-02,5.0698
2005-11-03,2.9439
2005-11-04,4.108
2005-11-07,2.5625
2005-11-08,3.5545
2005-11-09,1.4565
2005-11-10,1.4209
2005-11-11,3.6794
2005-11-14,1.8128
2005-11-15,4.558
2005-11-16,1.9256
2005-11-17,1.0061
2005-11-18,1.3328
2005-11-21,1.3794
2005-11-22,4.9328
2005-11-23,4.6395
2005-11-24,2.1624
2005-11-25,3.3109
2005-11-28,2.9197
2005-11-29,1.2962
2005-11-30,4.2553
2005-12-01,6.0041
2005-12-02,2.1832
2005-12-05,4.9804
2005-12-06,2.7957
2005-12-07,4.5502
2005-12-08,2.2729
2005-12-09,3.421
2005-12-12,4.357
2005-12-13,3.9422
2005-12-14,3.6234
2005-12-15,1.6151
2005-12-16,0.9427
2005-12-19,3.9398
2005-12-20,4.2913
2005-12-21,4.4462
2005-12-22,4.6934
2005-12-23,4.5525
2005-12-26,2.0052
2005-12-27,6.3176
2005-12-28,4.0625
2005-12-29,2.9708
2005-12-30,4.2451
2006-01-02,3.3512
2006-01-03,3.1909
2006-01-04,4.3444
2006-01-05,3.1502
2006-01-06,3.5317
2006-01-09,-0.6328
2006-01-10,1.8973
2006-01-11,4.3408
2006-01-12,6.0079
2006-01-13,3.4321
2006-01-16,2.6621
2006-01-17,1.6936
2006-01-18,1.92
2006-01-19,3.4753
2006-01-20,2.9588
2006-01-23,1.1896
2006-01-24,0.7034
2006-01-25,4.4245
2006-01-26,-1.5304
2006-01-27,4.6411
2006-01-30,1.5623
2006-01-31,3.5516
2006-02-01,6.2517
2006-02-02,2.8152
2006-02-03,3.529
2006-02-06,5.9565
2006-02-07,2.2075
2006-02-08,0.3694
2006-02-09,3.3509
2006-02-10,4.1161
2006-02-13,3.0168
2006-02-14,3.5099
2006-02-15,3.2062
2006-02-16,3.4896
2006-02-17,4.9429
2006-02-20,3.4024
2006-02-21,4.6755
2006-02-22,1.0843
2006-02-23,4.5026
2006-02-24,3.9027
2006-02-27,3.9884
2006-02-28,1.3497
2006-03-01,3.5417
2006-03-02,4.6179
2006-03-03,1.8195
2006-03-06,2.1985
2006-03-07,7.1227
2006-03-08,4.6582
2006-03-09,5.318
2006-03-10,4.3315
2006-03-13,3.6798
2006-03-14,2.2468
2006-03-15,3.872
2006-03-16,4.1616
2006-03-17,0.9838
2006-03-20,3.5806
2006-03-21,3.8692
2006-03-22,1.3443
2006-03-23,3.0465
2006-03-24,2.9988
2006-03-27,0.4267
2006-03-28,4.3922
2006-03-29,4.6227
2006-03-30,3.5809
2006-03-31,2.8773
2006-04-03,1.475
2006-04-04,3.9317
2006-04-05,3.4685
2006-04-06,1.6957
2006-04-07,-0.3934
2006-04-10,3.5629
2006-04-11,3.655
2006-04-12,3.2568
2006-04-13,2.7122
2006-04-14,2.0121
2006-04-17,3.8803
2006-04-18,2.2278
2006-04-19,4.8888
2006-04-20,3.6445
2006-04-21,1.3841
2006-04-24,2.5393
2006-04-25,0.4348
2006-04-26,-0.0766
2006-04-27,4.9208
2006-04-28,2.6644
2006-05-01,4.25
2006-05-02,4.7609
2006-05-03,2.0264
2006-05-04,2.854
2006-05-05,5.0082
2006-05-08,0.0799
2006-05-09,3.3743
2006-05-10,3.6272
2006-05-11,3.2981
2006-05-12,3.3632
2006-05-15,4.2044
2006-05-16,4.8549
2006-05-17,4.0186
2006-05-18,2.1038
2006-05-19,2.1477
2006-05-22,1.6568
2006-05-23,3.0789
2006-05-24,2.6225
2006-05-25,4.3212
2006-05-26,3.095
2006-05-29,2.79
2006-05-30,1.9965
2006-05-31,-0.7521
2006-06-01,3.5739
2006-06-02,-0.1235
2006-06-05,4.8728
2006-06-06,1.7834
2006-06-07,2.155
2006-06-08,2.1592
2006-06-09,3.3461
2006-06-12,0.7747
2006-06-13,3.1035
2006-06-14,3.9
2006-06-15,2.8879
2006-06-16,3.5601
2006-06-19,4.0202
2006-06-20,3.0832
2006-06-21,1.3342
2006-06-22,6.1634
2006-06-23,1.5382
2006-06-26,3.9784
2006-06-27,1.1118
2006-06-28,4.9029
2006-06-29,0.8369
2006-06-30,4.1722
2006-07-03,4.5786
2006-07-04,5.7991
2006-07-05,1.8641
2006-07-06,4.994
2006-07-07,4.6385
2006-07-10,4.1413
2006-07-11,1.1352
2006-07-12,2.3703
2006-07-13,1.2521
2006-07-14,4.7767
2006-07-17,5.1264
2006-07-18,2.7823
2006-07-19,0.0409
2006-07-20,4.2583
2006-07-21,5.1314
2006-07-24,3.1717
2006-07-25,3.4355
2006-07-26,1.6716
2006-07-27,4.6873
2006-07-28,2.2851
2006-07-31,4.2144
2006-08-01,3.3039
2006-08-02,6.6143
2006-08-03,1.6535
2006-08-04,2.9941
2006-08-07,5.0292
2006-08-08,-0.1165
2006-08-09,1.0432
2006-08-10,3.1988
2006-08-11,2.4816
2006-08-14,4.1379
2006-08-15,1.869
2006-08-16,2.0568
2006-08-17,3.7511
2006-08-18,0.0798
2006-08-21,2.5001
2006-08-22,0.7193
2006-08-23,1.5803
2006-08-24,3.7412
2006-08-25,3.8738
2006-08-28,1.4732
2006-08-29,1.2145
2006-08-30,0.5795
2006-08-31,2.2703
2006-09-01,2.3584
2006-09-04,5.4021
2006-09-05,4.5206
2006-09-06,0.6918
2006-09-07,4.0918
2006-09-08,6.7481
2006-09-11,1.4121
2006-09-12,2.2529
2006-09-13,2.0829
2006-09-14,2.4549
2006-09-15,3.6386
2006-09-18,1.5803
2006-09-19,7.7093
2006-09-20,2.6805
2006-09-21,1.9137
2006-09-22,2.1789
2006-09-25,4.0836
2006-09-26,1.2064
2006-09-27,5.734
2006-09-28,2.9884
2006-09-29,2.048
2006-10-02,5.119
2006-10-03,4.059
2006-10-04,6.0105
2006-10-05,3.1002
2006-10-06,0.4858
2006-10-09,5.3262
2006-10-10,0.4013
2006-10-11,0.9493
2006-10-12,3.9685
2006-10-13,2.1884
2006-10-16,2.4958
2006-10-17,2.1768
2006-10-18,5.1744
2006-10-19,4.3378
2006-10-20,4.0596
2006-10-23,2.6658
2006-10-24,2.7088
2006-10-25,3.4987
2006-10-26,2.5688
2006-10-27,3.3588
2006-10-30,1.822
2006-10-31,3.706
2006-11-01,2.1804
2006-11-02,1.912
2006-11-03,2.2565
2006-11-06,1.73
2006-11-07,4.4511
2006-11-08,2.7173
2006-11-09,-0.1536
2006-11-10,1.7483
2006-11-13,4.8852
2006-11-14,4.812
2006-11-15,2.1682
2006-11-16,0.8885
2006-11-17,4.0761
2006-11-20,1.1475
2006-11-21,3.0863
2006-11-22,1.7239
2006-11-23,0.888
2006-11-24,6.3679
2006-11-27,-0.2934
2006-11-28,1.6767
2006-11-29,0.579
2006-11-30,2.2441
2006-12-01,2.0369
2006-12-04,4.5081
2006-12-05,1.6851
2006-12-06,0.2417
2006-12-07,3.4019
2006-12-08,5.4904
2006-12-11,3.6599
2006-12-12,3.7546
2006-12-13,3.2732
2006-12-14,3.4931
2006-12-15,1.1685
2006-12-18,4.796
2006-12-19,4.0106
2006-12-20,1.4603
2006-12-21,3.7202
2006-12-22,4.3132
2006-12-25,1.6432
2006-12-26,2.0541
2006-12-27,2.4399
2006-12-28,3.4211
2006-12-29,0.5228
2007-01-01,3.9647
2007-01-02,1.9337
2007-01-03,3.0776
2007-01-04,4.7804
2007-01-05,3.6103
2007-01-08,3.738
2007-01-09,4.8192
2007-01-10,2.9635
2007-01-11,3.5751
2007-01-12,5.6797
2007-01-15,1.252
2007-01-16,2.7302
2007-01-17,3.5074
2007-01-18,2.8539
2007-01-19,0.8263
2007-01-22,2.6556
2007-01-23,1.0773
2007-01-24,1.805
2007-01-25,4.4346
2007-01-26,3.6621
2007-01-29,3.4339
2007-01-30,2.2417
2007-01-31,1.6305
2007-02-01,5.2139
2007-02-02,2.286
2007-02-05,1.7662
2007-02-06,3.6615
2007-02-07,1.9918
2007-02-08,0.5632
2007-02-09,0.7272
2007-02-12,1.4439
2007-02-13,0.8031
2007-02-14,-0.9061
2007-02-15,1.0011
2007-02-16,3.0513
2007-02-19,-0.7891
2007-02-20,0.9162
2007-02-21,3.75
2007-02-22,0.9919
2007-02-23,0.968
2007-02-26,2.9668
2007-02-27,2.5725
2007-02-28,3.4253
2007-03-01,2.2698
2007-03-02,4.2829
2007-03-05,3.5088
2007-03-06,3.1655
2007-03-07,2.0252
2007-03-08,2.1759
2007-03-09,3.6933
2007-03-12,5.557
2007-03-13,1.5002
2007-03-14,5.3209
2007-03-15,0.8439
2007-03-16,4.1574
2007-03-19,3.7591
2007-03-20,1.956
2007-03-21,5.0845
2007-03-22,6.3815
2007-03-23,2.8638
2007-03-26,2.5721
2007-03-27,4.2552
2007-03-28,1.7815
2007-03-29,3.8661
2007-03-30,2.5508
2007-04-02,2.4512
2007-04-03,3.6812
2007-04-04,2.4103
2007-04-05,2.3899
2007-04-06,4.4978
2007-04-09,3.4333
2007-04-10,1.1046
2007-04-11,1.6657
2007-04-12,0.2288
2007-04-13,4.2047
2007-04-16,2.0529
2007-04-17,1.319
2007-04-18,2.0447
2007-04-19,5.4327
2007-04-20,2.0998
2007-04-23,2.427
2007-04-24,4.0083
2007-04-25,5.0109
2007-04-26,1.3465
2007-04-27,4.0877
2007-04-30,0.2373
2007-05-01,0.3781
2007-05-02,5.0037
2007-05-03,4.0008
2007-05-04,3.6951
2007-05-07,2.0001
2007-05-08,2.6819
2007-05-09,0.7028
2007-05-10,1.4819
2007-05-11,1.782
2007-05-14,3.2137
2007-05-15,2.6963
2007-05-16,2.9573
2007-05-17,2.7976
2007-05-18,3.3128
2007-05-21,4.4456
2007-05-22,2.6016
2007-05-23,2.7891
2007-05-24,1.5384
2007-05-25,3.2503
2007-05-28,3.6919
2007-05-29,2.3012
2007-05-30,-0.0764
2007-05-31,0.9856
2007-06-01,3.1349
2007-06-04,0.0742
2007-06-05,4.5002
2007-06-06,2.4144
2007-06-07,2.5654
2007-06-08,4.0744
2007-06-11,2.9361
2007-06-12,4.1004
2007-06-13,2.6705
2007-06-14,2.851
2007-06-15,4.3291
2007-06-18,0.7631
2007-06-19,3.2263
2007-06-20,3.0847
2007-06-21,5.0881
2007-06-22,3.6899
2007-06-25,1.7211
2007-06-26,4.8278
2007-06-27,1.595
2007-06-28,2.1395
2007-06-29,1.6869
2007-07-02,2.6109
2007-07-03,0.9119
2007-07-04,1.5254
2007-07-05,0.6179
2007-07-06,2.0168
2007-07-09,1.5785
2007-07-10,4.1279
2007-07-11,5.8272
2007-07-12,2.459
2007-07-13,4.2802
2007-07-16,5.578
2007-07-17,3.1198
2007-07-18,3.8984
2007-07-19,3.5602
2007-07-20,0.9171
2007-07-23,2.031
2007-07-24,2.5414
2007-07-25,2.0005
2007-07-26,2.9501
2007-07-27,3.5202
2007-07-30,2.9171
2007-07-31,2.7864
2007-08-01,4.6097
2007-08-02,1.8043
2007-08-03,0.5092
2007-08-06,3.2889
2007-08-07,6.4409
2007-08-08,2.6239
2007-08-09,1.0069
2007-08-10,5.2263
2007-08-13,5.7164
2007-08-14,4.1671
2007-08-15,1.7149
2007-08-16,5.1152
2007-08-17,3.7399
2007-08-20,3.7352
2007-08-21,2.8457
2007-08-22,4.7348
2007-08-23,1.819
2007-08-24,1.7319
2007-08-27,3.6494
2007-08-28,2.5656
2007-08-29,2.2912
2007-08-30,3.5388
2007-08-31,1.527
2007-09-03,1.9269
2007-09-04,3.1015
2007-09-05,4.2962
2007-09-06,3.4661
2007-09-07,4.0356
2007-09-10,4.1922
2007-09-11,2.3414
2007-09-12,4.7485
2007-09-13,3.2038
2007-09-14,2.1964
2007-09-17,1.5095
2007-09-18,3.3472
2007-09-19,3.5928
2007-09-20,6.4388
2007-09-21,1.2476
2007-09-24,0.9998
2007-09-25,1.5399
2007-09-26,2.634
2007-09-27,5.7103
2007-09-28,2.2717
2007-10-01,2.0783
2007-10-02,1.6538
2007-10-03,3.7811
2007-10-04,1.6567
2007-10-05,1.5261
2007-10-08,3.3231
2007-10-09,4.1175
2007-10-10,2.3667
2007-10-11,3.6726
2007-10-12,3.1938
2007-10-15,2.0412
2007-10-16,1.5761
2007-10-17,3.3919
2007-10-18,3.6543
2007-10-19,4.9824
2007-10-22,3.0484
2007-10-23,3.7348
2007-10-24,0.3266
2007-10-25,4.0443
2007-10-26,1.9782
2007-10-29,2.1607
2007-10-30,2.6482
2007-10-31,-0.2308
2007-11-01,3.1532
2007-11-02,2.6717
2007-11-05,1.0887
2007-11-06,2.2909
2007-11-07,4.1657
2007-11-08,5.5788
2007-11-09,3.6995
2007-11-12,1.967
2007-11-13,0.741
2007-11-14,5.4342
2007-11-15,0.5953
2007-11-16,2.0802
2007-11-19,6.0778
2007-11-20,1.3344
2007-11-21,2.4224
2007-11-22,2.0372
2007-11-23,3.2132
2007-11-26,4.0485
2007-11-27,4.6636
2007-11-28,1.8623
2007-11-29,2.5367
2007-11-30,2.489
2007-12-03,3.3006
2007-12-04,0.8397
2007-12-05,3.4068
2007-12-06,2.6804
2007-12-07,3.7008
2007-12-10,5.3213
2007-12-11,1.8824
2007-12-12,5.3623
2007-12-13,3.1841
2007-12-14,3.3933
2007-12-17,2.4765
2007-12-18,3.0483
2007-12-19,4.6145
2007-12-20,1.9828
2007-12-21,-0.1775
2007-12-24,4.4784
2007-12-25,2.6146
2007-12-26,4.1328
2007-12-27,3.2913
2007-12-28,4.121
2007-12-31,4.5084
2008-01-01,3.704
2008-01-02,3.973
2008-01-03,3.5037
2008-01-04,2.6235
2008-01-07,3.0648
2008-01-08,2.8207
2008-01-09,0.8651
2008-01-10,3.2994
2008-01-11,1.1134
2008-01-14,2.9946
2008-01-15,2.4041
2008-01-16,3.9195
2008-01-17,4.8124
2008-01-18,2.1567
2008-01-21,4.798
2008-01-22,2.8206
2008-01-23,3.3312
2008-01-24,4.2696
2008-01-25,2.5992
2008-01-28,1.6206
2008-01-29,0.5995
2008-01-30,1.2417
2008-01-31,3.2173
2008-02-01,1.9978
2008-02-04,4.138
2008-02-05,3.4868
2008-02-06,3.5982
2008-02-07,4.7294
2008-02-08,1.6204
2008-02-11,2.8028
2008-02-12,2.5316
2008-02-13,0.6099
2008-02-14,3.576
2008-02-15,1.6072
2008-02-18,6.2874
2008-02-19,5.3059
2008-02-20,3.1442
2008-02-21,4.716
2008-02-22,5.1969
2008-02-25,3.8593
2008-02-26,2.141
2008-02-27,4.0368
2008-02-28,3.9624
2008-02-29,3.118
2008-03-03,2.7234
2008-03-04,4.6173
2008-03-05,1.1565
2008-03-06,3.4985
2008-03-07,6.1234
2008-03-10,-0.409
2008-03-11,4.6115
2008-03-12,2.6922
2008-03-13,5.9563
2008-03-14,0.5336
2008-03-17,4.7055
2008-03-18,2.3557
2008-03-19,1.2249
2008-03-20,2.8906
2008-03-21,4.046
2008-03-24,1.5921
2008-03-25,4.2027
2008-03-26,3.1427
2008-03-27,3.1011
2008-03-28,3.833
2008-03-31,-0.1603
2008-04-01,5.3589
2008-04-02,3.0545
2008-04-03,1.5739
2008-04-04,4.6855
2008-04-07,3.3326
2008-04-08,2.2607
2008-04-09,1.8328
2008-04-10,3.4892
2008-04-11,4.5624
2008-04-14,4.307
2008-04-15,3.8966
2008-04-16,-0.9045
2008-04-17,5.28
2008-04-18,3.1135
2008-04-21,2.4242
2008-04-22,0.737
2008-04-23,4.7146
2008-04-24,2.4656
2008-04-25,4.9828
2008-04-28,0.6649
2008-04-29,1.8424
2008-04-30,4.7343
2008-05-01,3.0567
2008-05-02,1.1611
2008-05-05,3.3377
2008-05-06,2.5882
2008-05-07,4.1919
2008-05-08,3.4139
2008-05-09,5.4063
2008-05-12,2.6149
2008-05-13,0.4952
2008-05-14,3.1315
2008-05-15,5.5649
2008-05-16,2.9737
2008-05-19,2.8998
2008-05-20,-0.5301
2008-05-21,3.4699
2008-05-22,2.1863
2008-05-23,2.5021
2008-05-26,2.7194
2008-05-27,2.0522
2008-05-28,2.6385
2008-05-29,2.9017
2008-05-30,3.4872
2008-06-02,5.2237
2008-06-03,3.0217
2008-06-04,1.6877
2008-06-05,3.6943
2008-06-06,2.5575
2008-06-09,3.2081
2008-06-10,4.0241
2008-06-11,4.8952
2008-06-12,3.2865
2008-06-13,1.2543
2008-06-16,2.8452
2008-06-17,3.6636
2008-06-18,3.4884
2008-06-19,2.8025
2008-06-20,1.1398
2008-06-23,2.8106
2008-06-24,3.8994
2008-06-25,3.1177
2008-06-26,3.2224
2008-06-27,3.2363
2008-06-30,2.7158
2008-07-01,2.7857
2008-07-02,3.2125
2008-07-03,0.3371
2008-07-04,1.2814
2008-07-07,1.2945
2008-07-08,2.5342
2008-07-09,2.4809
2008-07-10,0.879
2008-07-11,3.0719
2008-07-14,4.2642
2008-07-15,1.8478
2008-07-16,0.8995
2008-07-17,3.8166
2008-07-18,1.3294
2008-07-21,3.0441
2008-07-22,2.485
2008-07-23,4.0052
2008-07-24,1.1986
2008-07-25,1.4699
2008-07-28,1.3395
2008-07-29,3.8634
2008-07-30,4.4547
2008-07-31,4.3396
2008-08-01,2.6767
2008-08-04,6.4369
2008-08-05,1.2601
2008-08-06,5.6268
2008-08-07,3.3899
2008-08-08,3.7955
2008-08-11,3.0116
2008-08-12,2.6029
2008-08-13,1.2385
2008-08-14,0.7144
2008-08-15,3.2612
2008-08-18,3.3707
2008-08-19,4.2933
2008-08-20,4.2135
2008-08-21,2.692
2008-08-22,5.0021
2008-08-25,4.4604
2008-08-26,3.1353
2008-08-27,2.5443
2008-08-28,3.5545
2008-08-29,3.7012
2008-09-01,1.6568
2008-09-02,1.4867
2008-09-03,1.82
2008-09-04,2.5188
2008-09-05,2.712
2008-09-08,4.3202
2008-09-09,1.708
2008-09-10,2.1668
2008-09-11,3.3336
2008-09-12,-0.2137
2008-09-15,0.855
2008-09-16,4.3241
2008-09-17,1.289
2008-09-18,1.863
2008-09-19,3.2281
2008-09-22,1.8132
2008-09-23,3.2319
2008-09-24,2.3584
2008-09-25,6.2355
2008-09-26,2.4034
2008-09-29,3.1356
2008-09-30,2.6481
2008-10-01,0.6943
2008-10-02,3.0266
2008-10-03,5.8017
2008-10-06,1.5877
2008-10-07,2.3752
2008-10-08,1.0552
2008-10-09,3.2577
2008-10-10,4.1458
2008-10-13,3.5955
2008-10-14,0.9776
2008-10-15,3.8607
2008-10-16,1.8301
2008-10-17,4.6955
2008-10-20,4.1363
2008-10-21,4.4791
2008-10-22,-2.3985
2008-10-23,1.4732
2008-10-24,3.1109
2008-10-27,5.2473
2008-10-28,3.0573
2008-10-29,7.3872
2008-10-30,1.7651
2008-10-31,2.6269
2008-11-03,4.0773
2008-11-04,-0.2398
2008-11-05,-0.2592
2008-11-06,3.3934
2008-11-07,2.608
2008-11-10,3.4856
2008-11-11,3.5242
2008-11-12,4.216
2008-11-13,0.1409
2008-11-14,4.6174
2008-11-17,2.3535
2008-11-18,4.4548
2008-11-19,3.0366
2008-11-20,2.6729
2008-11-21,2.9995
2008-11-24,4.4831
2008-11-25,4.1074
2008-11-26,3.0481
2008-11-27,-0.1431
2008-11-28,2.6101
2008-12-01,5.5748
2008-12-02,1.1531
2008-12-03,1.906
2008-12-04,2.5783
2008-12-05,0.5095
2008-12-08,5.7192
2008-12-09,2.1779
2008-12-10,1.8503
2008-12-11,4.0811
2008-12-12,5.8861
2008-12-15,5.9829
2008-12-16,4.0215
2008-12-17,3.7754
2008-12-18,2.644
2008-12-19,3.5609
2008-12-22,2.3285
2008-12-23,0.225
2008-12-24,3.1887
2008-12-25,2.4242
2008-12-26,5.4022
