date,美债3m,美债2y,美债10y
2006-01-19,-0.8213,2.9224,3.8183
2006-01-20,3.0186,3.416,1.342
2006-01-23,4.2844,3.3211,3.3791
2006-01-24,2.2705,2.7723,5.9189
2006-01-25,3.3253,2.7783,4.3879
2006-01-26,1.4454,2.7181,1.8725
2006-01-27,2.321,1.6609,7.5514
2006-01-30,0.0686,5.5803,2.1193
2006-01-31,-1.0165,2.736,3.6356
2006-02-01,3.9141,3.7163,2.4439
2006-02-02,1.0225,2.5984,2.446
2006-02-03,1.8167,2.5743,3.3218
2006-02-06,0.4203,2.4535,4.9542
2006-02-07,0.385,1.1402,5.9358
2006-02-08,2.2392,2.8073,3.4207
2006-02-09,1.4056,2.5116,2.4848
2006-02-10,3.067,4.4058,4.718
2006-02-13,3.1788,1.564,4.7619
2006-02-14,2.9813,2.3074,4.3606
2006-02-15,2.8579,1.9219,4.4136
2006-02-16,4.8667,4.731,3.8312
2006-02-17,0.8986,1.9567,4.1472
2006-02-20,2.4176,3.6748,3.7275
2006-02-21,4.199,4.1642,5.6054
2006-02-22,4.3968,2.8247,7.3427
2006-02-23,0.3674,1.3478,4.2695
2006-02-24,2.0315,1.363,3.9901
2006-02-27,4.5372,4.0317,4.3838
2006-02-28,3.2621,1.4873,3.0131
2006-03-01,2.7929,3.4704,5.1475
2006-03-02,2.1735,3.1372,4.6618
2006-03-03,1.9243,3.4526,3.3693
2006-03-06,2.9323,3.5659,5.3531
2006-03-07,2.1214,1.8796,4.0285
2006-03-08,2.4361,1.8294,2.5449
2006-03-09,2.6179,3.8579,4.5274
2006-03-10,1.4829,2.2448,4.3555
2006-03-13,3.2982,-0.3002,5.4406
2006-03-14,6.8714,3.7785,5.2473
2006-03-15,-0.1655,1.7565,3.8362
2006-03-16,2.986,3.5606,3.2919
2006-03-17,1.3597,4.6714,4.0026
2006-03-20,3.3661,3.0201,4.545
2006-03-21,2.5698,4.1949,4.7256
2006-03-22,3.6428,3.1846,4.4521
2006-03-23,4.2633,4.9049,3.8639
2006-03-24,2.7886,1.7255,5.4952
2006-03-27,4.1981,2.9901,2.9885
2006-03-28,-1.0164,3.8078,7.7191
2006-03-29,4.8857,2.7715,5.1446
2006-03-30,3.0626,4.3827,2.3088
2006-03-31,4.1168,2.4816,4.2778
2006-04-03,0.6702,5.4832,5.159
2006-04-04,1.2538,5.5466,3.4759
2006-04-05,2.7189,3.3385,1.7573
2006-04-06,2.4744,3.6631,2.4414
2006-04-07,2.9246,4.43,4.8131
2006-04-10,4.1268,1.5754,1.3681
2006-04-11,-0.1478,1.4256,1.826
2006-04-12,3.9607,4.5077,4.8053
2006-04-13,2.5124,3.3288,3.6662
2006-04-14,2.1943,2.7282,2.9563
2006-04-17,0.2933,3.0133,3.2579
2006-04-18,3.2546,0.1368,1.7938
2006-04-19,-1.1212,2.7713,4.7267
2006-04-20,3.4726,2.0963,2.7902
2006-04-21,0.2618,4.1017,3.1964
2006-04-24,2.5802,4.194,4.5202
2006-04-25,2.3212,3.692,3.6151
2006-04-26,4.2543,3.4746,2.943
2006-04-27,2.232,1.2032,1.0158
2006-04-28,1.4588,3.7088,4.5511
2006-05-01,1.7401,3.7553,4.1185
2006-05-02,4.4093,4.4942,3.2239
2006-05-03,3.3044,5.5419,2.4439
2006-05-04,1.9216,0.9689,4.0191
2006-05-05,2.1453,2.5338,4.7207
2006-05-08,0.1492,2.1093,4.1466
2006-05-09,3.0827,3.207,6.4571
2006-05-10,-0.1397,3.0161,5.0572
2006-05-11,3.6277,2.7191,3.8391
2006-05-12,2.6929,4.2331,5.1074
2006-05-15,6.0804,1.6783,4.073
2006-05-16,0.8498,1.7507,4.0678
2006-05-17,2.346,1.7709,5.9445
2006-05-18,5.1974,2.5676,2.6529
2006-05-19,4.2871,1.5257,4.035
2006-05-22,1.4557,2.9417,5.7846
2006-05-23,2.836,2.8014,4.4635
2006-05-24,2.503,2.0562,3.4464
2006-05-25,2.9229,4.0485,1.4408
2006-05-26,1.452,2.9286,0.5945
2006-05-29,2.366,4.2752,7.1143
2006-05-30,0.1029,2.7659,4.4628
2006-05-31,2.7027,2.971,3.1239
2006-06-01,3.175,2.3247,4.5242
2006-06-02,2.1589,2.9915,2.5785
2006-06-05,0.0774,3.8547,3.5032
2006-06-06,3.9828,2.5064,2.5886
2006-06-07,3.0468,3.6221,1.8801
2006-06-08,1.411,2.0247,0.8425
2006-06-09,2.0791,3.9109,1.6035
2006-06-12,0.249,2.3041,5.5319
2006-06-13,0.9619,4.022,2.5197
2006-06-14,1.6933,3.0732,4.8023
2006-06-15,4.3426,4.8251,5.435
2006-06-16,1.5407,1.6151,4.0249
2006-06-19,3.4603,1.2286,3.5521
2006-06-20,1.6925,2.2605,4.1995
2006-06-21,2.8719,1.3385,3.3751
2006-06-22,2.2879,1.3407,5.8059
2006-06-23,3.8096,3.7459,6.8148
2006-06-26,1.6978,2.995,6.1747
2006-06-27,0.1412,2.4244,0.7727
2006-06-28,0.4271,2.5356,3.3445
2006-06-29,1.7022,2.2833,4.0062
2006-06-30,0.6264,4.9804,4.6946
2006-07-03,3.1153,2.1174,1.409
2006-07-04,1.8013,1.4134,1.3848
2006-07-05,6.0619,3.9553,5.9602
2006-07-06,-0.1066,2.7411,3.1613
2006-07-07,2.8054,5.4465,1.7689
2006-07-10,0.8081,2.3686,2.3445
2006-07-11,1.7599,4.0152,4.5857
2006-07-12,2.7121,4.2986,2.7662
2006-07-13,-0.9881,2.3744,4.3624
2006-07-14,2.8552,2.1085,2.5319
2006-07-17,5.3544,3.8896,1.3837
2006-07-18,1.8198,3.6899,6.1366
2006-07-19,2.8897,1.3073,4.5973
2006-07-20,4.0374,1.6459,3.4994
2006-07-21,2.2541,-0.0437,3.218
2006-07-24,1.6286,3.7145,6.1974
2006-07-25,-0.9136,2.6858,4.8873
2006-07-26,3.4615,2.8054,5.7202
2006-07-27,2.3302,0.9703,3.1245
2006-07-28,0.981,1.6823,4.076
2006-07-31,2.6899,2.4264,4.6033
2006-08-01,1.6245,2.1932,3.1749
2006-08-02,1.7074,3.1414,3.8567
2006-08-03,3.4094,3.7002,3.1246
2006-08-04,0.4924,5.7235,4.5986
2006-08-07,4.071,2.976,2.0179
2006-08-08,0.4035,4.3385,4.858
2006-08-09,1.5059,2.004,4.4661
2006-08-10,5.3844,0.9901,3.695
2006-08-11,4.191,2.5772,4.6743
2006-08-14,2.6464,1.0827,3.4526
2006-08-15,1.0892,3.0176,2.9948
2006-08-16,1.7061,2.0635,4.8156
2006-08-17,2.6099,0.6549,4.8805
2006-08-18,2.5563,5.0832,3.2391
2006-08-21,2.3637,2.3549,3.1104
2006-08-22,2.4538,1.0349,3.7255
2006-08-23,2.1784,4.0778,3.172
2006-08-24,0.337,2.1257,6.2877
2006-08-25,1.7252,4.3082,4.4747
2006-08-28,3.8719,2.1199,4.0219
2006-08-29,0.4475,2.3509,2.6009
2006-08-30,2.2157,3.4138,5.1085
2006-08-31,1.2704,3.7119,3.0826
2006-09-01,2.667,3.9222,3.0209
2006-09-04,1.9171,2.8923,5.1589
2006-09-05,4.7161,3.6343,4.581
2006-09-06,3.2599,3.8948,0.2448
2006-09-07,0.5323,3.2407,3.7633
2006-09-08,3.5068,2.8288,4.1883
2006-09-11,1.338,1.2656,3.4906
2006-09-12,1.6345,3.719,4.2405
2006-09-13,2.9707,3.0506,1.2855
2006-09-14,1.7624,2.5037,-0.2465
2006-09-15,3.8393,4.5333,2.5368
2006-09-18,1.3382,1.2866,4.4234
2006-09-19,1.5716,4.9728,-0.8374
2006-09-20,1.5154,2.9733,2.7347
2006-09-21,1.6515,3.381,1.1159
2006-09-22,4.1488,2.5259,3.6361
2006-09-25,3.4432,0.9995,6.9368
2006-09-26,5.0649,2.8325,3.6742
2006-09-27,5.9015,3.4017,3.8387
2006-09-28,0.9539,3.8115,5.2588
2006-09-29,2.6056,2.7624,4.032
2006-10-02,0.7357,0.369,3.6775
2006-10-03,1.3336,1.15,5.39
2006-10-04,1.5549,5.4624,4.7078
2006-10-05,0.9143,1.689,4.4329
2006-10-06,0.9222,4.7125,3.7918
2006-10-09,2.2836,1.8791,3.4809
2006-10-10,0.6749,2.7811,5.3758
2006-10-11,3.7632,3.7502,3.4953
2006-10-12,1.1234,2.0158,5.8469
2006-10-13,6.7144,4.9107,2.4293
2006-10-16,1.8229,3.0909,6.1507
2006-10-17,2.608,3.553,4.7081
2006-10-18,0.557,2.6789,2.5472
2006-10-19,5.0591,3.7905,4.7635
2006-10-20,4.1793,4.8946,3.0245
2006-10-23,2.9454,2.8425,4.0501
2006-10-24,0.4798,5.0757,3.2701
2006-10-25,2.816,2.2661,3.8006
2006-10-26,0.8179,3.9169,5.4121
2006-10-27,4.6935,3.5869,4.7778
2006-10-30,3.7138,1.7177,2.312
2006-10-31,2.6432,3.2566,2.3979
2006-11-01,-1.1546,3.0088,4.4062
2006-11-02,1.0249,1.9762,4.5148
2006-11-03,3.5316,3.4296,2.9883
2006-11-06,4.3193,3.1755,6.387
2006-11-07,4.1638,2.9129,5.2202
2006-11-08,0.112,2.9177,3.0616
2006-11-09,2.9523,2.892,2.9166
2006-11-10,4.0233,2.5588,3.6583
2006-11-13,0.0125,3.1678,3.5022
2006-11-14,2.4881,2.2273,5.8842
2006-11-15,2.9108,6.1882,5.4768
2006-11-16,2.0489,1.3088,4.0526
2006-11-17,-0.2782,2.2983,5.0169
2006-11-20,2.0115,2.3931,5.2345
2006-11-21,2.009,5.4486,4.0874
2006-11-22,2.2779,1.4158,4.6039
2006-11-23,1.6548,3.5111,4.8913
2006-11-24,1.8355,3.2981,4.7314
2006-11-27,2.4404,3.4003,2.8318
2006-11-28,3.1637,4.4836,2.9834
2006-11-29,2.0434,4.459,3.5671
2006-11-30,1.8855,2.4589,2.94
2006-12-01,2.6385,3.2328,1.7903
2006-12-04,-0.3814,0.7631,5.0139
2006-12-05,3.2156,3.1189,4.5196
2006-12-06,2.4992,2.0472,1.991
2006-12-07,2.5595,2.7763,3.6386
2006-12-08,3.9411,0.9776,3.7236
2006-12-11,-0.4292,3.4858,4.2729
2006-12-12,-0.4608,0.9641,2.3771
2006-12-13,2.9107,3.1779,1.969
2006-12-14,2.4893,1.5282,4.7796
2006-12-15,2.7553,1.9804,1.6991
2006-12-18,1.8068,4.3857,3.651
2006-12-19,3.4965,3.7055,3.5109
2006-12-20,3.899,4.379,3.8151
2006-12-21,3.226,4.8717,4.3791
2006-12-22,2.1088,2.0726,6.3979
2006-12-25,-0.6615,4.7988,1.6008
2006-12-26,3.6539,1.2414,5.3149
2006-12-27,4.3326,3.8953,0.2318
2006-12-28,3.4668,2.408,6.0906
2006-12-29,1.1805,1.8836,0.9357
2007-01-01,3.5107,3.7374,7.6546
2007-01-02,3.7908,4.1339,3.4153
2007-01-03,4.8382,4.0983,5.9356
2007-01-04,1.1858,3.2578,5.6262
2007-01-05,2.1603,3.1583,3.3453
2007-01-08,3.6209,3.6322,3.4604
2007-01-09,2.5861,3.3645,2.7443
2007-01-10,0.824,3.6496,5.1811
2007-01-11,3.1219,3.2448,3.3648
2007-01-12,3.368,4.0113,2.7715
2007-01-15,2.6319,1.0474,4.8059
2007-01-16,2.8294,2.8425,2.6542
2007-01-17,2.1119,1.3394,3.5065
2007-01-18,4.7174,3.332,4.1607
2007-01-19,1.149,4.9703,3.0364
2007-01-22,1.619,2.4311,3.2627
2007-01-23,2.5165,3.1527,6.3025
2007-01-24,3.8184,3.9078,3.6936
2007-01-25,0.2539,0.5187,3.4606
2007-01-26,0.5346,2.3735,3.7373
2007-01-29,-0.5566,3.4374,4.6817
2007-01-30,2.549,-0.4764,2.4492
2007-01-31,0.8225,1.8278,4.6408
2007-02-01,1.9232,4.321,4.3837
2007-02-02,3.4921,4.2036,1.317
2007-02-05,1.5377,3.4492,6.6914
2007-02-06,2.8469,4.0586,6.1912
2007-02-07,2.051,3.2581,2.7992
2007-02-08,3.5082,3.6665,2.3164
2007-02-09,3.2127,2.6212,4.3421
2007-02-12,1.4621,3.139,1.8612
2007-02-13,2.247,2.2412,6.0464
2007-02-14,4.0656,4.5162,3.2973
2007-02-15,3.0901,4.8259,6.4327
2007-02-16,0.4046,4.6559,2.7634
2007-02-19,3.4834,2.5103,3.8317
2007-02-20,0.8731,1.8555,5.9008
2007-02-21,4.6188,4.5324,3.5151
2007-02-22,4.0361,3.6527,4.4081
2007-02-23,2.9348,3.3943,5.639
2007-02-26,2.7358,2.2396,3.1659
2007-02-27,2.1865,3.5108,2.1074
2007-02-28,3.5178,1.6977,1.8119
2007-03-01,1.9438,3.7609,4.8751
2007-03-02,2.8534,4.6547,4.5832
2007-03-05,3.8079,4.9573,5.5925
2007-03-06,1.6573,3.8502,3.5889
2007-03-07,1.5757,1.3416,1.8539
2007-03-08,0.7085,3.2368,0.4709
2007-03-09,0.9033,5.5676,8.3019
2007-03-12,-0.2426,1.9577,4.7904
2007-03-13,3.5947,2.929,4.2052
2007-03-14,5.2134,4.6962,4.418
2007-03-15,4.638,3.7406,1.853
2007-03-16,0.0609,5.9762,2.8077
2007-03-19,3.5873,2.1206,6.615
2007-03-20,4.6332,1.8123,4.9875
2007-03-21,1.8148,4.469,2.8546
2007-03-22,2.6522,1.5649,2.1598
2007-03-23,-0.5118,2.7639,3.2265
2007-03-26,2.9001,2.9212,3.5269
2007-03-27,0.9047,4.2432,7.0737
2007-03-28,2.7995,3.7371,3.7176
2007-03-29,0.1582,3.5485,2.2157
2007-03-30,3.3143,2.5171,3.9121
2007-04-02,4.0368,4.458,4.3965
2007-04-03,1.3252,7.831,2.0792
2007-04-04,0.7946,3.8295,4.6032
2007-04-05,-0.734,3.1196,5.8134
2007-04-06,2.1004,1.4426,4.208
2007-04-09,1.6276,2.235,2.8044
2007-04-10,0.1735,2.7435,3.2067
2007-04-11,3.1795,2.3585,1.5117
2007-04-12,1.825,2.9807,3.7992
2007-04-13,0.8864,5.1336,4.4662
2007-04-16,1.6681,4.4966,2.6551
2007-04-17,4.107,2.8094,6.9096
2007-04-18,3.4044,1.5501,5.1884
2007-04-19,2.305,4.6048,1.3108
2007-04-20,3.4287,2.9411,1.3416
2007-04-23,0.7586,0.9282,2.524
2007-04-24,2.5486,3.8549,6.3598
2007-04-25,2.721,4.2308,5.3364
2007-04-26,1.7952,0.0889,6.4356
2007-04-27,3.1532,2.0105,4.0153
2007-04-30,1.3293,2.8675,3.6858
2007-05-01,3.2647,3.8814,2.1287
2007-05-02,3.3278,2.3811,4.5245
2007-05-03,-1.8757,2.0014,3.7057
2007-05-04,4.2855,3.8726,3.648
2007-05-07,-2.0714,2.438,6.4271
2007-05-08,1.5759,3.6505,3.8105
2007-05-09,4.038,1.6662,5.9965
2007-05-10,2.0241,1.3772,1.6179
2007-05-11,0.3007,3.9063,8.0322
2007-05-14,0.8594,3.303,3.4401
2007-05-15,4.0404,4.1069,5.0608
2007-05-16,-0.3823,2.3609,5.2994
2007-05-17,4.1935,2.0459,3.254
2007-05-18,2.4173,4.6329,5.2285
2007-05-21,0.7114,1.1724,5.3065
2007-05-22,1.6253,4.5018,2.9303
2007-05-23,0.9742,4.5846,2.948
2007-05-24,3.7993,4.0321,4.068
2007-05-25,3.5986,2.1746,3.8268
2007-05-28,-0.0787,2.0202,6.0897
2007-05-29,1.8946,2.7479,5.054
2007-05-30,1.2052,1.446,3.8944
2007-05-31,4.4403,1.846,4.9091
2007-06-01,0.4749,3.7737,0.93
2007-06-04,4.9063,3.7792,3.077
2007-06-05,2.4501,1.7405,4.4317
2007-06-06,0.7571,3.8113,5.673
2007-06-07,1.4841,3.5452,4.2997
2007-06-08,1.2976,4.8119,6.1874
2007-06-11,0.5881,3.683,5.3019
2007-06-12,2.6422,4.2703,3.2675
2007-06-13,0.6581,3.5725,3.79
2007-06-14,-0.7705,4.1759,4.6126
2007-06-15,1.9305,1.4555,3.327
2007-06-18,-0.2043,2.8539,6.2969
2007-06-19,1.3718,2.9532,2.3369
2007-06-20,1.1363,2.7075,4.4742
2007-06-21,1.1932,3.5327,5.1032
2007-06-22,5.5014,3.7613,3.5298
2007-06-25,2.5846,3.4707,3.1918
2007-06-26,2.8681,2.7877,3.8859
2007-06-27,-0.1646,2.1171,5.218
2007-06-28,1.5191,4.3166,3.2502
2007-06-29,2.823,3.4197,2.3966
2007-07-02,0.9632,1.7777,5.7259
2007-07-03,3.8621,2.7676,4.5989
2007-07-04,0.696,0.908,5.5118
2007-07-05,2.0705,3.0424,5.139
2007-07-06,1.6209,2.7619,7.2698
2007-07-09,2.7465,2.3106,5.6725
2007-07-10,1.5393,4.9015,2.9139
2007-07-11,2.0937,1.6126,4.7054
2007-07-12,2.1458,3.8477,3.1638
2007-07-13,1.3984,5.624,3.3188
2007-07-16,3.2276,4.2927,1.8812
2007-07-17,2.8576,2.9622,3.5708
2007-07-18,2.3671,1.6391,4.8176
2007-07-19,1.8543,1.3655,3.901
2007-07-20,3.6948,2.5061,2.3509
2007-07-23,2.1462,2.1756,1.7155
2007-07-24,2.04,2.1365,7.1678
2007-07-25,2.657,2.6084,4.4877
2007-07-26,5.0449,2.8773,2.7639
2007-07-27,0.4895,3.5823,4.6927
2007-07-30,3.6548,1.5146,7.2838
2007-07-31,-0.3398,2.1813,4.9307
2007-08-01,2.8259,2.8084,-0.1806
2007-08-02,4.8626,2.7654,7.9784
2007-08-03,3.233,5.2037,1.2261
2007-08-06,2.7559,3.2787,3.691
2007-08-07,1.6593,1.0637,2.2999
2007-08-08,2.5466,3.5018,2.89
2007-08-09,2.1219,3.6548,4.4266
2007-08-10,1.321,2.8498,0.8935
2007-08-13,2.0652,1.5439,3.8646
2007-08-14,2.7976,5.1097,5.721
2007-08-15,1.3492,1.7161,2.7351
2007-08-16,1.2906,3.7929,1.9146
2007-08-17,0.4596,3.2401,3.791
2007-08-20,3.0861,3.721,3.4925
2007-08-21,3.318,5.0482,3.1072
2007-08-22,2.8475,3.674,2.2175
2007-08-23,3.9478,2.3296,4.7788
2007-08-24,2.6318,4.3272,4.8929
2007-08-27,3.088,2.2427,2.4015
2007-08-28,2.9558,3.1963,2.6091
2007-08-29,2.3627,1.4483,4.2047
2007-08-30,1.7038,1.7601,2.5525
2007-08-31,5.8212,3.0617,4.268
2007-09-03,1.8221,3.4417,6.2021
2007-09-04,1.5012,0.9571,3.9103
2007-09-05,3.151,3.5967,2.1796
2007-09-06,2.8778,2.0167,4.5882
2007-09-07,0.3928,4.5356,3.7335
2007-09-10,4.184,2.5776,3.7748
2007-09-11,2.3587,1.6517,4.713
2007-09-12,0.8336,3.091,5.0366
2007-09-13,4.2832,1.9005,4.0533
2007-09-14,3.4385,4.5227,3.909
2007-09-17,0.6032,3.0006,7.0953
2007-09-18,5.1658,2.818,5.8008
2007-09-19,3.4882,3.7102,5.2503
2007-09-20,2.4847,1.7941,4.1968
2007-09-21,4.8853,1.453,2.4914
2007-09-24,2.7389,3.49,5.6911
2007-09-25,2.4579,1.6804,4.2164
2007-09-26,1.5095,1.68,3.1342
2007-09-27,3.3728,4.0041,3.6353
2007-09-28,3.2149,3.6301,2.5507
2007-10-01,2.522,1.4954,5.586
2007-10-02,1.315,2.257,5.0246
2007-10-03,2.6949,1.9155,4.2724
2007-10-04,2.3953,5.1316,3.9358
2007-10-05,0.4998,4.0872,2.979
2007-10-08,0.2923,2.495,0.8049
2007-10-09,3.3477,3.6914,1.8806
2007-10-10,-1.4028,1.3726,2.886
2007-10-11,2.8081,2.1928,2.6606
2007-10-12,1.7829,3.1258,4.434
2007-10-15,4.4624,3.5427,5.2172
2007-10-16,1.7598,2.883,3.8073
2007-10-17,3.4892,3.2976,6.1134
2007-10-18,1.9046,3.094,2.8257
2007-10-19,2.6706,2.8037,3.7967
2007-10-22,3.6053,2.6446,3.9235
2007-10-23,1.8062,2.4885,5.6383
2007-10-24,3.9948,3.2783,4.1588
2007-10-25,1.0095,3.493,4.2004
2007-10-26,2.9419,3.238,1.5177
2007-10-29,3.884,1.5857,2.6501
2007-10-30,3.4901,1.8013,5.6439
2007-10-31,5.3747,3.4787,0.887
2007-11-01,1.3548,4.766,6.0145
2007-11-02,0.4313,3.1829,4.7495
2007-11-05,1.0085,2.506,2.8787
2007-11-06,3.4907,3.2692,2.7519
2007-11-07,3.2469,1.6358,6.8439
2007-11-08,2.6534,4.5707,6.1171
2007-11-09,0.8156,3.2239,3.8208
2007-11-12,3.6503,2.1967,4.2019
2007-11-13,0.6629,2.7998,3.0307
2007-11-14,4.2384,2.3676,4.2022
2007-11-15,6.7862,4.574,2.9891
2007-11-16,3.0497,2.7573,3.8822
2007-11-19,3.3747,3.1864,6.7155
2007-11-20,1.7607,3.6885,3.8566
2007-11-21,-0.2153,2.1111,2.428
2007-11-22,1.5959,3.2325,1.9504
2007-11-23,0.8607,3.3293,4.1907
2007-11-26,0.3295,1.1351,2.8587
2007-11-27,5.0835,3.3032,4.3699
2007-11-28,2.9093,2.9451,1.5707
2007-11-29,3.0695,3.156,5.0354
2007-11-30,2.0365,3.0428,2.4098
2007-12-03,2.2407,3.311,4.0694
2007-12-04,3.9468,4.6048,3.4925
2007-12-05,2.4515,1.5846,6.5776
2007-12-06,3.296,2.5894,4.2572
2007-12-07,2.206,3.7999,6.9182
2007-12-10,1.9868,3.5771,4.8411
2007-12-11,0.3896,3.5513,6.1381
2007-12-12,-0.4666,6.3043,3.6868
2007-12-13,2.1077,3.737,4.5183
2007-12-14,2.5847,4.3571,5.828
2007-12-17,0.5708,2.6315,5.3574
2007-12-18,2.4483,1.8085,4.7965
2007-12-19,2.5806,2.6228,3.5081
2007-12-20,-0.734,3.8544,3.7618
2007-12-21,1.1273,3.4882,5.7065
2007-12-24,3.1109,3.4839,6.0189
2007-12-25,3.0806,2.7428,3.1107
2007-12-26,0.7695,2.5514,2.8844
2007-12-27,2.7377,2.7842,2.6438
2007-12-28,4.0336,3.8694,5.2446
2007-12-31,3.6656,4.0089,2.6058
2008-01-01,2.3571,1.7925,5.2264
2008-01-02,1.798,3.9148,4.8185
2008-01-03,1.556,2.2191,3.1824
2008-01-04,3.2017,3.5627,6.3458
2008-01-07,2.7927,2.7696,1.8066
2008-01-08,3.4441,4.8789,6.4893
2008-01-09,2.6978,2.4983,4.4783
2008-01-10,3.7281,3.2143,0.8898
2008-01-11,2.6419,3.7279,6.3878
2008-01-14,3.677,1.9512,5.4583
2008-01-15,3.8062,2.9126,3.3577
2008-01-16,1.2932,2.6801,2.5529
2008-01-17,-0.2122,2.3834,1.6464
2008-01-18,4.8152,2.4723,7.6232
2008-01-21,2.885,4.3344,2.6149
2008-01-22,-0.0717,2.2817,2.1046
2008-01-23,1.4293,3.6797,4.4019
2008-01-24,3.6578,3.3775,1.5432
2008-01-25,2.0805,1.3236,2.5277
2008-01-28,1.7319,3.623,5.4925
2008-01-29,4.6013,1.3038,4.6963
2008-01-30,0.9291,3.7537,3.4204
2008-01-31,1.3028,2.3914,4.0275
2008-02-01,2.8171,3.01,3.3363
2008-02-04,3.0857,1.4469,3.907
2008-02-05,3.2445,3.1469,2.8573
2008-02-06,3.8669,4.1123,3.1296
2008-02-07,2.7979,2.0316,3.084
2008-02-08,3.2341,2.2714,2.9112
2008-02-11,2.1112,3.5455,5.5659
2008-02-12,2.594,3.5755,5.1552
2008-02-13,2.6613,0.079,2.6015
2008-02-14,2.8226,5.4185,2.2084
2008-02-15,3.6588,3.6343,3.7641
2008-02-18,3.3327,3.8363,7.2329
2008-02-19,2.5663,2.8278,2.4584
2008-02-20,1.2863,0.7736,3.7582
2008-02-21,2.6015,3.8097,4.1331
2008-02-22,2.458,2.3218,3.837
2008-02-25,2.7898,3.6527,3.3127
2008-02-26,5.8098,2.7374,5.7326
2008-02-27,1.7143,3.2856,4.6817
2008-02-28,3.1334,2.07,5.2687
2008-02-29,4.1027,4.0373,4.8841
2008-03-03,2.647,1.5739,5.3409
2008-03-04,6.0068,5.6947,6.3766
2008-03-05,1.9329,5.6855,5.9966
2008-03-06,2.9861,4.9592,7.4872
2008-03-07,1.3018,4.5306,5.826
2008-03-10,1.9727,2.8985,2.9958
2008-03-11,2.8734,4.3999,5.271
2008-03-12,3.7695,2.8846,5.0657
2008-03-13,2.9786,1.1358,6.8804
2008-03-14,4.3887,4.8038,2.5493
2008-03-17,2.3576,4.3546,4.8369
2008-03-18,2.0017,2.9624,2.9784
2008-03-19,6.556,1.5298,4.7688
2008-03-20,3.0914,2.2966,3.6779
2008-03-21,1.4208,0.8146,4.7192
2008-03-24,1.4586,4.1341,1.8845
2008-03-25,1.086,1.076,5.1898
2008-03-26,3.9049,3.3442,4.3091
2008-03-27,1.9534,1.9876,4.2283
2008-03-28,2.691,1.288,6.9253
2008-03-31,2.4047,3.286,3.4263
2008-04-01,3.5972,2.5994,4.5134
2008-04-02,1.2299,4.0058,4.1504
2008-04-03,0.8866,1.4789,4.2971
2008-04-04,2.8364,2.0912,7.3327
2008-04-07,3.4014,0.1348,4.0957
2008-04-08,2.9988,0.3788,3.1491
2008-04-09,1.2858,5.1578,6.8064
2008-04-10,3.5162,5.5003,3.5385
2008-04-11,1.3842,3.1113,1.5922
2008-04-14,1.7177,2.0114,2.8887
2008-04-15,1.0841,2.6419,2.1301
2008-04-16,4.4517,4.0483,1.3001
2008-04-17,3.4501,2.3827,3.4555
2008-04-18,3.4075,3.2852,3.8947
2008-04-21,4.3708,2.9847,5.7708
2008-04-22,6.719,2.3174,4.9441
2008-04-23,-0.0638,2.3686,4.8758
2008-04-24,1.3924,3.352,2.6602
2008-04-25,1.5757,1.8277,5.3274
2008-04-28,1.2238,3.5421,6.0868
2008-04-29,0.8836,2.4341,4.5919
2008-04-30,2.0505,3.1528,4.6338
2008-05-01,0.6751,4.6608,2.103
2008-05-02,3.0026,2.7982,5.5817
2008-05-05,2.5775,4.1038,6.6712
2008-05-06,3.2215,0.8496,4.4844
2008-05-07,3.2616,2.4356,3.1085
2008-05-08,3.4045,3.0332,3.757
2008-05-09,1.9399,5.308,3.3694
2008-05-12,5.6817,0.6481,3.4593
2008-05-13,2.8516,2.8845,4.972
2008-05-14,-0.2937,4.748,4.4192
2008-05-15,0.9964,2.058,5.5059
2008-05-16,-0.1108,2.7446,4.5564
2008-05-19,2.526,3.3981,2.7039
2008-05-20,2.3173,3.2214,3.249
2008-05-21,1.7974,4.8789,3.1557
2008-05-22,5.5164,3.5382,3.7203
2008-05-23,3.3235,4.5933,6.6921
2008-05-26,3.5891,2.568,6.9323
2008-05-27,1.1034,2.1114,5.2549
2008-05-28,1.0013,2.7291,4.1781
2008-05-29,2.5552,1.6091,1.9575
2008-05-30,2.7595,3.5802,4.33
2008-06-02,-0.2845,2.5369,2.815
2008-06-03,2.2295,2.1939,6.4458
2008-06-04,2.5211,3.5984,1.5908
2008-06-05,2.1773,1.6275,4.5767
2008-06-06,1.2799,3.9246,2.6886
2008-06-09,1.6907,2.426,3.9857
2008-06-10,2.2347,4.3909,4.9991
2008-06-11,2.6362,2.5287,5.533
2008-06-12,3.4072,3.7583,3.909
2008-06-13,4.1213,3.2155,5.1418
2008-06-16,2.0585,3.8927,3.0063
2008-06-17,1.8158,3.1319,4.3683
2008-06-18,3.1565,1.0039,5.5033
2008-06-19,3.4163,4.2106,4.4981
2008-06-20,1.8487,2.8948,3.206
2008-06-23,3.6856,3.9474,3.5814
2008-06-24,3.9694,3.8283,5.5235
2008-06-25,4.4375,2.072,2.3622
2008-06-26,5.1675,1.9022,2.5835
2008-06-27,1.2004,3.7864,4.9024
2008-06-30,2.5208,2.6361,3.3413
2008-07-01,2.5169,4.1237,1.8204
2008-07-02,2.3529,2.7862,6.0262
2008-07-03,1.5261,4.2281,2.3506
2008-07-04,0.2717,3.508,3.7009
2008-07-07,2.639,3.3456,3.0707
