date,美元指数,美元人民币,美元日元,美元欧元
2006-04-25,99.7628,8.3914,135.75,1.1411
2006-04-26,108.9979,5.326,114.92,1.236
2006-04-27,105.3786,7.0908,167.45,0.8931
2006-04-28,96.8099,8.1311,88.26,1.1272
2006-05-01,88.3512,7.8142,104.18,1.1246
2006-05-02,109.6269,8.2541,119.52,1.2569
2006-05-03,89.8641,3.5385,130.01,0.9677
2006-05-04,80.9469,6.2052,108.89,0.8856
2006-05-05,113.8603,3.2563,118.05,1.0464
2006-05-08,115.4371,7.2388,126.67,1.1291
2006-05-09,80.7026,9.8313,119.4,1.1311
2006-05-10,99.4692,6.4842,138.4,1.3802
2006-05-11,82.7073,7.0895,102.55,1.1142
2006-05-12,101.9284,5.5215,78.8,0.9999
2006-05-15,91.7343,5.7318,94.53,1.0945
2006-05-16,82.923,10.113,137.22,1.2584
2006-05-17,104.883,5.0708,128.68,0.9496
2006-05-18,87.8314,6.9196,79.84,1.4303
2006-05-19,99.7069,7.1177,128.99,1.047
2006-05-22,89.7214,10.1384,117.32,1.1318
2006-05-23,111.9522,7.991,109.57,1.3483
2006-05-24,106.0635,8.3681,114.1,1.1777
2006-05-25,91.8012,6.7021,121.13,0.9618
2006-05-26,75.888,6.9307,134.19,1.2252
2006-05-29,99.4261,8.7869,115.7,1.1576
2006-05-30,87.1868,6.8813,128.41,0.9854
2006-05-31,107.0622,9.1729,136.97,0.8324
2006-06-01,110.6804,5.4233,139.11,1.0137
2006-06-02,96.0707,6.6095,128.61,1.1559
2006-06-05,104.4186,7.1091,166.17,1.0458
2006-06-06,83.6522,8.1894,134.66,1.064
2006-06-07,101.3617,5.8299,83.0,1.2518
2006-06-08,111.2831,7.751,90.7,0.9837
2006-06-09,83.0129,6.2844,140.98,1.0662
2006-06-12,102.7499,8.3974,110.65,0.9748
2006-06-13,98.1124,4.8919,117.36,1.0631
2006-06-14,103.9251,7.029,125.91,0.9151
2006-06-15,96.3334,5.7417,111.57,1.2495
2006-06-16,95.0306,7.5484,108.55,1.0108
2006-06-19,106.9075,7.7239,129.46,1.1426
2006-06-20,95.9962,6.2137,111.07,1.2829
2006-06-21,100.1155,5.8377,119.71,1.1791
2006-06-22,82.8905,5.0191,59.76,1.0227
2006-06-23,99.3136,6.3563,130.36,1.1077
2006-06-26,102.076,8.6903,173.15,1.1612
2006-06-27,94.2562,7.7786,127.32,1.1385
2006-06-28,95.1655,5.858,97.48,1.0939
2006-06-29,76.9383,9.7707,111.14,1.1268
2006-06-30,85.8207,8.3166,99.88,0.7864
2006-07-03,93.0636,8.6714,98.73,1.0352
2006-07-04,92.6184,8.1021,144.77,1.2131
2006-07-05,115.905,8.9161,126.49,0.8334
2006-07-06,102.8257,6.5551,113.77,1.109
2006-07-07,84.4055,8.5536,138.43,1.1177
2006-07-10,116.856,7.6991,87.42,1.0544
2006-07-11,82.4404,5.4735,81.77,1.0483
2006-07-12,84.7199,7.8544,123.94,0.8792
2006-07-13,87.278,10.8152,100.66,1.0701
2006-07-14,94.9877,7.2745,120.41,1.4124
2006-07-17,119.7502,6.9979,143.55,1.1211
2006-07-18,93.0795,7.3926,112.63,0.9917
2006-07-19,100.6906,8.7633,111.28,0.9207
2006-07-20,81.7935,9.5401,132.62,1.1049
2006-07-21,91.3528,6.2801,115.29,0.9951
2006-07-24,119.6768,7.5844,113.71,1.0448
2006-07-25,107.8731,6.9166,131.55,0.9205
2006-07-26,104.2305,5.5713,107.08,1.1978
2006-07-27,109.9612,7.7643,120.53,1.1186
2006-07-28,101.0082,8.4967,100.64,1.3976
2006-07-31,100.6976,6.5525,142.69,1.0432
2006-08-01,85.475,9.1002,111.39,0.9076
2006-08-02,81.4425,8.0178,122.0,0.929
2006-08-03,89.3458,6.8292,116.43,1.0231
2006-08-04,92.5117,7.5667,109.3,1.2623
2006-08-07,88.0234,7.511,125.11,1.3103
2006-08-08,102.411,10.4575,75.05,0.8959
2006-08-09,112.9619,9.1714,93.91,1.1408
2006-08-10,95.5353,8.34,106.43,1.3913
2006-08-11,80.8388,6.2355,77.83,1.1337
2006-08-14,83.9165,6.2355,109.67,1.0076
2006-08-15,105.5964,7.0302,99.57,1.2451
2006-08-16,103.207,7.5454,111.79,1.3475
2006-08-17,97.8838,8.0502,111.85,1.2705
2006-08-18,101.7988,8.3192,125.31,0.9355
2006-08-21,106.4561,7.1301,143.03,1.1266
2006-08-22,96.1266,7.1772,116.9,1.0594
2006-08-23,98.6224,10.1516,94.57,1.156
2006-08-24,92.4168,6.7447,141.8,1.2193
2006-08-25,76.8706,7.0057,115.37,1.1342
2006-08-28,96.6813,6.3381,133.28,1.0612
2006-08-29,95.2906,5.8129,117.98,0.9284
2006-08-30,99.4042,8.1367,113.14,0.9661
2006-08-31,90.3572,5.306,112.39,1.0229
2006-09-01,99.4822,5.9764,109.5,1.162
2006-09-04,99.2287,7.8937,159.03,1.0672
2006-09-05,91.5115,8.1127,85.86,0.9556
2006-09-06,85.9259,8.2266,106.09,0.9731
2006-09-07,88.902,8.5538,78.79,0.9744
2006-09-08,98.7313,8.51,105.13,1.0936
2006-09-11,103.7832,7.6935,74.16,1.3635
2006-09-12,112.8921,4.6268,118.41,1.1054
2006-09-13,94.5792,7.709,116.16,1.0045
2006-09-14,100.2962,7.1489,109.82,1.0349
2006-09-15,107.0299,6.4597,129.84,1.1
2006-09-18,85.9056,7.1868,141.74,1.1075
2006-09-19,101.5045,9.2078,106.86,1.1832
2006-09-20,91.0894,7.8749,115.06,1.0813
2006-09-21,91.8833,8.6831,100.62,1.035
2006-09-22,102.8236,6.8135,99.0,1.0623
2006-09-25,93.2294,8.2786,156.38,1.0972
2006-09-26,98.7069,6.5832,124.87,1.0116
2006-09-27,84.8508,4.6882,111.55,1.0428
2006-09-28,94.8753,9.0557,96.82,1.0677
2006-09-29,87.0856,6.1438,119.8,1.108
2006-10-02,92.5412,4.9951,105.53,1.0111
2006-10-03,122.9278,6.9759,97.96,0.8279
2006-10-04,95.7201,5.1773,94.45,0.8843
2006-10-05,93.4301,6.4096,83.85,1.0104
2006-10-06,91.6709,6.5326,87.24,0.9282
2006-10-09,88.0622,7.3215,135.34,1.041
2006-10-10,112.9615,5.5717,90.99,1.2903
2006-10-11,88.8308,9.1313,108.4,0.7759
2006-10-12,118.7022,7.9307,83.63,1.3549
2006-10-13,93.4082,6.0559,109.89,1.0022
2006-10-16,107.5312,6.7214,125.56,1.2838
2006-10-17,96.6935,7.5518,103.23,1.0433
2006-10-18,89.3431,7.9703,116.31,0.9815
2006-10-19,93.7285,5.2247,127.54,1.1441
2006-10-20,108.4261,4.757,119.05,1.0895
2006-10-23,93.8984,7.3135,101.45,1.0765
2006-10-24,76.7128,6.792,95.97,1.2065
2006-10-25,113.85,7.0113,95.04,1.2302
2006-10-26,88.695,5.836,114.48,1.3463
2006-10-27,92.3242,8.2347,100.78,0.9843
2006-10-30,109.8459,7.8422,112.04,1.3362
2006-10-31,79.1223,8.5009,114.37,1.011
2006-11-01,90.5788,8.8902,79.57,1.0613
2006-11-02,101.7283,6.9872,115.64,0.9798
2006-11-03,101.6942,6.421,134.61,1.3119
2006-11-06,101.1429,2.97,125.84,1.019
2006-11-07,86.1284,7.9799,113.22,1.2347
2006-11-08,104.6478,9.2617,132.29,1.0385
2006-11-09,91.102,7.6225,132.46,1.1469
2006-11-10,97.3405,6.8325,111.83,1.2193
2006-11-13,86.4471,8.182,107.01,1.0311
2006-11-14,112.562,8.8112,112.34,1.2831
2006-11-15,91.8815,9.2285,118.98,1.2097
2006-11-16,94.8377,7.5376,85.97,1.2465
2006-11-17,90.1907,6.5158,104.85,1.362
2006-11-20,99.439,6.6818,155.31,0.9388
2006-11-21,82.4084,7.4821,105.28,1.0857
2006-11-22,94.636,5.5906,118.16,1.1541
2006-11-23,93.3829,6.5436,106.95,1.1101
2006-11-24,111.6006,8.5564,106.34,1.3757
2006-11-27,92.3548,9.2624,137.25,1.1566
2006-11-28,93.7943,9.4385,131.84,1.2153
2006-11-29,97.0798,5.7131,122.81,1.2692
2006-11-30,105.8568,8.8369,126.6,1.0404
2006-12-01,115.7325,8.4938,120.94,1.031
2006-12-04,100.121,5.9377,110.47,1.1631
2006-12-05,100.86,7.5412,101.51,1.0464
2006-12-06,111.8946,8.5199,126.06,1.0956
2006-12-07,96.4886,6.4889,121.95,0.8732
2006-12-08,100.1059,5.6572,122.21,1.0461
2006-12-11,89.9853,7.219,111.73,0.9835
2006-12-12,94.4214,8.2839,106.26,0.9539
2006-12-13,88.1876,5.5913,136.56,1.1309
2006-12-14,117.6099,5.9161,95.21,0.9658
2006-12-15,103.704,4.2256,91.37,0.9673
2006-12-18,102.7981,6.6312,120.72,0.932
2006-12-19,85.9081,6.6988,85.93,0.9004
2006-12-20,97.0354,6.9598,120.0,1.1238
2006-12-21,89.0197,4.8278,120.41,1.1952
2006-12-22,88.9791,8.1961,75.05,0.9136
2006-12-25,82.3515,6.624,108.91,1.0174
2006-12-26,89.3595,7.3509,104.17,1.2531
2006-12-27,122.0986,8.33,111.46,1.2468
2006-12-28,89.8154,7.4801,85.44,1.098
2006-12-29,102.6821,7.0058,104.03,1.1038
2007-01-01,105.4138,9.1439,107.03,1.1049
2007-01-02,100.5455,6.0879,111.55,1.2134
2007-01-03,103.4791,6.0184,98.68,1.057
2007-01-04,85.9683,7.1931,131.59,1.1118
2007-01-05,111.3426,7.5354,100.84,1.0631
2007-01-08,116.8911,7.2346,122.11,1.2536
2007-01-09,96.3051,5.1937,118.87,1.0192
2007-01-10,88.8834,4.5023,109.97,0.8646
2007-01-11,87.5851,5.847,105.32,1.2798
2007-01-12,82.5839,6.2856,127.1,1.1608
2007-01-15,101.9367,9.6443,93.65,0.9579
2007-01-16,104.2648,8.3676,126.41,1.2645
2007-01-17,112.8255,7.6087,138.0,1.0076
2007-01-18,82.8424,5.7313,118.16,0.9615
2007-01-19,104.3395,6.4387,139.46,0.8653
2007-01-22,102.7091,4.2057,105.18,1.138
2007-01-23,93.2143,3.9136,97.35,1.0505
2007-01-24,87.0429,5.0463,87.76,1.1698
2007-01-25,98.7209,9.0213,114.44,0.9015
2007-01-26,117.8713,5.0381,73.84,1.3371
2007-01-29,83.0056,7.9679,82.96,1.0989
2007-01-30,89.8117,5.7547,139.04,1.1931
2007-01-31,90.4499,8.1647,93.89,1.145
2007-02-01,94.2696,6.6526,117.51,1.0244
2007-02-02,106.6398,6.0648,89.94,0.9749
2007-02-05,90.912,6.7546,132.69,0.8352
2007-02-06,72.917,7.995,118.41,1.0839
2007-02-07,83.0091,8.0596,93.96,1.0572
2007-02-08,82.8325,7.5855,146.76,1.1649
2007-02-09,98.1783,9.3812,117.84,1.0965
2007-02-12,97.136,4.3149,136.75,0.8706
2007-02-13,84.1224,6.0808,120.63,1.3342
2007-02-14,102.7811,9.652,98.3,1.2179
2007-02-15,77.2532,5.9973,97.37,1.1172
2007-02-16,93.6329,6.8047,72.29,1.1693
2007-02-19,108.5664,6.866,141.68,0.9254
2007-02-20,79.7647,7.2337,93.45,1.0275
2007-02-21,101.4832,6.445,124.47,1.1652
2007-02-22,105.8143,7.5493,114.1,0.8088
2007-02-23,90.8777,8.549,119.66,0.8454
2007-02-26,97.0588,6.0126,95.34,1.2738
2007-02-27,80.5817,8.5456,113.23,1.0315
2007-02-28,98.8163,6.0484,80.09,0.9638
2007-03-01,83.4017,9.3083,126.81,1.1382
2007-03-02,89.8169,7.7381,122.99,0.9048
2007-03-05,99.6257,6.7655,141.26,1.1666
2007-03-06,91.5911,7.435,146.15,1.2291
2007-03-07,84.3535,7.1589,119.38,1.0883
2007-03-08,94.9412,8.8734,102.19,1.0316
2007-03-09,92.5775,5.1131,87.45,1.0124
2007-03-12,87.2076,7.6557,130.09,0.8349
2007-03-13,75.4318,8.5699,109.28,0.9196
2007-03-14,93.1803,6.3977,135.03,1.3513
2007-03-15,104.0135,7.6336,146.68,1.0498
2007-03-16,88.9996,6.3182,92.7,0.8058
2007-03-19,89.6006,7.5505,90.87,1.292
2007-03-20,90.3597,9.6684,136.05,1.0918
2007-03-21,99.1994,6.1117,98.54,1.0469
2007-03-22,80.0073,3.56,108.69,0.7754
2007-03-23,102.6953,6.4631,150.13,1.0238
2007-03-26,115.6182,4.5437,109.74,1.1506
2007-03-27,99.8713,4.2253,110.95,1.0777
2007-03-28,95.7514,6.0681,89.07,1.1392
2007-03-29,99.5494,7.1202,96.42,1.2424
2007-03-30,99.9804,6.4794,107.39,1.1972
2007-04-02,91.7803,4.073,131.21,1.3136
2007-04-03,93.8896,7.8971,96.16,1.1305
2007-04-04,93.1222,7.1885,105.03,1.1024
2007-04-05,100.4625,3.2405,85.2,1.2075
2007-04-06,113.9304,8.1501,96.88,1.2376
2007-04-09,96.5496,5.3249,113.11,1.0101
2007-04-10,115.421,7.008,81.95,1.2021
2007-04-11,86.552,5.9008,121.3,1.2733
2007-04-12,102.7062,6.0458,105.38,0.9841
2007-04-13,88.1213,6.5281,140.28,1.16
2007-04-16,96.5245,6.4197,97.18,1.1992
2007-04-17,94.3347,7.6616,92.42,0.682
2007-04-18,76.3632,7.2913,95.57,1.1716
2007-04-19,92.8282,5.6072,132.37,0.8443
2007-04-20,99.2447,7.6469,107.67,0.8892
2007-04-23,98.2643,8.3532,105.34,1.0572
2007-04-24,80.5786,6.9354,80.87,1.2956
2007-04-25,80.9167,8.0516,91.42,1.2082
2007-04-26,101.3672,5.3651,112.28,1.3203
2007-04-27,85.1487,8.9128,105.8,0.9326
2007-04-30,115.6829,6.8743,149.87,0.9461
2007-05-01,98.3621,6.7637,96.67,0.8532
2007-05-02,98.5893,5.5173,98.76,0.9008
2007-05-03,93.5157,8.7162,109.32,1.0443
2007-05-04,87.4532,6.7887,107.63,1.12
2007-05-07,97.9976,9.2459,84.43,1.034
2007-05-08,93.0609,5.7854,98.45,1.0774
2007-05-09,110.3,7.6035,96.07,1.1259
2007-05-10,96.9111,6.0031,123.29,1.4108
2007-05-11,97.7692,6.3969,115.65,1.1851
2007-05-14,105.9516,7.0365,91.84,0.8954
2007-05-15,105.1183,7.336,109.05,0.9472
2007-05-16,75.0975,6.0113,106.58,1.0933
2007-05-17,114.9686,4.6281,117.71,0.9321
2007-05-18,80.0979,6.7825,140.36,0.9911
2007-05-21,85.2034,5.3957,102.58,1.1866
2007-05-22,92.3642,9.2021,130.38,1.2634
2007-05-23,87.3722,7.3379,106.72,0.992
2007-05-24,113.4784,8.0355,115.88,1.0019
2007-05-25,95.6753,6.4482,105.0,1.0228
2007-05-28,84.038,6.8119,112.23,1.0022
2007-05-29,91.5692,10.0899,86.43,1.1997
2007-05-30,87.3871,6.5705,129.16,1.2686
2007-05-31,88.5381,6.0227,99.67,1.3427
2007-06-01,99.2407,4.3098,105.94,1.1948
2007-06-04,100.7342,8.3016,133.63,1.2114
2007-06-05,93.7789,8.9264,129.21,0.9584
2007-06-06,82.1792,6.6505,109.52,1.1786
2007-06-07,89.0135,8.0003,119.31,1.0595
2007-06-08,104.5823,7.9811,131.44,1.1941
2007-06-11,100.6807,4.876,136.03,1.2251
2007-06-12,92.2194,8.8963,135.15,1.344
2007-06-13,102.944,6.8202,143.23,1.321
2007-06-14,76.7337,8.6706,108.81,1.026
2007-06-15,88.4458,8.4041,87.06,1.2764
2007-06-18,95.7246,6.457,86.09,1.0585
2007-06-19,98.4409,10.0345,107.14,1.0531
2007-06-20,105.9125,6.7624,136.53,1.079
2007-06-21,96.2199,5.4561,87.97,0.7959
2007-06-22,98.3682,9.4041,111.96,1.1187
2007-06-25,96.9413,6.9908,139.2,1.2155
2007-06-26,84.7687,5.5886,107.79,0.9136
2007-06-27,93.5235,4.2508,101.61,0.9443
2007-06-28,109.6714,8.5126,99.2,1.0332
2007-06-29,102.5913,6.1875,95.03,1.3978
2007-07-02,92.3269,6.6677,120.46,0.9846
2007-07-03,95.5534,7.6452,81.46,1.204
2007-07-04,112.6548,9.2776,107.99,1.0761
2007-07-05,111.2476,3.4986,104.1,0.9801
2007-07-06,114.1997,5.8397,106.47,1.1226
2007-07-09,108.3835,6.6165,117.94,1.3296
2007-07-10,94.1191,6.6127,121.27,1.0751
2007-07-11,93.5881,6.0395,102.5,1.1765
2007-07-12,79.422,8.311,140.53,1.2946
2007-07-13,108.3417,6.2934,96.53,1.2689
2007-07-16,107.8087,7.5713,93.95,1.1713
2007-07-17,117.8376,7.6586,132.78,1.1769
2007-07-18,87.898,5.184,98.85,1.4291
2007-07-19,112.8623,8.532,122.46,1.1822
2007-07-20,101.1944,7.1214,126.02,1.3336
2007-07-23,97.1097,7.4993,115.93,1.0986
2007-07-24,98.4417,7.169,106.74,0.9534
2007-07-25,84.366,4.638,117.62,1.2812
2007-07-26,95.1173,6.2607,62.15,1.002
2007-07-27,85.9609,9.5021,146.48,1.058
2007-07-30,91.0255,6.9127,95.99,1.0155
2007-07-31,98.0172,5.7605,89.81,1.0308
2007-08-01,91.1269,4.1625,141.65,1.0339
2007-08-02,103.0016,7.0571,128.68,1.0465
2007-08-03,88.9389,7.0034,92.34,0.9793
2007-08-06,90.4277,6.27,120.49,1.149
2007-08-07,90.1975,7.3675,155.69,0.8814
2007-08-08,97.9788,5.2708,118.47,1.2682
2007-08-09,98.5196,4.1477,100.12,1.2245
2007-08-10,105.9561,5.834,113.17,1.0337
2007-08-13,92.9127,6.4011,113.43,1.3565
2007-08-14,89.3958,8.9416,95.67,1.2771
2007-08-15,98.9397,4.5219,85.43,1.0007
2007-08-16,113.9895,6.7528,142.24,1.2247
2007-08-17,104.9324,10.5108,146.95,1.2507
2007-08-20,77.4417,8.7535,113.37,1.2285
2007-08-21,97.2643,7.3565,91.1,1.1235
2007-08-22,92.2135,6.7669,109.29,1.1151
2007-08-23,94.282,7.3558,135.34,1.1619
2007-08-24,104.4987,8.0357,96.27,1.1358
2007-08-27,96.7728,8.0813,138.56,1.2822
2007-08-28,95.2802,6.7713,133.17,0.9985
2007-08-29,80.3283,4.4147,126.5,0.7951
2007-08-30,95.1912,4.095,111.67,0.6011
2007-08-31,88.8428,4.4545,110.31,1.2284
2007-09-03,98.7053,7.5295,132.72,1.0824
2007-09-04,106.9835,5.6896,103.07,1.2068
2007-09-05,87.559,7.1534,119.78,0.992
2007-09-06,93.9961,5.3757,131.25,1.0053
2007-09-07,102.3249,7.8695,127.68,1.0813
2007-09-10,80.0014,6.8295,144.51,1.351
2007-09-11,89.2175,5.5758,105.31,1.0982
2007-09-12,81.7709,4.8482,123.84,1.2865
2007-09-13,90.0375,8.538,149.27,1.0937
2007-09-14,95.1891,4.3764,98.93,0.8712
2007-09-17,92.7648,8.6531,90.48,1.0919
2007-09-18,110.3971,5.9883,111.65,1.3737
2007-09-19,104.0223,7.4285,133.19,0.9997
2007-09-20,98.0617,6.7481,102.67,0.9405
2007-09-21,107.3857,6.2851,114.86,1.1134
2007-09-24,115.2991,6.0698,94.94,1.231
2007-09-25,92.5406,7.5597,109.17,0.9051
2007-09-26,94.5102,6.7342,89.33,1.2424
2007-09-27,99.6671,7.1383,100.99,1.0935
2007-09-28,106.8468,7.6888,70.89,1.059
2007-10-01,76.2143,7.7684,124.18,0.9585
2007-10-02,95.6898,7.9385,79.83,1.4602
2007-10-03,123.0874,6.3665,127.46,0.9963
2007-10-04,96.6971,4.7887,108.45,1.4147
2007-10-05,115.6307,5.9262,132.55,1.0821
2007-10-08,121.1667,8.6692,106.9,1.3028
2007-10-09,104.2242,5.197,119.72,1.0396
2007-10-10,119.5667,7.3177,142.05,1.2634
2007-10-11,97.0244,8.0891,107.66,1.0728
2007-10-12,79.0379,6.8797,83.29,1.0866
2007-10-15,91.7957,7.7813,78.06,0.93
2007-10-16,111.3611,9.1506,117.58,1.0593
2007-10-17,123.5193,8.349,115.02,0.9971
2007-10-18,102.6185,9.6476,130.76,1.3408
2007-10-19,80.3897,7.7333,133.36,1.1567
2007-10-22,96.7211,6.4312,59.83,1.1535
2007-10-23,76.624,6.6667,94.98,1.0554
2007-10-24,97.5407,4.8835,112.89,1.1276
2007-10-25,113.0077,5.2772,133.97,1.3586
2007-10-26,87.4172,8.0834,85.76,1.2133
2007-10-29,87.8224,7.3535,121.65,0.8842
2007-10-30,91.9256,7.1904,106.44,1.0486
2007-10-31,93.1278,7.3468,110.09,1.1121
2007-11-01,102.5985,6.6145,103.52,1.099
2007-11-02,100.1913,5.545,132.92,0.8848
2007-11-05,104.2617,8.6457,107.12,1.0921
2007-11-06,86.5391,6.2881,130.08,1.0063
2007-11-07,108.7923,5.881,151.83,1.0512
2007-11-08,103.286,6.5322,120.24,1.2327
2007-11-09,87.8122,7.4186,114.07,1.0995
2007-11-12,91.3451,8.6891,114.23,1.2023
2007-11-13,90.1371,5.9651,78.76,1.2677
2007-11-14,79.2692,7.1919,108.71,0.9674
2007-11-15,116.2291,8.455,101.23,1.1715
2007-11-16,103.0094,6.481,108.92,1.1023
2007-11-19,97.3395,9.4944,88.58,0.7993
2007-11-20,108.2972,6.8891,119.72,0.9628
2007-11-21,95.0753,7.2667,136.21,1.276
2007-11-22,95.0958,5.5394,123.64,0.7783
2007-11-23,109.913,8.6183,137.22,1.1507
2007-11-26,86.2819,8.2204,116.09,0.9721
2007-11-27,87.7917,7.166,76.22,0.9241
2007-11-28,79.5613,5.9308,129.63,1.1842
2007-11-29,89.5787,7.3723,130.51,1.1578
2007-11-30,107.0912,6.9285,106.82,1.0574
2007-12-03,91.242,5.8979,132.63,1.1195
2007-12-04,112.0296,7.7163,135.01,1.0885
2007-12-05,91.1629,5.1708,104.01,0.947
2007-12-06,98.6865,3.6302,76.82,0.962
2007-12-07,85.5683,9.5019,104.86,1.0123
2007-12-10,103.76,7.408,83.24,1.1346
2007-12-11,116.9524,5.0984,106.11,1.0313
2007-12-12,93.4283,6.2712,80.6,1.0837
2007-12-13,80.2198,8.0288,92.7,1.1135
2007-12-14,95.406,6.3076,115.11,0.9398
2007-12-17,103.6445,7.8078,113.77,1.0131
2007-12-18,87.9026,3.6832,103.62,1.24
2007-12-19,115.9924,6.8574,129.88,1.1698
2007-12-20,83.2378,6.9131,100.48,1.1392
2007-12-21,102.1927,5.1869,119.43,1.2344
2007-12-24,110.8501,8.7422,119.82,1.0651
2007-12-25,99.3174,8.5561,127.24,1.1282
2007-12-26,109.3603,6.1488,100.44,1.2658
2007-12-27,101.2944,5.1857,139.79,1.1293
2007-12-28,92.0817,5.1768,125.7,0.8253
2007-12-31,91.4849,9.0159,128.0,1.2547
2008-01-01,114.904,6.2011,90.9,1.1218
2008-01-02,78.2478,5.3755,93.49,1.0724
2008-01-03,98.6463,4.493,98.05,0.9183
2008-01-04,88.0249,9.8526,109.5,0.9544
2008-01-07,91.6147,9.4386,99.66,1.206
2008-01-08,104.7418,6.6795,106.96,1.0888
2008-01-09,87.2164,7.1828,138.4,1.2529
2008-01-10,80.1542,8.8313,123.42,1.057
2008-01-11,108.2539,7.74,109.04,1.0852
2008-01-14,108.8695,4.8548,123.47,1.1765
2008-01-15,96.3377,7.2957,92.48,1.3189
2008-01-16,86.754,5.9842,93.56,1.1798
2008-01-17,85.6498,7.5381,108.25,1.1606
2008-01-18,99.1026,7.2976,133.33,1.0014
2008-01-21,100.1967,6.5265,125.47,1.1605
2008-01-22,100.7366,5.3065,125.87,1.2749
2008-01-23,102.4888,8.4949,158.62,1.0525
2008-01-24,95.5888,7.7301,106.6,1.0826
2008-01-25,101.8959,5.2596,98.65,1.2007
2008-01-28,95.2963,7.2774,121.3,0.9306
2008-01-29,99.4061,6.0719,117.8,1.0534
2008-01-30,93.2799,6.9848,96.24,1.05
2008-01-31,98.5966,6.4905,64.41,1.1492
2008-02-01,86.0516,7.6207,134.27,0.9592
2008-02-04,93.3376,8.0834,117.07,1.144
2008-02-05,83.8305,5.5992,118.79,1.0603
2008-02-06,101.287,6.9728,95.79,1.1058
2008-02-07,89.4239,6.6996,111.41,1.2123
2008-02-08,88.5185,6.2964,101.58,1.1701
2008-02-11,88.8534,6.5865,119.88,1.0028
2008-02-12,86.7443,6.1775,132.6,1.2014
2008-02-13,85.5783,9.1771,112.97,1.0334
2008-02-14,101.2747,6.2357,104.1,1.1135
2008-02-15,100.4958,7.3306,127.0,1.006
2008-02-18,104.5042,7.0186,141.17,0.9713
2008-02-19,89.1903,7.9539,133.34,1.0378
2008-02-20,97.9463,6.9588,141.94,0.9973
2008-02-21,75.414,5.6137,139.99,1.0249
2008-02-22,104.3199,6.1196,92.46,1.1845
2008-02-25,84.9875,5.9982,114.1,1.1623
2008-02-26,108.1814,7.8216,123.81,1.2501
2008-02-27,102.4497,6.6851,79.35,0.9765
2008-02-28,116.6621,7.3931,72.33,1.1122
2008-02-29,100.5616,7.0881,104.9,1.1261
2008-03-03,88.7599,5.8221,107.66,0.9865
2008-03-04,117.5771,10.4497,85.57,1.0943
2008-03-05,108.6867,7.8219,98.87,1.0553
2008-03-06,107.2512,8.4348,112.78,1.0622
2008-03-07,113.7372,6.1688,114.61,0.9449
2008-03-10,95.3244,7.6794,120.52,1.2605
2008-03-11,72.0241,6.8801,126.33,0.9733
2008-03-12,93.6178,4.1082,107.93,1.1612
2008-03-13,89.8681,7.632,103.7,1.1543
2008-03-14,102.2591,5.8231,135.08,1.2123
2008-03-17,91.7731,6.1043,130.57,1.0066
2008-03-18,101.587,9.3666,125.48,1.3233
2008-03-19,87.1502,7.2705,140.67,1.0974
2008-03-20,107.3007,6.7119,114.65,1.1758
2008-03-21,102.211,6.9401,118.39,0.9419
2008-03-24,88.5935,6.445,130.92,1.0691
2008-03-25,109.7979,6.1325,95.21,0.9287
2008-03-26,111.4962,7.9059,125.04,1.0796
2008-03-27,102.0647,7.743,76.88,0.952
2008-03-28,89.9316,7.7499,86.67,1.0792
2008-03-31,99.5344,3.353,129.98,1.2465
2008-04-01,96.984,6.7099,127.37,1.203
2008-04-02,91.4162,8.0538,132.79,1.1255
2008-04-03,95.1455,3.4258,152.0,1.2104
2008-04-04,94.3476,8.2854,103.3,1.1793
2008-04-07,81.5655,7.322,127.71,0.9806
2008-04-08,95.2493,6.8127,147.92,0.9043
2008-04-09,84.8922,7.4706,135.68,1.2349
2008-04-10,95.4098,6.7804,135.13,1.1281
2008-04-11,93.6393,8.7932,108.87,1.0685
2008-04-14,104.2713,7.2422,108.31,1.2871
2008-04-15,90.7218,8.7286,112.47,1.0055
2008-04-16,97.1491,7.1287,132.69,1.007
2008-04-17,80.8621,3.4889,140.39,1.0927
2008-04-18,107.5075,6.1145,149.04,1.0393
2008-04-21,117.6972,6.7793,93.4,1.1454
2008-04-22,94.507,5.3747,104.14,0.8976
2008-04-23,101.0209,5.6495,96.76,0.9627
2008-04-24,102.7705,4.3166,135.15,1.3581
2008-04-25,94.0978,8.8438,103.5,0.9477
2008-04-28,104.9603,8.3517,114.13,1.2538
2008-04-29,90.3825,7.9637,102.39,1.2535
2008-04-30,94.6598,5.1025,119.29,1.2859
2008-05-01,95.044,4.9415,133.75,1.0474
2008-05-02,89.607,4.4333,113.47,0.8529
2008-05-05,81.5577,10.6898,110.77,1.0447
2008-05-06,105.9808,8.7914,113.37,0.9949
2008-05-07,96.9206,9.1762,123.59,1.0104
2008-05-08,88.0589,6.3779,123.63,1.1751
2008-05-09,84.0223,8.35,98.87,0.9128
2008-05-12,94.2921,6.8651,105.32,0.8675
2008-05-13,85.655,5.7829,121.94,0.9075
2008-05-14,101.0213,5.163,118.67,0.7757
2008-05-15,96.0459,5.8981,110.63,1.0197
2008-05-16,99.8424,7.4359,82.53,1.2377
2008-05-19,106.2396,9.0519,117.71,1.0275
2008-05-20,97.6227,5.395,119.19,1.2962
2008-05-21,101.8359,6.5909,120.23,0.9144
2008-05-22,107.5516,6.497,86.49,0.7205
