date,HKHSI,SH000001,SPX,IXIC,DJI
2022-09-02,17522.02,3405.5,4413.73,13721.61,37750.95
2022-09-05,14896.95,3714.61,5090.73,13380.01,35185.58
2022-09-06,18453.98,2607.41,4535.71,13749.15,29423.18
2022-09-07,22760.97,3704.92,4323.49,15704.65,38612.01
2022-09-08,26751.62,3238.33,4370.48,12620.65,36362.87
2022-09-09,20212.08,3012.15,5040.98,15942.18,33176.51
2022-09-12,18827.55,3682.92,4698.93,11876.6,39032.83
2022-09-13,29152.4,2450.3,4870.33,13008.91,41356.12
2022-09-14,19670.35,2882.82,4325.78,12123.7,29876.26
2022-09-15,17777.19,2555.86,4070.59,14331.24,36138.18
2022-09-16,20766.11,2469.87,3694.46,15944.43,44289.07
2022-09-19,21755.86,3280.55,4267.4,12319.63,37261.37
2022-09-20,18032.3,3278.77,5170.78,13647.03,37496.36
2022-09-21,19187.32,4050.68,4313.57,13347.84,40659.9
2022-09-22,23090.57,2720.45,4409.02,13695.69,35986.57
2022-09-23,23679.18,2533.84,4197.94,12725.18,38189.62
2022-09-26,19973.07,3224.66,4513.07,12952.68,32597.97
2022-09-27,20618.76,3481.34,5074.27,14705.25,31342.74
2022-09-28,22129.07,2952.45,4633.69,15435.94,38456.66
2022-09-29,18833.85,2640.15,4567.43,13289.7,33662.4
2022-09-30,18523.36,3934.64,4382.55,14262.53,36009.03
2022-10-03,14927.4,3026.63,4421.33,12996.82,32421.61
2022-10-04,22898.68,2597.95,4232.57,14522.31,35312.43
2022-10-05,24320.81,4034.9,4319.36,15673.25,36760.62
2022-10-06,21837.08,3249.33,3920.71,9408.11,30808.66
2022-10-07,18117.63,3484.6,4547.59,13075.88,38302.78
2022-10-10,22576.49,4278.41,4926.33,12753.74,35220.33
2022-10-11,19690.77,2990.13,4519.96,11603.09,35235.17
2022-10-12,20272.73,3140.53,5207.88,13217.73,40613.17
2022-10-13,19544.14,2806.16,3489.57,14186.01,44734.42
2022-10-14,22664.32,3177.92,4361.3,11446.22,32464.18
2022-10-17,22290.11,4338.85,4244.86,11701.56,37637.88
2022-10-18,24777.83,3114.12,4735.56,14412.8,34939.89
2022-10-19,21047.58,3113.65,4109.03,16488.74,42703.75
2022-10-20,20132.97,3281.19,4583.43,15110.35,40909.22
2022-10-21,22291.44,3128.75,4411.66,16762.88,36907.03
2022-10-24,23206.04,3521.0,4286.43,14789.24,35871.0
2022-10-25,23910.46,2785.58,4142.9,12984.98,37534.64
2022-10-26,16550.84,3520.83,5185.82,14279.94,35866.36
2022-10-27,19320.86,2839.95,4482.42,14634.12,34410.52
2022-10-28,20325.08,3467.24,4424.22,13063.43,34530.06
2022-10-31,19226.08,4013.05,3566.62,14227.82,38142.01
2022-11-01,21663.19,3188.81,4612.56,16296.16,39593.64
2022-11-02,17977.49,2906.44,5089.31,14148.47,29747.4
2022-11-03,18929.47,2337.17,4961.54,16120.46,31008.3
2022-11-04,21074.96,2942.32,5278.47,9699.79,33914.98
2022-11-07,23356.95,3340.33,4367.12,13520.25,38781.58
2022-11-08,17859.66,2790.15,5661.29,15666.45,36950.47
2022-11-09,23469.42,3198.09,4970.54,14931.42,33519.11
2022-11-10,21608.77,3698.3,4561.24,16670.88,36679.57
2022-11-11,20885.05,2594.47,3934.11,14899.08,27968.04
2022-11-14,19936.49,3442.86,4434.27,17423.3,29402.62
2022-11-15,22775.03,3307.8,5024.4,12908.54,37099.62
2022-11-16,19059.78,2908.09,4991.25,13996.73,36258.22
2022-11-17,21135.79,3579.42,5108.12,16589.31,35473.25
2022-11-18,21491.64,3145.14,4263.94,12138.86,32271.16
2022-11-21,20039.38,3352.39,4597.39,11967.16,30580.55
2022-11-22,20150.05,3332.26,4484.83,16622.98,31543.52
2022-11-23,17488.45,2813.59,4561.49,17266.85,34173.66
2022-11-24,21280.84,2980.6,4163.55,10117.14,33250.83
2022-11-25,20310.86,3527.18,4455.33,16059.14,35912.28
2022-11-28,19762.33,2509.91,4490.89,13059.59,36933.18
2022-11-29,25335.3,2774.52,5387.93,14260.91,36524.82
2022-11-30,23283.39,3040.73,4229.89,17090.02,40399.11
2022-12-01,21556.02,2693.92,4562.66,15810.24,35668.82
2022-12-02,22476.73,3738.55,4762.07,18388.99,45772.08
2022-12-05,22123.99,2919.49,4403.69,12552.83,33330.01
2022-12-06,19207.24,3513.57,5323.46,18770.99,39166.41
2022-12-07,15866.89,3321.91,4130.87,15739.65,37689.81
2022-12-08,17476.98,3565.63,4764.55,17234.69,36616.37
2022-12-09,21318.65,2903.15,4939.96,16118.1,42996.61
2022-12-12,19553.47,2793.05,3660.95,16556.6,43322.07
2022-12-13,20130.37,3059.48,4785.44,15364.75,35287.22
2022-12-14,17388.71,3656.77,5296.9,13441.19,33970.01
2022-12-15,17651.2,2388.8,4153.75,12968.37,35224.49
2022-12-16,20056.95,3784.28,4375.84,14085.55,26740.81
2022-12-19,20535.81,3104.78,3552.51,11962.41,34614.2
2022-12-20,26867.21,2467.87,4627.22,14382.39,29784.58
2022-12-21,19993.4,3239.99,4721.82,14498.92,34045.38
2022-12-22,20206.85,3502.94,4497.1,13322.01,36855.84
2022-12-23,17717.15,3074.15,4591.53,15521.85,31056.23
2022-12-26,17806.63,3440.43,5078.05,13715.87,30104.34
2022-12-27,23032.23,3426.5,4734.25,13290.52,36629.38
2022-12-28,16283.5,2806.64,5007.1,14768.9,35603.21
2022-12-29,22070.5,2254.99,4425.57,17023.77,39730.66
2022-12-30,17482.09,2587.22,4308.61,13470.17,42698.53
2023-01-02,23470.81,2633.33,4146.8,16986.51,35665.66
2023-01-03,15164.02,3334.8,5132.77,9090.95,33727.13
2023-01-04,15156.65,3652.87,4089.04,9203.05,24588.49
2023-01-05,15570.62,2532.03,3824.69,14118.12,31738.91
2023-01-06,20785.86,3365.31,4544.25,14304.33,35824.74
2023-01-09,20929.5,2983.98,3929.91,15263.12,38249.95
2023-01-10,19944.76,3177.44,4662.86,10520.46,34145.15
2023-01-11,17882.24,3511.77,5324.72,10370.64,23032.3
2023-01-12,14579.51,4014.82,5082.56,16610.15,28757.1
2023-01-13,24146.48,3196.97,4315.92,12607.45,30353.07
2023-01-16,22448.71,3331.94,4427.66,16011.04,34948.64
2023-01-17,24696.49,3239.62,4289.2,10853.31,32666.11
2023-01-18,25166.12,2985.63,5472.83,13777.1,36434.67
2023-01-19,23956.8,3297.44,4628.72,15208.24,33271.26
2023-01-20,16702.07,2828.61,3960.81,11916.16,32778.01
2023-01-23,21189.6,2964.73,4110.64,11226.2,38699.06
2023-01-24,16461.51,3301.71,4204.79,12652.73,34303.35
2023-01-25,24816.4,3404.24,4892.88,11304.71,41704.63
2023-01-26,16079.91,3784.66,3376.51,15705.66,30089.81
2023-01-27,17488.2,3214.38,4326.67,11389.94,36505.27
2023-01-30,16068.21,2851.83,4580.21,13229.36,36755.82
2023-01-31,22569.12,2903.96,4169.7,15547.56,38020.52
2023-02-01,27625.7,3256.34,4203.76,13079.08,36562.32
2023-02-02,22248.93,3259.64,4310.36,15315.92,38739.5
2023-02-03,24834.33,3200.0,4330.5,15764.77,29362.77
2023-02-06,22690.69,2954.31,4636.26,12718.7,38324.63
2023-02-07,21511.32,3213.67,4698.73,11865.91,31571.18
2023-02-08,15467.01,2612.73,5380.38,14245.15,36823.6
2023-02-09,24146.75,3368.79,4338.59,14258.44,35698.53
2023-02-10,19027.71,3481.59,4455.49,12028.94,32234.57
2023-02-13,20152.19,3488.73,5207.63,11921.39,37878.5
2023-02-14,21933.59,2394.74,4545.14,12835.45,35658.66
2023-02-15,19653.33,2987.19,4608.38,13610.9,35085.71
2023-02-16,20316.35,3885.03,4158.61,11077.15,42217.89
2023-02-17,16129.86,3215.22,5293.43,12024.53,32019.18
2023-02-20,25231.1,2794.3,4897.94,12398.42,34874.9
2023-02-21,23451.73,3201.12,3835.35,14108.09,35252.33
2023-02-22,20759.71,2795.35,4998.52,12444.2,37070.42
2023-02-23,18134.06,3871.92,4473.72,15133.62,34060.77
2023-02-24,18561.95,2366.41,4889.19,12101.28,34381.96
2023-02-27,20921.27,3540.92,4064.92,14117.04,42147.23
2023-02-28,21946.0,2957.2,4248.94,11020.33,36923.86
2023-03-01,16798.1,2627.6,4809.58,12685.73,33716.56
2023-03-02,15137.05,2918.88,5197.23,12297.4,29790.21
2023-03-03,19775.27,3628.47,4574.95,11000.55,36284.53
2023-03-06,21372.56,2494.79,4243.29,12132.22,26584.61
2023-03-07,16965.72,2970.63,4479.83,14615.17,43104.17
2023-03-08,18731.19,2641.58,4085.57,17583.95,31078.35
2023-03-09,20714.89,3296.55,5487.61,13091.89,38119.55
2023-03-10,18312.73,3119.4,4380.03,14266.58,39715.73
2023-03-13,21885.91,3022.4,4019.99,13284.72,38844.11
2023-03-14,18532.11,3244.27,4833.95,13352.37,34667.44
2023-03-15,18802.02,3005.11,2861.03,15730.88,36326.27
2023-03-16,19215.58,3241.64,4593.07,14751.2,36731.57
2023-03-17,18660.67,3448.26,5557.03,12456.98,40375.42
2023-03-20,19190.73,3217.38,4543.49,13166.9,31990.19
2023-03-21,15878.94,3067.26,4534.75,15171.33,33919.04
2023-03-22,21479.57,3326.14,4863.8,15831.02,32979.73
2023-03-23,17673.46,3319.5,4804.4,13409.76,33318.57
2023-03-24,24028.19,3548.35,4068.33,10454.73,40520.26
2023-03-27,17674.77,3852.48,4067.54,15813.81,36404.2
2023-03-28,22903.78,3381.92,4617.74,16210.22,35536.45
2023-03-29,20813.35,3398.19,5105.96,12895.43,34427.97
2023-03-30,20320.77,3083.03,4070.08,12814.2,38885.3
2023-03-31,17588.68,3132.84,4632.31,13840.61,40440.75
2023-04-03,16170.86,2406.28,5222.27,13112.64,36072.13
2023-04-04,19581.57,2901.92,4676.52,14488.41,30754.19
2023-04-05,22355.09,3096.19,4518.29,14720.33,35162.63
2023-04-06,20635.28,3095.75,4060.29,14391.48,36432.39
2023-04-07,22914.06,3060.2,4704.1,13751.24,28885.79
2023-04-10,19855.1,2283.46,4235.61,13708.38,45296.22
2023-04-11,17695.48,2923.79,4207.93,15583.93,32749.52
2023-04-12,18516.5,2850.97,4801.53,13699.2,25944.44
2023-04-13,22759.93,2999.51,5639.63,12729.83,33057.62
2023-04-14,15515.98,3640.32,3705.97,14240.11,36073.2
2023-04-17,17240.56,3359.83,4691.74,10866.82,31967.82
2023-04-18,17968.5,3063.24,5042.6,14656.06,24810.84
2023-04-19,19495.43,3445.08,3827.95,17123.5,33252.18
2023-04-20,17156.4,3292.61,4709.59,15512.1,37516.82
2023-04-21,23725.89,2857.59,5131.93,15951.4,27542.48
2023-04-24,20374.12,3528.6,4219.7,13147.02,33609.12
2023-04-25,21859.86,3384.97,4473.26,14978.85,35154.95
2023-04-26,17219.41,2239.28,5089.86,13454.7,42328.55
2023-04-27,20713.53,3620.5,4552.91,11693.44,33648.07
2023-04-28,19206.79,2695.22,4408.51,14601.16,39576.98
2023-05-01,20742.56,3291.38,3648.39,16564.34,35286.93
2023-05-02,17887.44,3162.3,4298.67,13244.06,36178.89
2023-05-03,19296.31,3554.46,4013.96,15889.05,39831.33
2023-05-04,19919.42,3441.27,4938.95,13913.31,28866.76
2023-05-05,22053.37,2650.64,4475.99,11487.83,32611.63
2023-05-08,18125.82,3127.46,4527.28,15254.13,39627.38
2023-05-09,19313.17,2917.95,4473.38,14986.87,37710.51
2023-05-10,18189.58,2564.11,4738.03,13939.47,36641.38
2023-05-11,22182.33,3222.96,4273.0,16485.88,39171.09
2023-05-12,19155.15,2796.81,4736.38,13347.71,33082.66
2023-05-15,16413.0,3578.03,3989.97,15720.84,31525.55
2023-05-16,20455.25,2887.25,3935.35,12502.42,31029.31
2023-05-17,18695.82,2798.81,4217.17,14090.55,39503.36
2023-05-18,24524.85,2918.81,4552.07,16206.47,41723.26
2023-05-19,20706.52,3116.53,3812.97,17415.2,33758.3
2023-05-22,19018.88,2603.22,5304.01,13848.41,39826.55
2023-05-23,17610.49,3190.38,4253.22,14898.84,28965.78
2023-05-24,18802.0,3188.97,5297.15,14351.79,34188.36
2023-05-25,18928.11,3492.61,5259.41,15653.29,25860.56
2023-05-26,17451.0,2632.28,5069.87,13737.01,36787.73
2023-05-29,19581.27,3125.64,4006.92,15875.66,37256.29
2023-05-30,28398.0,2621.62,3683.93,14221.76,33257.47
2023-05-31,20306.47,3102.28,4530.31,12937.96,33860.25
2023-06-01,21207.62,3441.09,4518.08,9591.95,36416.76
2023-06-02,18896.04,3471.32,4772.45,16110.46,34948.72
2023-06-05,21218.85,3432.55,4054.86,13497.29,32940.33
2023-06-06,21695.78,3385.2,4289.06,13657.26,39589.37
2023-06-07,17770.94,2596.54,5070.91,11587.12,36175.92
2023-06-08,17821.38,3632.06,4567.82,16596.89,35429.76
2023-06-09,22397.3,2925.99,4966.65,16414.07,39548.81
2023-06-12,22239.01,3523.0,4775.81,15188.69,38052.69
2023-06-13,20369.05,3756.94,4483.74,15485.06,32739.49
2023-06-14,20651.37,3654.15,3991.63,17003.91,37858.26
2023-06-15,17323.21,3110.09,4159.46,12527.46,40693.59
2023-06-16,22121.18,3777.58,3892.36,13800.52,34090.26
2023-06-19,14916.29,3155.06,4968.22,13529.0,37241.49
2023-06-20,23899.74,3106.17,4137.47,12035.97,35083.49
2023-06-21,24744.78,3438.03,4208.44,16249.91,31325.35
2023-06-22,15671.1,3053.82,4429.62,14674.18,29318.33
2023-06-23,13098.12,3089.26,4233.86,12299.67,35300.36
2023-06-26,18167.9,3191.69,4548.95,14655.6,31893.01
2023-06-27,16223.75,3137.99,4883.37,18038.41,34245.14
2023-06-28,15040.34,2818.95,4337.15,14273.58,32858.56
2023-06-29,15448.69,3381.58,4138.68,12757.36,38476.8
2023-06-30,26753.06,3431.32,4647.34,11652.52,35369.26
2023-07-03,21728.65,3147.62,5628.15,13447.18,42371.78
2023-07-04,20178.86,3020.67,4367.15,13744.15,34464.66
2023-07-05,19441.87,2643.42,3822.18,13696.77,38260.73
2023-07-06,18370.23,3382.09,4508.66,16366.76,32813.82
2023-07-07,17809.57,2952.71,4098.89,15365.9,37255.32
2023-07-10,18536.27,3169.74,4847.95,12951.66,31018.5
2023-07-11,18450.05,2866.66,5197.44,14517.18,42453.41
2023-07-12,22745.19,2639.26,4322.07,16606.17,42280.5
2023-07-13,11927.75,3450.61,4161.99,12744.16,38463.92
2023-07-14,18231.7,2774.34,5118.77,15679.4,33280.59
2023-07-17,21397.49,3818.28,3662.86,14027.24,25191.11
2023-07-18,21186.36,3554.22,5336.71,16496.83,37187.11
2023-07-19,20188.92,2639.58,4950.43,13680.1,40592.51
2023-07-20,19621.43,2604.0,4970.66,13362.78,36290.27
2023-07-21,22638.11,3754.0,3340.06,15946.54,43844.87
2023-07-24,23365.27,3011.38,4640.09,16141.9,36191.35
2023-07-25,22506.66,3349.16,4834.25,14555.09,35419.26
2023-07-26,18222.87,2979.4,4196.93,18311.96,39819.0
2023-07-27,21726.43,2986.89,3975.44,12351.91,44576.12
2023-07-28,20536.25,3310.26,5348.88,14840.38,34594.35
2023-07-31,16902.75,3265.91,3605.84,15045.95,35244.7
2023-08-01,17802.92,2534.01,4329.61,11901.19,34407.8
2023-08-02,17888.58,2590.0,3775.59,12998.05,36244.16
2023-08-03,22499.45,2474.04,5154.6,14522.81,32058.69
2023-08-04,20720.6,4269.13,4587.08,18023.02,31322.94
2023-08-07,22396.29,2956.89,4453.9,13625.92,36912.83
2023-08-08,21175.72,2950.28,4292.49,14620.67,29351.94
2023-08-09,19315.72,2853.65,3848.6,15508.9,32107.45
2023-08-10,19682.78,3418.99,4264.12,12761.28,35406.46
2023-08-11,17457.82,3189.08,4621.15,13801.64,27508.95
2023-08-14,20378.44,3073.13,4402.32,14269.36,39565.01
2023-08-15,17950.01,2721.42,4520.75,15464.49,26514.87
2023-08-16,23784.17,3537.13,4013.22,16252.53,35364.3
2023-08-17,18250.93,3002.45,4256.99,12318.0,38276.15
2023-08-18,23621.8,3460.04,4835.21,10725.82,40524.13
2023-08-21,18486.58,3632.7,4158.26,14052.86,37847.77
2023-08-22,21147.63,2795.81,3914.06,11723.08,33262.98
2023-08-23,18901.89,3312.8,3623.55,11493.97,23801.82
2023-08-24,21638.5,3207.56,4613.8,14205.38,32412.4
2023-08-25,25481.98,2712.52,4214.25,13667.18,29817.64
2023-08-28,17775.97,3299.41,5161.07,15352.47,30381.45
2023-08-29,20117.81,3140.42,4494.61,9696.87,36035.89
2023-08-30,19948.44,3168.01,4115.46,14146.05,30117.98
2023-08-31,21725.64,3274.19,4632.26,12389.59,35665.52
2023-09-01,14752.11,3402.78,4068.06,12197.58,31542.93
2023-09-04,18223.69,2830.46,4337.13,11722.89,29683.18
2023-09-05,14786.62,2493.62,4234.94,14726.69,37380.17
2023-09-06,24472.93,2983.55,4418.31,14404.32,33540.3
2023-09-07,20578.05,3426.2,3605.16,16829.91,34878.23
2023-09-08,17872.16,3119.41,4208.01,18037.37,32756.65
2023-09-11,20435.21,1667.4,4732.26,10388.88,36729.96
2023-09-12,22287.56,3460.87,4140.06,10760.55,39549.22
2023-09-13,16225.93,3491.01,3865.42,14784.85,32485.8
2023-09-14,16352.26,3181.49,4374.79,13953.94,30073.55
2023-09-15,24567.73,2704.08,4339.07,15198.23,43254.77
2023-09-18,20111.54,3205.19,3774.54,14351.71,37952.08
2023-09-19,13125.85,3113.78,4672.04,12959.94,29187.31
2023-09-20,13743.25,3676.78,5184.25,18345.47,34083.86
2023-09-21,15735.97,3475.72,4510.52,10196.13,33498.08
2023-09-22,17196.55,2820.24,4381.46,14274.25,43883.36
2023-09-25,26219.09,2213.39,4024.86,17028.03,40622.62
2023-09-26,18603.57,3199.96,4210.77,13535.7,31468.91
2023-09-27,23575.17,3467.08,3282.5,14682.54,32437.8
2023-09-28,21697.4,3274.36,4117.05,15921.59,25822.18
2023-09-29,17342.76,3821.76,4381.68,15071.96,43436.01
2023-10-02,21709.56,2887.34,4428.24,15046.87,39950.92
2023-10-03,16528.81,3689.75,4745.43,13819.07,34574.4
2023-10-04,19949.77,2948.44,3724.87,13912.07,31713.14
2023-10-05,19917.83,2664.24,4993.25,11384.0,34018.01
2023-10-06,20741.27,3264.58,5171.82,12630.15,35016.49
2023-10-09,18729.11,2872.72,4170.26,12516.38,30571.96
2023-10-10,22859.81,3200.34,4589.65,11776.89,32683.54
2023-10-11,21776.44,3262.76,4043.61,14080.33,35195.47
2023-10-12,20680.08,3005.86,4435.9,11417.87,36404.31
2023-10-13,15885.02,3122.41,4856.12,14075.73,38697.28
2023-10-16,16599.4,2923.42,4715.05,10862.11,32411.53
2023-10-17,19948.62,3106.82,3905.16,13437.93,34854.37
2023-10-18,15852.85,3513.32,5053.72,15792.75,36560.58
2023-10-19,21281.9,3614.08,4634.97,9704.99,36300.68
2023-10-20,17170.49,3019.22,5584.03,16329.34,30916.26
2023-10-23,19078.02,2992.09,4380.5,17821.27,44819.58
2023-10-24,17078.28,3311.86,4261.9,14509.28,24524.85
2023-10-25,22531.13,3472.42,3372.82,13332.79,34073.75
2023-10-26,15805.21,3264.38,4605.04,16481.27,36733.0
2023-10-27,18103.25,3049.41,6101.51,15481.17,32424.33
2023-10-30,18041.82,3517.64,4480.61,17867.09,34024.49
2023-10-31,16453.78,2694.19,4204.83,15640.78,29031.33
2023-11-01,17811.76,3324.91,4384.59,14323.04,35629.66
2023-11-02,24622.42,3047.2,5295.12,12552.16,33342.64
2023-11-03,19854.46,3029.71,4302.35,13766.35,34677.96
2023-11-06,19435.52,3376.85,4207.05,11905.89,30571.78
2023-11-07,19351.85,3198.82,3760.29,12904.7,34189.81
2023-11-08,18611.7,2965.04,4664.62,12936.51,36528.93
2023-11-09,20678.11,3494.81,4956.04,12931.22,38129.03
2023-11-10,22394.0,3610.33,4562.42,14432.43,35339.26
2023-11-13,16885.6,3042.6,3922.37,12918.81,39154.96
2023-11-14,23056.18,3577.72,5022.4,11795.94,35047.35
2023-11-15,21101.74,3181.65,4902.11,11440.74,38993.32
2023-11-16,24166.46,3398.39,4529.89,15122.21,42883.39
2023-11-17,22288.49,3176.49,5127.96,11927.57,30667.57
2023-11-20,19175.36,3212.3,4571.12,13699.26,37875.66
2023-11-21,17807.92,3118.3,5590.8,14807.17,39578.19
2023-11-22,17816.1,3813.98,5575.25,13028.79,35619.72
2023-11-23,23278.78,3259.09,4646.98,16468.29,29130.76
2023-11-24,13954.47,3958.81,4174.55,10249.03,38583.02
2023-11-27,20972.04,2885.68,5263.39,14337.11,41458.56
2023-11-28,19911.38,2859.0,5134.88,11248.2,38415.67
2023-11-29,22852.85,3742.93,3743.69,12087.38,38806.98
2023-11-30,19494.56,3881.96,5052.24,13475.85,35361.77
2023-12-01,18726.31,3184.07,4557.11,16052.89,29227.7
2023-12-04,19728.55,2204.53,3838.06,11218.96,28687.34
2023-12-05,18493.32,3251.78,4504.84,13552.48,35682.22
2023-12-06,22647.02,3329.67,4906.32,12520.41,29217.17
2023-12-07,24450.32,3310.26,4077.49,15244.59,40280.81
2023-12-08,19428.78,3268.03,5120.06,13844.5,39395.71
2023-12-11,20857.16,3476.49,3700.13,10077.75,30935.46
2023-12-12,17284.01,3437.56,4844.49,12575.18,36533.88
2023-12-13,14630.13,2270.09,4015.88,11935.75,32181.67
2023-12-14,20835.42,3292.18,4213.72,15013.36,36795.26
2023-12-15,16810.38,3634.36,4453.1,15856.78,33915.07
2023-12-18,16490.27,3189.34,3825.1,14952.79,37566.78
2023-12-19,21357.88,2679.56,4760.35,14585.94,28410.57
2023-12-20,17710.97,2625.29,4535.46,12687.59,35775.72
2023-12-21,21690.66,2254.31,5599.94,14070.41,37114.74
2023-12-22,22231.45,3162.49,4824.97,15016.51,28504.87
2023-12-25,15244.01,3247.69,4670.23,12352.8,27845.66
2023-12-26,22235.77,3122.03,4149.97,17458.43,40958.12
2023-12-27,19833.99,2613.05,5116.32,14632.8,31251.09
2023-12-28,20236.53,2813.46,3425.02,13004.59,29905.45
2023-12-29,18318.07,3422.87,3315.82,13984.09,28184.69
2024-01-01,16561.58,2967.01,5017.22,14992.23,46047.31
2024-01-02,19615.14,3389.12,4998.0,15297.17,29607.81
2024-01-03,20791.45,3378.93,4480.96,16344.95,32901.65
2024-01-04,23564.63,4575.15,4029.94,12124.31,30093.07
2024-01-05,19042.67,2883.52,4473.87,11592.73,35448.32
2024-01-08,15627.61,2947.93,4635.98,12120.06,37558.5
2024-01-09,21208.14,3372.07,4019.85,13680.03,38650.99
2024-01-10,21083.59,3167.21,4547.63,13189.08,36737.12
2024-01-11,20513.67,3649.34,4943.69,13575.47,37621.94
2024-01-12,24644.06,3523.68,5710.68,11474.86,29584.67
2024-01-15,16583.42,3445.51,5039.45,15915.86,33921.23
2024-01-16,17201.28,3483.41,4821.42,13082.8,39264.05
2024-01-17,19098.06,3605.18,4962.81,13865.37,41094.13
2024-01-18,23904.89,3176.64,4047.35,12186.72,33078.36
2024-01-19,22154.25,3162.32,5008.21,11818.91,37397.5
2024-01-22,14943.16,2543.52,4594.49,12343.05,35981.91
2024-01-23,22548.82,4091.07,4818.51,14056.86,30149.77
2024-01-24,20021.54,3468.14,3683.32,12487.24,28805.75
2024-01-25,19460.2,3210.31,4228.77,17574.08,32990.96
2024-01-26,20430.83,2896.4,3949.44,16259.67,38632.63
2024-01-29,21727.48,3180.86,4223.48,16506.5,43964.21
2024-01-30,21297.97,3390.06,4283.25,13728.48,37179.19
2024-01-31,21167.59,3563.32,4945.17,10760.75,24938.64
2024-02-01,19292.38,3654.52,5169.73,13392.95,39344.37
2024-02-02,20352.52,3182.52,4398.79,10081.99,42702.76
2024-02-05,20310.91,3258.19,3933.63,18145.44,36658.55
2024-02-06,25575.94,3084.67,5397.51,8161.89,34648.41
2024-02-07,20079.41,3365.9,4249.37,14474.23,38204.3
2024-02-08,21090.09,2099.31,4285.49,17515.63,36526.31
2024-02-09,21255.24,2451.71,4367.69,14037.93,32911.56
2024-02-12,13937.91,2657.76,5161.16,11898.05,37478.63
2024-02-13,21282.88,2949.06,5277.74,12875.65,35227.96
2024-02-14,19468.3,2862.35,4411.49,12492.11,28790.24
2024-02-15,22005.95,3101.81,4524.62,15836.22,31807.43
2024-02-16,24139.0,3606.04,4463.03,15952.53,30501.43
2024-02-19,19647.22,2806.21,5136.15,12868.28,39938.4
2024-02-20,23224.62,3388.65,4453.43,17766.55,39266.66
2024-02-21,17647.76,3671.53,4956.94,14208.75,26923.57
2024-02-22,18621.26,2861.37,4630.6,12953.53,38617.86
2024-02-23,20520.47,3638.67,4962.82,12297.98,37757.42
2024-02-26,23439.06,3518.33,5247.08,14253.41,40647.8
2024-02-27,20470.23,3944.05,4893.26,15551.39,32770.3
2024-02-28,20919.71,3644.74,4019.34,11472.61,38240.34
2024-02-29,23779.93,3553.21,4840.65,11802.56,35810.08
2024-03-01,15287.77,3429.34,4874.33,13210.2,38828.91
2024-03-04,21307.37,3705.93,3639.56,13917.51,24385.02
2024-03-05,17329.85,3509.88,4615.67,14794.07,35772.84
2024-03-06,20388.03,3952.14,4605.2,21186.44,36846.53
2024-03-07,18598.7,3131.46,4694.87,15404.29,29736.38
2024-03-08,18283.95,3550.56,4850.53,12269.2,31404.61
2024-03-11,18827.54,2706.42,4522.68,16124.81,26385.09
2024-03-12,20959.37,2667.32,4294.77,16846.24,27541.75
2024-03-13,24651.05,3204.01,4608.71,13323.0,38612.78
2024-03-14,22123.06,3485.9,5160.98,15709.42,30696.86
2024-03-15,11765.7,3243.83,4529.81,15780.95,39734.67
2024-03-18,22416.71,2714.55,5060.8,11619.2,34702.93
2024-03-19,20119.6,2762.64,4209.15,11061.35,38030.54
2024-03-20,20996.94,3256.96,3748.93,13410.13,30870.75
2024-03-21,15432.08,3592.38,5065.19,13876.27,34586.39
2024-03-22,21203.5,3573.99,5122.82,14419.1,39766.08
2024-03-25,19775.49,3331.11,5306.7,13138.78,38659.66
2024-03-26,21717.32,3223.45,5012.69,10085.17,28868.5
2024-03-27,19517.06,2594.83,4545.98,11359.19,31993.66
2024-03-28,18937.0,3486.62,5077.93,14916.88,42875.75
2024-03-29,12051.93,3597.08,3944.07,16178.22,38551.18
2024-04-01,23439.4,2952.36,4511.0,17675.19,34367.71
2024-04-02,19230.66,2975.92,4710.51,15752.73,34294.84
2024-04-03,17362.31,3526.14,3692.05,8185.15,37834.29
2024-04-04,18424.9,3000.66,4579.76,15016.33,34514.07
2024-04-05,21407.1,3738.21,4701.93,15989.41,32731.05
2024-04-08,21062.46,3417.34,3220.81,15592.84,35614.79
2024-04-09,21755.52,3016.29,4978.83,14442.08,33592.0
2024-04-10,19568.27,2745.4,5208.29,18089.95,33606.39
2024-04-11,20628.17,3445.14,4416.63,18430.8,37048.19
2024-04-12,18148.16,3916.62,4536.02,13168.69,31921.81
2024-04-15,15971.87,3121.76,4651.13,13744.73,43229.67
2024-04-16,17821.73,3952.84,3992.63,15767.33,27965.13
2024-04-17,18234.66,3506.81,4811.58,11967.37,39039.14
2024-04-18,26134.13,3844.06,5025.29,12849.14,30329.02
2024-04-19,18300.24,2773.68,4690.93,16543.52,33956.11
2024-04-22,14492.53,3274.61,4594.16,13325.01,41574.24
2024-04-23,22204.14,3172.43,4294.29,13058.34,40550.28
2024-04-24,21142.87,2671.3,4318.57,15551.43,34546.46
2024-04-25,21340.99,3108.74,4344.14,14897.41,35676.8
2024-04-26,26027.95,3041.78,4602.35,12754.7,34147.4
2024-04-29,17479.34,2845.94,4828.32,12482.33,34257.87
2024-04-30,23582.53,3293.58,5350.88,14765.98,40128.3
2024-05-01,19230.46,3626.42,5038.0,14551.74,39753.89
2024-05-02,23951.3,2611.81,4071.56,15179.85,37074.9
2024-05-03,17882.5,3485.53,4379.9,11337.55,37799.31
