date,黄金,白银,原油,铜
2023-02-22,397.15,5746.83,92.57,7819.74
2023-02-23,486.31,4507.82,51.21,5397.17
2023-02-24,479.52,4835.94,100.69,9783.18
2023-02-27,482.64,4726.45,83.21,8992.05
2023-02-28,504.67,6525.86,106.97,9910.85
2023-03-01,341.62,6146.97,88.48,8278.07
2023-03-02,436.84,4159.42,68.81,9174.1
2023-03-03,467.63,5035.62,54.76,10236.5
2023-03-06,417.14,6579.09,97.38,8316.69
2023-03-07,419.23,4770.69,61.86,11799.49
2023-03-08,410.66,5927.25,93.4,7974.89
2023-03-09,458.98,5222.53,96.76,11596.38
2023-03-10,447.73,5672.72,64.86,9150.04
2023-03-13,512.13,5097.94,90.05,9254.17
2023-03-14,470.24,4367.39,97.6,8015.58
2023-03-15,461.24,4694.0,83.32,5475.3
2023-03-16,449.52,5840.88,69.25,7155.24
2023-03-17,411.36,6630.2,50.38,8833.22
2023-03-20,456.83,5332.04,88.61,8340.36
2023-03-21,491.85,5842.79,74.98,10826.02
2023-03-22,474.24,5920.74,66.0,8620.05
2023-03-23,397.46,4601.63,69.96,11271.69
2023-03-24,375.19,4679.39,75.98,10784.67
2023-03-27,485.68,6014.98,115.65,9129.43
2023-03-28,460.28,5858.34,78.76,9239.39
2023-03-29,465.35,4836.65,96.6,7379.12
2023-03-30,408.04,3981.11,66.43,9622.37
2023-03-31,488.11,4947.16,104.2,9181.95
2023-04-03,487.16,4980.1,80.18,9009.36
2023-04-04,438.29,5814.72,86.36,10150.2
2023-04-05,479.78,5130.65,70.53,7305.74
2023-04-06,405.33,5368.76,71.9,10607.04
2023-04-07,446.86,6187.56,62.65,11352.95
2023-04-10,350.98,5851.92,92.73,7071.05
2023-04-11,436.86,5088.01,97.22,9463.08
2023-04-12,574.11,6326.42,92.1,8999.99
2023-04-13,486.55,5853.2,80.39,8618.82
2023-04-14,537.47,6841.66,83.47,11994.94
2023-04-17,480.66,4949.91,99.95,8086.47
2023-04-18,463.9,5595.4,80.09,6818.63
2023-04-19,463.17,5138.48,73.82,10658.7
2023-04-20,432.28,4546.4,83.75,10190.65
2023-04-21,488.86,4642.51,74.73,7973.36
2023-04-24,415.84,5602.81,92.67,7895.67
2023-04-25,455.0,5968.12,77.93,8496.61
2023-04-26,616.0,5105.51,61.78,7418.53
2023-04-27,477.93,5332.17,58.14,10470.51
2023-04-28,429.12,6500.47,56.41,7759.01
2023-05-01,506.22,5375.57,103.04,9363.1
2023-05-02,474.65,5124.57,80.3,7111.78
2023-05-03,439.81,6213.03,100.22,8120.75
2023-05-04,397.23,5080.32,102.54,8008.46
2023-05-05,444.78,5946.28,75.78,10101.22
2023-05-08,430.85,5124.99,117.63,11834.52
2023-05-09,455.46,5521.14,77.98,9893.34
2023-05-10,472.08,5266.03,87.2,8493.26
2023-05-11,467.36,5051.33,68.62,8073.77
2023-05-12,405.94,5587.78,86.8,7991.12
2023-05-15,478.87,6931.68,73.98,7153.7
2023-05-16,473.23,6045.53,89.56,8416.04
2023-05-17,379.17,5472.01,108.48,8678.83
2023-05-18,468.99,6535.43,90.47,11409.6
2023-05-19,448.3,4019.45,60.78,9940.44
2023-05-22,471.38,5609.6,57.87,11450.53
2023-05-23,397.41,4893.23,64.45,5675.89
2023-05-24,435.73,4544.44,109.23,7877.97
2023-05-25,439.72,5049.09,72.47,9525.96
2023-05-26,389.62,5364.28,45.43,9544.35
2023-05-29,477.13,4631.59,69.37,12281.55
2023-05-30,436.38,5586.33,85.23,9683.95
2023-05-31,470.77,4192.93,69.9,9378.85
2023-06-01,400.99,5904.98,95.79,7373.31
2023-06-02,381.07,5910.89,99.9,9142.96
2023-06-05,393.09,7117.14,69.68,8259.72
2023-06-06,341.72,6014.99,100.54,8783.73
2023-06-07,412.26,5182.99,68.24,9900.41
2023-06-08,470.94,5046.67,107.66,8669.82
2023-06-09,524.27,5829.09,72.51,5314.45
2023-06-12,510.57,5829.22,103.18,10121.33
2023-06-13,518.03,4367.38,79.4,7746.0
2023-06-14,517.79,4109.54,68.27,9949.13
2023-06-15,560.55,6074.93,79.29,9218.0
2023-06-16,462.29,5803.38,82.7,9707.56
2023-06-19,500.39,4545.51,64.62,8405.77
2023-06-20,485.62,6586.87,88.16,8304.35
2023-06-21,322.12,5685.06,62.45,8181.52
2023-06-22,460.91,5191.41,62.44,9691.38
2023-06-23,455.85,5291.68,80.91,10666.15
2023-06-26,472.33,5906.5,90.03,7407.01
2023-06-27,426.73,5367.91,64.31,6459.79
2023-06-28,415.3,5324.57,84.88,9183.89
2023-06-29,426.65,6178.21,100.81,9385.84
2023-06-30,489.88,4676.1,81.4,8899.82
2023-07-03,476.11,5703.98,71.87,10004.51
2023-07-04,527.96,5709.43,97.95,8869.14
2023-07-05,388.1,6425.25,105.56,9430.91
2023-07-06,509.85,5815.78,76.67,9520.31
2023-07-07,549.4,6193.49,84.3,8270.75
2023-07-10,406.0,6284.76,75.27,8567.21
2023-07-11,456.25,6485.74,88.95,9140.46
2023-07-12,370.73,4932.07,97.57,7768.98
2023-07-13,309.36,5337.99,69.18,11350.24
2023-07-14,381.39,5420.66,109.04,9053.87
2023-07-17,452.5,7099.63,81.48,8415.38
2023-07-18,461.33,6435.49,76.25,7961.4
2023-07-19,430.16,5952.54,87.84,11008.42
2023-07-20,483.03,6023.25,82.63,10394.09
2023-07-21,468.14,5602.15,82.71,7903.36
2023-07-24,547.14,6633.75,43.38,7161.54
2023-07-25,377.1,5446.17,111.29,10107.34
2023-07-26,404.41,6172.22,88.15,11457.76
2023-07-27,419.16,5856.65,81.57,8386.43
2023-07-28,416.19,4877.22,98.06,9948.54
2023-07-31,425.07,6511.81,77.41,9678.56
2023-08-01,572.25,6065.81,76.52,9243.72
2023-08-02,430.94,5616.83,100.85,11221.97
2023-08-03,483.25,4820.96,68.79,10236.83
2023-08-04,376.1,6147.86,79.76,7511.23
2023-08-07,413.34,5069.89,94.99,9258.18
2023-08-08,493.66,4623.37,83.47,7019.6
2023-08-09,501.15,6517.25,88.8,7461.82
2023-08-10,366.17,5522.54,62.44,7870.79
2023-08-11,558.46,5806.17,51.42,8396.37
2023-08-14,471.8,6149.88,92.57,8174.08
2023-08-15,409.98,6669.1,92.21,9231.98
2023-08-16,474.22,4701.56,101.29,9514.13
2023-08-17,416.63,4195.95,108.55,9301.56
2023-08-18,374.3,6410.59,82.1,8148.78
2023-08-21,459.72,5255.46,87.14,9203.01
2023-08-22,493.14,5723.59,97.87,9764.76
2023-08-23,505.8,6194.77,57.11,11484.82
2023-08-24,363.08,6741.59,79.56,9342.3
2023-08-25,400.19,4955.21,74.36,10102.47
2023-08-28,439.69,5149.77,85.63,9021.94
2023-08-29,504.86,3895.86,104.18,4717.22
2023-08-30,518.12,5774.49,79.63,6056.39
2023-08-31,428.85,5521.46,69.78,10105.84
2023-09-01,386.42,5577.27,66.27,10048.15
2023-09-04,479.43,6961.48,64.54,7959.42
2023-09-05,424.77,4644.76,80.35,6869.51
2023-09-06,472.12,4251.24,43.36,10126.04
2023-09-07,505.02,4719.62,94.68,10070.18
2023-09-08,482.06,6040.98,80.72,5266.57
2023-09-11,397.16,4278.81,75.69,7205.66
2023-09-12,385.4,4642.25,79.87,9024.75
2023-09-13,371.25,5863.69,75.18,10452.78
2023-09-14,489.03,4581.72,100.98,8512.45
2023-09-15,509.33,4903.13,57.45,9025.73
2023-09-18,395.4,4578.74,51.67,11025.01
2023-09-19,421.4,5937.51,86.4,9440.63
2023-09-20,399.85,4864.46,58.75,10309.88
2023-09-21,441.55,6063.71,84.08,9291.5
2023-09-22,404.03,4971.07,87.38,10984.41
2023-09-25,403.82,5653.43,51.26,8959.43
2023-09-26,514.42,4776.61,79.0,9314.46
2023-09-27,496.72,6077.18,90.83,9844.92
2023-09-28,449.91,3437.71,71.41,9622.84
2023-09-29,507.98,7164.25,64.46,9974.88
2023-10-02,416.73,5729.74,99.72,10096.37
2023-10-03,472.39,4461.87,63.21,9278.6
2023-10-04,398.55,4812.03,81.65,8737.87
2023-10-05,408.3,5374.73,91.51,10964.92
2023-10-06,498.55,5549.23,63.91,9248.88
2023-10-09,384.14,4889.54,88.93,9389.89
2023-10-10,425.26,6428.87,67.18,7156.69
2023-10-11,385.45,5358.61,85.96,8376.09
2023-10-12,381.0,4888.5,79.61,7299.01
2023-10-13,446.8,5506.9,98.5,9682.35
2023-10-16,449.25,6244.69,95.41,8492.77
2023-10-17,366.42,4335.81,96.11,7714.67
2023-10-18,558.69,4823.88,65.96,10672.81
2023-10-19,525.09,6414.36,83.07,9271.33
2023-10-20,397.34,5798.79,69.51,8660.4
2023-10-23,466.25,5571.52,115.58,12478.87
2023-10-24,452.72,7086.02,76.73,9618.16
2023-10-25,411.27,6823.67,78.34,5845.92
2023-10-26,376.67,4527.55,66.87,11082.35
2023-10-27,444.93,4360.88,78.01,9643.98
2023-10-30,434.8,5869.92,63.91,12752.08
2023-10-31,507.01,6282.74,85.7,11713.9
2023-11-01,452.58,5322.0,89.19,7957.19
2023-11-02,391.32,5889.61,63.48,10010.25
2023-11-03,408.31,4963.9,67.15,6894.34
2023-11-06,443.15,6175.11,89.98,9164.09
2023-11-07,495.04,4523.49,71.88,7247.25
2023-11-08,383.17,5727.33,86.44,9175.48
2023-11-09,457.88,6034.3,63.15,9383.74
2023-11-10,512.85,5358.25,122.1,10639.83
2023-11-13,368.93,5541.17,39.0,8420.56
2023-11-14,518.95,5569.41,81.1,11505.78
2023-11-15,416.12,6261.71,83.57,6457.78
2023-11-16,442.23,4925.6,91.04,7548.87
2023-11-17,417.33,6499.71,62.58,9070.36
2023-11-20,464.57,4241.57,75.04,8973.84
2023-11-21,471.53,6543.96,79.18,6857.13
2023-11-22,473.24,5806.94,72.48,11258.14
2023-11-23,591.97,6224.95,88.63,9281.29
2023-11-24,316.01,6491.0,74.26,7895.04
2023-11-27,419.37,5887.37,98.65,8467.01
2023-11-28,377.03,6604.05,70.34,9369.59
2023-11-29,434.87,6064.48,56.67,9100.34
2023-11-30,409.07,5587.05,92.83,7610.19
2023-12-01,432.51,6361.06,76.67,9337.72
2023-12-04,444.7,6640.03,67.91,10621.17
2023-12-05,415.41,4122.09,88.46,7686.96
2023-12-06,494.78,5712.04,81.21,9196.04
2023-12-07,369.64,3852.1,88.2,8610.83
2023-12-08,419.04,5607.67,57.14,9021.75
2023-12-11,448.07,5575.56,85.19,10392.85
2023-12-12,518.12,5501.91,93.39,7097.7
2023-12-13,377.05,6508.77,83.03,7444.43
2023-12-14,382.6,6463.06,64.61,8713.76
2023-12-15,474.47,6221.87,94.64,10833.61
2023-12-18,451.34,3359.54,94.07,11145.32
2023-12-19,372.71,6724.11,60.58,9124.91
2023-12-20,507.44,5041.59,59.24,9164.51
2023-12-21,460.89,3338.94,68.38,8427.03
2023-12-22,430.45,5680.91,83.01,7558.47
2023-12-25,430.35,5371.31,71.13,10159.92
2023-12-26,452.93,5248.73,69.49,10001.4
2023-12-27,428.86,6740.24,56.79,9340.01
2023-12-28,464.76,5327.2,84.19,8901.7
2023-12-29,465.08,4798.29,100.55,9712.49
2024-01-01,391.22,6308.6,76.9,8023.33
2024-01-02,367.18,4737.29,101.81,9259.71
2024-01-03,530.34,6364.4,72.13,7440.57
2024-01-04,420.48,4748.57,116.9,9487.47
2024-01-05,537.17,6112.55,55.65,10636.24
2024-01-08,455.93,7103.74,88.79,7098.69
2024-01-09,310.53,6343.36,71.35,7810.01
2024-01-10,462.51,4990.75,88.63,10793.61
2024-01-11,403.44,4230.56,47.31,8368.33
2024-01-12,332.58,5188.3,74.92,11101.25
2024-01-15,447.53,4272.2,96.49,7242.85
2024-01-16,390.47,6705.65,92.32,9085.66
2024-01-17,436.87,6378.09,91.79,8642.75
2024-01-18,506.57,3754.59,92.01,11168.55
2024-01-19,487.89,5201.92,67.84,9469.19
2024-01-22,450.3,5957.76,79.48,4464.07
2024-01-23,451.69,6321.09,98.3,9541.52
2024-01-24,451.76,4603.64,48.97,8228.89
2024-01-25,412.98,5588.61,99.8,6436.26
2024-01-26,395.02,4626.83,99.06,9241.84
2024-01-29,423.36,5253.81,74.48,6153.8
2024-01-30,453.55,6189.6,80.9,10959.58
2024-01-31,404.92,3918.93,84.45,6593.66
2024-02-01,433.2,5545.38,68.9,8672.89
2024-02-02,446.38,6215.6,64.0,10913.1
2024-02-05,397.5,4184.45,76.29,9537.89
2024-02-06,499.02,4852.16,103.07,10896.13
2024-02-07,510.9,6779.27,47.97,8871.15
2024-02-08,454.69,5546.6,88.54,9774.55
2024-02-09,396.73,6303.67,115.16,11648.21
2024-02-12,345.3,6053.06,81.13,6914.39
2024-02-13,316.27,6630.52,78.85,6555.8
2024-02-14,504.83,6337.25,64.59,8319.31
2024-02-15,455.55,5596.9,60.16,6691.0
2024-02-16,414.54,5016.24,67.49,7054.54
2024-02-19,368.53,6139.07,87.17,9801.45
2024-02-20,435.87,4778.22,63.95,8616.3
2024-02-21,492.66,5033.39,90.98,9503.09
2024-02-22,460.91,5190.38,66.45,10462.92
2024-02-23,391.5,5289.95,81.61,10254.82
2024-02-26,599.57,4612.76,92.0,9260.98
2024-02-27,472.03,5463.92,72.03,10560.29
2024-02-28,380.12,6180.67,87.67,9460.34
2024-02-29,464.78,4181.61,64.88,11829.92
2024-03-01,465.82,3845.61,68.43,7898.02
2024-03-04,482.67,5030.63,84.83,6894.89
2024-03-05,464.09,5579.65,102.75,8071.68
2024-03-06,381.85,5868.23,54.07,7449.8
2024-03-07,465.19,5763.92,88.47,8006.5
2024-03-08,404.21,5451.21,41.82,6482.72
2024-03-11,452.54,7161.68,69.7,10722.81
2024-03-12,443.35,6097.13,59.86,10815.92
2024-03-13,480.33,5614.9,69.75,7824.78
2024-03-14,457.84,6059.09,69.99,8906.67
2024-03-15,429.37,5785.6,52.5,9394.26
2024-03-18,581.88,5390.37,96.93,8927.2
2024-03-19,429.24,5780.32,86.23,13984.49
2024-03-20,427.86,5228.64,70.09,10584.01
2024-03-21,470.01,5201.38,104.09,9573.43
2024-03-22,471.64,6583.44,92.84,9041.76
2024-03-25,497.21,4167.06,84.51,7018.76
2024-03-26,372.44,5076.42,85.58,8370.66
2024-03-27,418.04,4982.65,70.73,8310.65
2024-03-28,503.34,6020.27,83.84,9969.78
2024-03-29,460.64,4642.74,51.45,9813.5
2024-04-01,461.54,5704.84,81.38,10061.4
2024-04-02,373.66,5796.96,81.4,8895.64
2024-04-03,372.96,6066.61,84.52,8905.72
2024-04-04,403.91,6220.22,73.89,5656.23
2024-04-05,457.82,5578.98,70.09,10830.93
2024-04-08,486.32,5047.3,70.06,11740.06
2024-04-09,492.12,5527.4,123.94,6003.22
2024-04-10,349.29,4266.57,97.85,8312.97
2024-04-11,442.59,6369.91,92.85,7395.22
2024-04-12,449.91,4772.74,69.23,9695.23
2024-04-15,424.82,5311.36,88.76,9752.61
2024-04-16,425.72,5193.1,76.93,8596.79
2024-04-17,391.08,7080.26,55.9,7218.99
2024-04-18,427.29,5068.58,95.32,7137.71
2024-04-19,324.39,5341.73,61.53,7354.15
2024-04-22,511.14,6571.91,69.46,7765.36
2024-04-23,455.74,5819.83,88.32,7801.78
2024-04-24,520.99,5001.88,79.48,7078.79
2024-04-25,403.6,6295.54,34.26,8783.78
2024-04-26,357.0,5331.88,54.24,8434.01
2024-04-29,537.52,6141.51,49.97,8700.02
2024-04-30,334.1,6554.9,109.21,8949.35
2024-05-01,382.3,4956.98,75.86,9360.38
2024-05-02,484.39,4669.83,71.42,8698.75
2024-05-03,517.9,5046.01,88.58,9289.24
2024-05-06,410.1,5983.25,81.19,8509.46
2024-05-07,434.57,7104.75,66.73,8126.43
2024-05-08,431.98,6001.64,106.46,9509.15
2024-05-09,472.91,6111.0,111.79,7778.72
2024-05-10,400.0,5210.66,86.68,11118.44
2024-05-13,476.56,5573.2,64.07,7648.9
2024-05-14,491.45,5771.63,91.26,8879.26
2024-05-15,440.63,4085.79,86.36,10080.65
2024-05-16,450.88,5226.5,92.52,9731.16
2024-05-17,564.07,5154.01,103.02,10087.92
2024-05-20,462.16,5591.42,87.35,7430.08
2024-05-21,425.18,6349.06,94.28,8664.67
2024-05-22,501.9,5680.22,88.36,6779.29
2024-05-23,508.54,6232.42,68.03,7973.28
2024-05-24,410.67,6012.01,68.51,9151.35
2024-05-27,396.91,5989.93,66.43,10724.34
2024-05-28,520.96,5230.41,73.95,10273.2
2024-05-29,509.24,5432.81,60.0,10478.72
2024-05-30,514.39,5607.46,79.79,9734.63
2024-05-31,531.67,5265.03,102.94,9864.04
2024-06-03,388.91,5820.27,74.1,8304.96
2024-06-04,364.25,4894.38,87.3,10553.71
2024-06-05,498.92,6221.72,72.51,10654.89
2024-06-06,495.98,5539.63,69.65,8638.43
2024-06-07,456.21,4484.85,80.17,8380.18
2024-06-10,485.06,6473.2,78.49,8575.51
2024-06-11,409.25,6639.62,54.08,7376.8
2024-06-12,396.16,6487.57,72.25,10208.51
2024-06-13,442.47,4964.47,72.74,8456.91
2024-06-14,469.4,4863.94,84.56,7280.08
2024-06-17,479.31,5384.04,73.51,7734.37
2024-06-18,442.28,5012.78,53.71,10216.46
2024-06-19,478.53,6139.17,67.85,11782.15
2024-06-20,509.56,5016.27,61.1,7047.21
2024-06-21,472.39,5252.97,70.79,6556.84
2024-06-24,423.2,5870.42,80.85,6100.49
2024-06-25,533.69,5443.57,61.22,9628.21
2024-06-26,388.84,4738.43,83.02,10430.25
2024-06-27,458.29,5754.26,104.81,9214.23
2024-06-28,544.52,5150.03,77.8,8660.97
2024-07-01,572.47,5785.47,76.55,7796.91
2024-07-02,529.83,5712.95,68.83,8644.52
2024-07-03,426.49,5665.86,84.41,7902.7
2024-07-04,358.84,4809.72,93.72,8028.11
2024-07-05,424.24,5060.6,86.13,8652.16
2024-07-08,446.1,5752.34,74.88,8577.86
2024-07-09,454.83,4517.79,112.75,9570.33
2024-07-10,397.67,6657.51,93.09,9414.77
2024-07-11,422.57,5639.76,80.85,8074.03
2024-07-12,460.25,5675.79,54.6,7618.03
2024-07-15,452.5,4743.7,90.11,8790.68
2024-07-16,514.66,5181.4,81.95,8523.06
2024-07-17,478.51,5107.03,63.69,9123.67
2024-07-18,479.58,4220.46,84.41,12075.55
2024-07-19,422.6,4637.04,92.83,8859.68
2024-07-22,453.63,6472.62,113.32,11967.29
2024-07-23,351.73,4680.49,105.72,7865.61
2024-07-24,429.09,5579.3,64.01,8856.27
2024-07-25,369.56,6212.39,81.57,7084.28
2024-07-26,457.01,5130.87,99.38,8043.14
2024-07-29,477.48,5719.76,93.01,8216.72
2024-07-30,456.05,5303.64,74.56,8406.19
2024-07-31,526.29,5168.19,40.34,9358.53
2024-08-01,415.7,6269.08,75.55,8832.87
2024-08-02,444.92,5215.21,72.5,7653.06
2024-08-05,421.85,3872.09,63.71,7901.94
2024-08-06,433.55,4606.23,90.25,9401.41
2024-08-07,516.23,5297.88,95.91,7720.26
2024-08-08,380.28,6035.64,69.83,7795.09
2024-08-09,532.84,4891.88,78.76,9786.38
2024-08-12,518.19,6440.71,72.19,9497.78
2024-08-13,479.49,4057.2,94.6,9602.62
2024-08-14,432.28,4962.91,107.04,6993.07
2024-08-15,461.99,5436.09,75.64,9024.02
2024-08-16,429.8,5144.35,95.44,6992.44
2024-08-19,523.81,4914.42,88.74,9552.63
2024-08-20,393.19,6032.63,63.21,9953.0
2024-08-21,400.79,4482.1,65.35,5468.53
2024-08-22,451.8,4927.26,87.82,9102.29
2024-08-23,324.1,5195.03,48.98,9861.01
2024-08-26,523.69,4120.15,74.09,10838.79
2024-08-27,433.71,5376.44,91.64,8928.49
2024-08-28,488.0,5562.57,56.41,6809.6
2024-08-29,458.78,5627.23,78.02,6724.48
2024-08-30,361.24,6269.91,57.91,9943.49
2024-09-02,452.1,4949.83,84.28,8847.45
2024-09-03,471.06,6068.98,69.95,11324.97
2024-09-04,390.08,5605.01,91.72,11674.37
2024-09-05,398.99,5012.21,69.76,9732.77
2024-09-06,396.76,4583.83,84.43,8373.92
2024-09-09,488.89,6211.73,68.8,10642.01
2024-09-10,386.67,4030.16,79.73,10778.93
2024-09-11,403.97,5991.7,70.34,9741.1
2024-09-12,445.41,5488.16,94.99,8714.32
2024-09-13,455.73,6243.73,92.55,9422.6
2024-09-16,419.28,4776.48,83.52,10401.23
2024-09-17,528.23,4142.25,65.83,7681.9
2024-09-18,530.57,5619.95,103.98,11247.9
2024-09-19,385.89,5830.16,98.86,7421.72
2024-09-20,539.86,6000.21,84.51,8013.85
2024-09-23,472.89,5459.59,79.57,7272.85
2024-09-24,482.86,5236.91,53.71,5884.53
2024-09-25,488.77,5206.42,87.28,9026.73
2024-09-26,379.9,5755.52,87.71,9516.87
2024-09-27,385.67,4497.58,70.11,6985.89
2024-09-30,473.52,5367.46,73.91,7742.16
2024-10-01,413.01,5618.33,82.14,8539.37
2024-10-02,588.53,6648.86,86.9,9673.54
2024-10-03,426.85,5161.68,65.19,7572.66
2024-10-04,496.79,4642.91,62.45,7759.41
2024-10-07,400.45,6695.08,93.04,9903.11
2024-10-08,558.06,5643.85,105.95,7109.09
2024-10-09,543.98,6137.42,110.7,8768.27
2024-10-10,374.14,4848.3,61.02,9112.33
2024-10-11,467.53,4210.08,86.99,7361.48
2024-10-14,454.24,5125.68,67.49,9815.66
2024-10-15,527.67,5763.7,87.86,6784.33
2024-10-16,328.18,5945.19,98.13,9258.17
2024-10-17,432.93,6107.08,84.39,11299.73
2024-10-18,493.42,4815.95,43.37,10569.76
2024-10-21,430.34,5437.56,71.87,10862.93
2024-10-22,414.74,4078.69,73.45,8334.3
2024-10-23,372.54,4492.73,88.48,10875.18
2024-10-24,464.43,4988.56,55.57,12193.71
2024-10-25,435.18,5273.66,94.57,9036.98
2024-10-28,371.75,6275.98,68.74,9631.39
2024-10-29,452.11,5810.39,90.58,8354.38
2024-10-30,408.97,6360.76,51.58,12077.55
2024-10-31,459.04,3981.75,123.84,8538.27
2024-11-01,481.88,5510.32,83.08,12002.71
2024-11-04,500.61,4424.19,75.99,8739.39
2024-11-05,463.31,6017.0,73.73,11388.29
2024-11-06,394.03,5040.46,89.73,6313.67
2024-11-07,434.47,5522.21,69.41,10003.43
2024-11-08,426.46,5923.06,75.36,7028.16
2024-11-11,497.08,5390.35,80.52,11577.47
2024-11-12,409.55,4516.48,98.4,7269.95
2024-11-13,522.55,4742.61,68.49,3540.55
2024-11-14,443.82,4509.61,67.98,8537.57
2024-11-15,479.22,4712.46,63.21,7397.64
2024-11-18,422.74,4904.24,63.84,12565.29
2024-11-19,507.8,5833.55,62.57,10316.66
2024-11-20,415.59,3714.51,80.92,9751.01
2024-11-21,528.85,7312.3,84.94,8621.82
2024-11-22,467.29,5237.15,59.1,10354.56
2024-11-25,485.88,5422.74,101.97,7729.0
2024-11-26,474.9,4863.38,92.35,8715.96
2024-11-27,405.21,5031.56,77.03,8951.14
2024-11-28,517.08,5086.3,71.14,10150.9
2024-11-29,367.95,4741.77,75.57,8807.32
2024-12-02,451.13,6269.79,72.24,8233.97
2024-12-03,486.0,5187.71,50.65,8142.54
2024-12-04,498.25,5390.27,85.9,10417.36
2024-12-05,413.87,5017.45,70.58,8170.8
2024-12-06,421.18,7700.13,87.65,9486.58
2024-12-09,434.35,4962.81,95.33,9307.93
2024-12-10,394.26,5835.1,74.7,5516.66
2024-12-11,433.08,6350.44,80.08,9967.56
2024-12-12,399.99,4602.51,87.53,9487.33
2024-12-13,469.66,4788.39,78.46,8337.11
2024-12-16,435.13,4602.39,78.06,9876.1
2024-12-17,403.83,5750.82,78.23,8708.51
2024-12-18,407.24,5862.48,98.21,9000.78
2024-12-19,452.2,6253.0,82.42,9687.44
2024-12-20,403.22,4771.41,73.98,8859.3
2024-12-23,374.57,5540.92,99.64,7257.56
2024-12-24,389.2,5126.61,73.2,9154.47
2024-12-25,456.22,5838.51,82.14,10148.6
2024-12-26,353.72,3352.82,83.7,11503.65
2024-12-27,448.88,6945.66,86.57,9960.5
2024-12-30,486.11,4964.09,90.62,10572.08
2024-12-31,412.72,6124.47,70.08,7632.61
2025-01-01,428.62,4757.02,87.96,9779.55
2025-01-02,368.88,5698.61,49.28,7365.04
2025-01-03,394.06,5045.44,87.04,10744.74
2025-01-06,414.66,5066.59,73.24,8849.05
2025-01-07,460.48,6658.8,75.19,9007.98
2025-01-08,423.87,6870.94,92.75,7063.66
2025-01-09,386.38,4684.46,93.23,10353.2
2025-01-10,415.8,5218.79,54.02,5718.88
2025-01-13,381.92,4386.92,74.59,10860.91
2025-01-14,530.74,6502.53,87.35,9106.57
2025-01-15,411.53,6179.52,57.95,9694.73
2025-01-16,520.74,6040.79,63.44,11432.26
2025-01-17,363.31,4580.74,65.22,7950.35
2025-01-20,394.58,5631.71,84.31,10970.94
2025-01-21,516.37,5187.25,83.3,8779.51
2025-01-22,429.94,5103.31,72.13,9563.74
2025-01-23,552.26,5513.05,79.85,9703.55
2025-01-24,485.71,6105.83,84.68,11574.77
2025-01-27,514.9,6406.79,82.87,5814.36
2025-01-28,366.09,5849.41,68.71,8119.57
2025-01-29,454.45,6449.38,100.49,8580.29
2025-01-30,427.47,5660.25,94.9,7926.75
2025-01-31,526.16,5447.74,91.0,9317.15
2025-02-03,422.34,5873.56,58.88,8081.72
2025-02-04,445.59,5639.94,78.92,9084.95
2025-02-05,403.81,5604.93,64.54,7438.27
2025-02-06,360.79,6668.34,67.64,7059.59
2025-02-07,474.41,6328.84,65.99,7390.15
2025-02-10,425.5,5673.5,92.01,9312.11
2025-02-11,460.87,5385.65,98.75,9000.23
2025-02-12,393.55,5984.84,99.91,10262.8
2025-02-13,439.66,6154.46,93.73,9425.91
2025-02-14,399.5,5375.63,88.79,9059.04
2025-02-17,416.11,4860.36,89.75,9404.48
2025-02-18,450.43,4061.87,75.93,12202.36
2025-02-19,414.86,6939.9,76.91,10222.23
2025-02-20,470.0,5620.4,52.21,10650.34
2025-02-21,383.49,5463.82,94.78,9067.19
2025-02-24,420.96,6288.94,69.57,7483.05
2025-02-25,508.14,6883.4,74.58,12173.9
2025-02-26,404.87,4804.98,69.78,8390.94
2025-02-27,351.63,6797.45,69.69,8692.66
2025-02-28,504.86,6559.05,90.48,9157.43
2025-03-03,434.52,6408.65,88.24,8737.0
2025-03-04,389.46,5297.8,63.4,8323.76
2025-03-05,382.67,5492.96,102.2,9558.27
2025-03-06,469.68,5987.64,77.86,10474.56
2025-03-07,383.42,5756.5,70.82,9319.17
2025-03-10,354.96,5582.1,60.97,11788.05
2025-03-11,472.79,6260.69,90.62,8834.05
2025-03-12,452.54,6003.45,90.41,8462.62
2025-03-13,471.24,5019.07,95.46,10375.25
2025-03-14,413.42,4373.84,51.85,9779.56
2025-03-17,461.09,5473.65,78.16,10027.97
2025-03-18,391.96,5509.21,62.33,12435.04
2025-03-19,422.8,4664.78,94.23,8402.41
2025-03-20,450.56,4799.57,100.13,10368.27
2025-03-21,454.33,4465.44,67.02,10867.28
2025-03-24,498.54,5347.01,52.94,9804.83
2025-03-25,483.34,4193.0,78.4,8403.67
2025-03-26,398.14,6181.94,91.69,4831.25
2025-03-27,416.64,5303.56,74.65,8707.59
2025-03-28,482.17,5643.89,50.76,9051.57
2025-03-31,511.59,7159.31,90.72,8818.4
2025-04-01,473.3,5641.27,71.19,12125.07
2025-04-02,428.41,4364.1,102.66,10219.55
2025-04-03,461.4,6387.93,107.22,8472.27
2025-04-04,508.07,5454.15,56.56,8302.88
2025-04-07,518.43,4411.67,95.98,9491.75
2025-04-08,421.73,4458.5,71.18,9299.45
2025-04-09,401.63,5367.13,78.67,8711.15
2025-04-10,453.13,5196.67,95.11,9947.37
2025-04-11,419.84,6609.8,77.72,8778.03
2025-04-14,450.49,4882.82,82.34,7367.55
