date,中国国债收益率10年,中国国债收益率10年-2年
2021-03-04,3.1541,0.3766
2021-03-05,2.8724,0.625
2021-03-08,3.005,0.404
2021-03-09,3.2343,0.1365
2021-03-10,3.3452,0.3869
2021-03-11,3.0147,0.4538
2021-03-12,2.9673,0.5702
2021-03-15,3.4097,0.2618
2021-03-16,2.518,-0.3828
2021-03-17,3.233,0.1476
2021-03-18,3.4392,0.5175
2021-03-19,3.5204,0.3542
2021-03-22,3.1275,0.7595
2021-03-23,3.7706,0.9481
2021-03-24,3.3834,0.1681
2021-03-25,3.5707,-0.0236
2021-03-26,2.5564,0.6314
2021-03-29,2.5735,0.51
2021-03-30,2.4127,0.4645
2021-03-31,2.827,0.1562
2021-04-01,2.9978,0.6336
2021-04-02,2.4263,0.341
2021-04-05,3.2066,0.3828
2021-04-06,3.1847,0.3811
2021-04-07,2.6585,0.8727
2021-04-08,2.7727,0.1737
2021-04-09,3.324,0.6653
2021-04-12,3.3427,0.5528
2021-04-13,3.4532,0.249
2021-04-14,3.4092,0.5616
2021-04-15,2.6094,0.0788
2021-04-16,3.3196,0.2922
2021-04-19,2.6789,0.2525
2021-04-20,3.3886,0.8748
2021-04-21,3.4605,1.0343
2021-04-22,3.7967,0.1833
2021-04-23,2.8869,0.4514
2021-04-26,2.6094,-0.2037
2021-04-27,2.7742,0.8709
2021-04-28,3.2847,0.7157
2021-04-29,3.0334,1.0238
2021-04-30,3.7983,0.1412
2021-05-03,2.5279,0.5824
2021-05-04,3.0295,0.9195
2021-05-05,2.7245,0.6576
2021-05-06,3.1309,0.2865
2021-05-07,3.2227,0.3343
2021-05-10,3.1107,0.7446
2021-05-11,3.2305,0.4447
2021-05-12,3.4402,0.4312
2021-05-13,3.7959,0.022
2021-05-14,3.4298,0.69
2021-05-17,2.6885,0.454
2021-05-18,3.0649,0.5622
2021-05-19,3.5797,0.6676
2021-05-20,3.1082,0.3079
2021-05-21,3.8444,0.2892
2021-05-24,3.3398,0.4657
2021-05-25,3.3232,0.3269
2021-05-26,3.8312,0.0668
2021-05-27,2.4054,0.2845
2021-05-28,3.7745,0.058
2021-05-31,3.8625,0.5084
2021-06-01,3.0443,0.7737
2021-06-02,3.1335,0.6483
2021-06-03,3.3115,0.8891
2021-06-04,3.4948,0.3292
2021-06-07,2.9677,0.6835
2021-06-08,3.3326,-0.0993
2021-06-09,3.4317,-0.0648
2021-06-10,2.6232,0.7024
2021-06-11,2.8452,1.1576
2021-06-14,3.569,0.9725
2021-06-15,2.6686,0.5561
2021-06-16,3.4797,0.5966
2021-06-17,2.7637,0.0525
2021-06-18,3.0129,0.5674
2021-06-21,2.6835,0.4482
2021-06-22,2.815,0.1601
2021-06-23,3.1133,1.0403
2021-06-24,3.1649,0.6132
2021-06-25,2.8572,0.4252
2021-06-28,3.7146,0.6847
2021-06-29,3.3161,0.3521
2021-06-30,3.2453,0.9691
2021-07-01,2.7894,0.7125
2021-07-02,3.0191,0.6983
2021-07-05,3.8158,0.6913
2021-07-06,2.9866,0.3907
2021-07-07,3.4678,0.3419
2021-07-08,2.7534,0.6468
2021-07-09,3.4631,0.6144
2021-07-12,4.1883,0.5001
2021-07-13,4.0356,0.281
2021-07-14,2.6302,0.58
2021-07-15,3.5774,0.2796
2021-07-16,2.3944,0.532
2021-07-19,3.1082,0.4654
2021-07-20,3.8874,0.2845
2021-07-21,3.3188,0.6938
2021-07-22,2.5885,0.294
2021-07-23,3.9167,0.6757
2021-07-26,3.0311,0.8764
2021-07-27,3.3274,0.2534
2021-07-28,3.1324,0.284
2021-07-29,3.4186,0.4438
2021-07-30,2.6661,0.7639
2021-08-02,3.6825,0.6978
2021-08-03,3.4625,0.3775
2021-08-04,2.5205,0.4122
2021-08-05,3.4254,0.7422
2021-08-06,2.7053,0.8498
2021-08-09,2.8494,0.5389
2021-08-10,3.5086,0.7472
2021-08-11,3.2113,-0.0061
2021-08-12,2.8121,0.7121
2021-08-13,2.3004,0.4589
2021-08-16,3.4847,1.1585
2021-08-17,3.6604,0.4271
2021-08-18,3.1338,0.2835
2021-08-19,2.6122,0.2011
2021-08-20,3.9375,0.6974
2021-08-23,3.5533,0.3903
2021-08-24,4.2774,0.496
2021-08-25,2.7668,0.2656
2021-08-26,2.581,0.2006
2021-08-27,2.6418,0.1852
2021-08-30,3.7573,0.7083
2021-08-31,2.9602,0.2802
2021-09-01,2.5569,1.1657
2021-09-02,3.5736,0.7344
2021-09-03,3.9345,0.1191
2021-09-06,4.0313,1.0876
2021-09-07,3.5195,0.7457
2021-09-08,3.5761,0.6655
2021-09-09,3.4985,0.7334
2021-09-10,2.592,0.4375
2021-09-13,2.866,0.2851
2021-09-14,2.5724,0.1368
2021-09-15,3.195,0.3063
2021-09-16,3.6365,0.4906
2021-09-17,2.7746,0.5046
2021-09-20,2.9144,0.4323
2021-09-21,3.6627,0.4504
2021-09-22,3.96,0.5922
2021-09-23,3.638,0.8228
2021-09-24,3.0489,0.6676
2021-09-27,3.5145,0.1492
2021-09-28,2.5796,-0.024
2021-09-29,4.3746,0.1614
2021-09-30,3.7205,0.3744
2021-10-01,1.9817,-0.0219
2021-10-04,3.2461,0.5843
2021-10-05,3.6253,0.363
2021-10-06,2.2723,0.4692
2021-10-07,3.1634,0.1423
2021-10-08,2.4307,-0.1586
2021-10-11,3.3044,0.912
2021-10-12,2.8586,0.0032
2021-10-13,3.3,0.0618
2021-10-14,2.8015,0.8063
2021-10-15,3.0623,-0.2155
2021-10-18,3.6399,0.3904
2021-10-19,2.8798,1.0176
2021-10-20,3.616,0.2502
2021-10-21,3.7634,0.1198
2021-10-22,2.6919,0.4995
2021-10-25,2.7016,0.4323
2021-10-26,1.7932,0.2051
2021-10-27,3.5075,0.402
2021-10-28,3.4866,1.03
2021-10-29,2.5842,0.5118
2021-11-01,2.912,0.4086
2021-11-02,3.2685,0.1666
2021-11-03,2.5415,0.2902
2021-11-04,3.8903,0.8536
2021-11-05,3.6857,0.437
2021-11-08,2.9093,0.1762
2021-11-09,3.7108,-0.0843
2021-11-10,3.2386,0.322
2021-11-11,3.2572,0.4542
2021-11-12,4.0968,0.4507
2021-11-15,3.8933,0.7763
2021-11-16,3.7949,1.3022
2021-11-17,3.1489,0.4106
2021-11-18,3.3934,0.4186
2021-11-19,2.8366,-0.0659
2021-11-22,3.6929,-0.0613
2021-11-23,3.5073,0.1745
2021-11-24,3.1603,0.4037
2021-11-25,3.3522,0.9751
2021-11-26,3.0874,1.1171
2021-11-29,3.1034,0.4641
2021-11-30,3.4651,0.7566
2021-12-01,3.8804,0.5383
2021-12-02,3.4375,0.5876
2021-12-03,3.2526,0.6676
2021-12-06,3.6636,0.3879
2021-12-07,3.4591,0.7535
2021-12-08,3.4782,0.6905
2021-12-09,2.3358,0.4025
2021-12-10,3.277,0.5833
2021-12-13,2.7474,0.7262
2021-12-14,3.4256,0.6977
2021-12-15,2.5188,0.7928
2021-12-16,3.7568,0.5109
2021-12-17,3.0309,0.3923
2021-12-20,2.647,0.6071
2021-12-21,2.3007,0.515
2021-12-22,2.9433,0.5754
2021-12-23,2.3255,0.7896
2021-12-24,2.9542,1.0728
2021-12-27,3.9308,0.7724
2021-12-28,3.4685,0.9723
2021-12-29,3.2562,0.5109
2021-12-30,2.7882,0.4847
2021-12-31,3.6391,0.8273
2022-01-03,3.0358,0.5257
2022-01-04,3.5945,0.2297
2022-01-05,3.5553,-0.1921
2022-01-06,3.7857,0.6913
2022-01-07,2.7725,0.2877
2022-01-10,2.9158,0.8406
2022-01-11,3.6975,-0.0064
2022-01-12,2.5198,0.2223
2022-01-13,3.7528,0.7992
2022-01-14,2.4101,0.6936
2022-01-17,3.5916,0.5496
2022-01-18,2.505,0.3958
2022-01-19,3.0258,0.3158
2022-01-20,3.5838,1.1972
2022-01-21,3.1897,0.5585
2022-01-24,2.6112,0.5624
2022-01-25,3.6987,0.5002
2022-01-26,2.8265,0.5836
2022-01-27,3.6088,0.3314
2022-01-28,2.731,0.7806
2022-01-31,4.4389,0.1935
2022-02-01,3.2703,0.4825
2022-02-02,3.6203,0.8197
2022-02-03,3.532,0.1722
2022-02-04,2.8505,0.3497
2022-02-07,3.7177,0.7089
2022-02-08,3.1325,1.2608
2022-02-09,2.5505,0.3918
2022-02-10,3.8462,0.5096
2022-02-11,2.7484,0.2984
2022-02-14,3.8803,0.8339
2022-02-15,2.779,0.0783
2022-02-16,3.3195,0.7055
2022-02-17,2.3477,0.3317
2022-02-18,3.0871,-0.0165
2022-02-21,4.1586,0.646
2022-02-22,3.0451,-0.2606
2022-02-23,3.2746,0.5657
2022-02-24,3.6274,0.4686
2022-02-25,3.4851,0.7227
2022-02-28,4.0378,0.1242
2022-03-01,3.8607,0.534
2022-03-02,3.0281,0.6225
2022-03-03,3.426,0.7915
2022-03-04,1.9204,0.5563
2022-03-07,3.9842,-0.1204
2022-03-08,3.7627,0.5089
2022-03-09,3.1702,1.0112
2022-03-10,3.3179,0.1909
2022-03-11,3.8579,-0.0532
2022-03-14,2.8085,0.1747
2022-03-15,3.6273,-0.0664
2022-03-16,2.4426,0.3647
2022-03-17,3.721,0.7668
2022-03-18,2.3428,0.1759
2022-03-21,2.6443,0.0974
2022-03-22,2.5068,0.138
2022-03-23,3.0435,0.4208
2022-03-24,3.2646,0.6926
2022-03-25,3.8153,0.7136
2022-03-28,3.0884,0.4928
2022-03-29,2.8415,0.1335
2022-03-30,3.3039,0.4541
2022-03-31,3.9357,0.237
2022-04-01,3.2057,0.6105
2022-04-04,3.6583,0.7336
2022-04-05,3.5848,0.3358
2022-04-06,2.884,-0.0182
2022-04-07,3.8148,0.6684
2022-04-08,3.1372,0.4148
2022-04-11,3.6649,0.1841
2022-04-12,3.7139,0.4306
2022-04-13,3.399,0.5481
2022-04-14,3.2747,0.3706
2022-04-15,3.387,1.7579
2022-04-18,2.6857,0.7853
2022-04-19,3.962,0.3573
2022-04-20,3.59,0.6437
2022-04-21,2.4068,0.6868
2022-04-22,3.2724,0.4771
2022-04-25,2.6394,0.0175
2022-04-26,4.3334,0.2212
2022-04-27,2.8822,0.6402
2022-04-28,3.0091,0.7566
2022-04-29,3.5584,0.7942
2022-05-02,3.3137,0.5083
2022-05-03,3.1241,0.4387
2022-05-04,2.823,1.0566
2022-05-05,3.7507,0.3278
2022-05-06,3.0239,0.0517
2022-05-09,3.1818,0.4585
2022-05-10,2.4164,0.5302
2022-05-11,2.8997,0.4333
2022-05-12,3.389,0.2291
2022-05-13,3.3463,0.4933
2022-05-16,2.8582,0.3387
2022-05-17,3.35,1.0469
2022-05-18,3.2075,0.3774
2022-05-19,2.3443,0.5169
2022-05-20,3.14,-0.0235
2022-05-23,3.2068,0.4929
2022-05-24,3.6386,0.3221
2022-05-25,2.9537,0.2633
2022-05-26,3.112,0.7709
2022-05-27,3.8339,0.7062
2022-05-30,3.2798,0.3364
2022-05-31,3.4089,0.9721
2022-06-01,3.3971,0.8862
2022-06-02,3.7169,1.0723
2022-06-03,2.9807,0.2714
2022-06-06,3.0916,0.0922
2022-06-07,2.8646,0.5048
2022-06-08,2.3565,0.4554
2022-06-09,2.8584,0.568
2022-06-10,1.8878,0.279
2022-06-13,3.6722,0.2161
2022-06-14,2.544,0.7807
2022-06-15,3.0796,0.8627
2022-06-16,2.9499,0.659
2022-06-17,3.3155,0.317
2022-06-20,1.6036,0.1188
2022-06-21,3.5652,0.746
2022-06-22,3.7215,0.8263
2022-06-23,3.6782,-0.0313
2022-06-24,2.9117,0.6308
2022-06-27,3.153,-0.0735
2022-06-28,3.9141,1.0628
2022-06-29,3.0461,0.5125
2022-06-30,3.8302,0.7012
2022-07-01,3.3305,0.5386
2022-07-04,2.9896,0.4196
2022-07-05,2.6887,0.2677
2022-07-06,3.3542,0.6083
2022-07-07,2.9467,0.6034
2022-07-08,4.0319,0.0639
2022-07-11,3.5778,0.6499
2022-07-12,2.7199,0.6356
2022-07-13,3.4589,-0.0849
2022-07-14,2.9157,1.2822
2022-07-15,3.0065,0.396
2022-07-18,3.303,0.3048
2022-07-19,2.8762,0.3315
2022-07-20,3.2007,0.3307
2022-07-21,3.84,0.5587
2022-07-22,3.5199,0.952
2022-07-25,3.1514,0.6294
2022-07-26,3.7125,0.0417
2022-07-27,4.2,0.232
2022-07-28,3.7856,0.8445
2022-07-29,3.21,0.911
2022-08-01,3.5769,0.4134
2022-08-02,3.0963,0.2804
2022-08-03,3.1031,0.3771
2022-08-04,3.062,-0.1395
2022-08-05,3.9433,0.9082
2022-08-08,3.4762,0.8199
2022-08-09,3.8544,0.2157
2022-08-10,4.1002,0.9795
2022-08-11,2.9767,0.6055
2022-08-12,2.6429,0.3579
2022-08-15,2.9355,0.3652
2022-08-16,3.6807,0.3584
2022-08-17,4.0594,0.1757
2022-08-18,3.1374,0.6324
2022-08-19,3.7915,0.4152
2022-08-22,2.7567,0.063
2022-08-23,3.0408,-0.141
2022-08-24,3.9513,0.2977
2022-08-25,3.028,0.6773
2022-08-26,3.3903,0.0776
2022-08-29,3.3151,0.5553
2022-08-30,2.9253,0.5842
2022-08-31,2.8841,0.4391
2022-09-01,2.8731,1.055
2022-09-02,3.2795,0.4317
2022-09-05,2.9118,0.3333
2022-09-06,3.3306,0.5092
2022-09-07,2.9101,0.9029
2022-09-08,3.7457,0.1933
2022-09-09,2.7901,0.921
2022-09-12,2.8945,0.878
2022-09-13,1.9178,0.4665
2022-09-14,3.1226,0.3126
2022-09-15,2.0423,0.5181
2022-09-16,3.038,0.6495
2022-09-19,3.2861,0.5836
2022-09-20,3.5057,0.7405
2022-09-21,3.0737,1.2343
2022-09-22,3.5582,0.3786
2022-09-23,3.7596,0.5309
2022-09-26,2.9279,0.332
2022-09-27,3.3032,0.1832
2022-09-28,3.8679,0.5774
2022-09-29,3.3483,0.4061
2022-09-30,3.0373,0.6359
2022-10-03,2.6751,-0.0193
2022-10-04,3.4062,0.6465
2022-10-05,2.9944,0.6881
2022-10-06,3.2635,0.1843
2022-10-07,2.9606,0.7026
2022-10-10,1.8735,0.4083
2022-10-11,3.0628,0.2908
2022-10-12,2.2111,-0.2312
2022-10-13,3.4515,0.4475
2022-10-14,2.6239,0.4708
2022-10-17,3.1191,0.582
2022-10-18,3.3264,0.3254
2022-10-19,3.4592,-0.0494
2022-10-20,2.3275,0.3022
2022-10-21,3.5827,1.0283
2022-10-24,2.396,1.2528
2022-10-25,2.8763,0.875
2022-10-26,3.5453,0.6013
2022-10-27,3.044,0.4728
2022-10-28,2.5803,0.5941
2022-10-31,2.8255,0.2138
2022-11-01,4.7444,0.3574
2022-11-02,3.5764,0.6938
2022-11-03,3.6736,0.1587
2022-11-04,2.1487,0.7233
2022-11-07,2.9973,0.9097
2022-11-08,3.5725,1.0682
2022-11-09,4.1628,-0.1438
2022-11-10,3.132,0.4866
2022-11-11,2.4145,0.6081
2022-11-14,2.8263,0.4364
2022-11-15,3.3727,0.8278
2022-11-16,2.6054,0.3645
2022-11-17,3.2537,0.2209
2022-11-18,2.8852,-0.2953
2022-11-21,2.7465,0.8169
2022-11-22,3.1501,0.55
2022-11-23,3.8562,0.3015
2022-11-24,3.3832,1.0839
2022-11-25,1.9395,0.6243
2022-11-28,3.6121,0.7702
2022-11-29,2.3023,0.5019
2022-11-30,3.7145,0.1232
2022-12-01,3.2234,0.5388
2022-12-02,2.5697,0.3881
2022-12-05,3.1497,0.5368
2022-12-06,2.8507,0.5081
2022-12-07,2.1557,0.0016
2022-12-08,2.4644,0.842
2022-12-09,2.2642,0.4471
2022-12-12,3.6089,-0.1158
2022-12-13,3.0086,0.1196
2022-12-14,3.1102,0.5782
2022-12-15,3.8198,0.635
2022-12-16,3.6268,0.3869
2022-12-19,2.9493,0.5097
2022-12-20,2.411,0.076
2022-12-21,2.891,0.4581
2022-12-22,3.6876,0.5982
2022-12-23,3.6672,0.2096
2022-12-26,3.1106,-0.0781
2022-12-27,2.6175,0.588
2022-12-28,2.4225,0.7913
2022-12-29,3.967,0.5129
2022-12-30,2.9084,0.6599
2023-01-02,3.4595,0.3376
2023-01-03,3.6888,0.6101
2023-01-04,3.4001,0.1827
2023-01-05,3.4499,-0.1104
2023-01-06,3.5176,0.3027
2023-01-09,3.4396,0.6421
2023-01-10,2.4948,0.5627
2023-01-11,3.4127,0.8225
2023-01-12,3.0872,0.9326
2023-01-13,3.1635,0.3001
2023-01-16,3.0365,0.3902
2023-01-17,1.9,1.036
2023-01-18,3.2694,0.6439
2023-01-19,3.5639,0.1774
2023-01-20,4.7444,0.3912
2023-01-23,1.9943,0.5339
2023-01-24,3.6663,0.0979
2023-01-25,3.8861,0.6927
2023-01-26,2.7439,0.5766
2023-01-27,3.5084,0.2149
2023-01-30,3.1293,0.4002
2023-01-31,2.9667,0.9199
2023-02-01,3.5932,0.7773
2023-02-02,3.4915,0.1993
2023-02-03,2.925,0.8582
2023-02-06,3.1339,0.3306
2023-02-07,3.3655,0.0555
2023-02-08,3.4954,0.7257
2023-02-09,3.4735,0.3484
2023-02-10,4.0115,0.9257
2023-02-13,3.0525,0.2821
2023-02-14,2.868,0.3316
2023-02-15,3.1513,0.5093
2023-02-16,2.8342,0.5624
2023-02-17,3.8604,0.4538
2023-02-20,3.655,0.3898
2023-02-21,3.52,0.5229
2023-02-22,2.0696,1.1002
2023-02-23,3.382,1.123
2023-02-24,2.6959,0.1653
2023-02-27,2.588,0.4535
2023-02-28,2.6669,0.372
2023-03-01,2.2496,0.6466
2023-03-02,2.8975,0.5471
2023-03-03,2.7336,0.4237
2023-03-06,4.0802,0.7387
2023-03-07,3.0341,0.9282
2023-03-08,1.9589,0.6395
2023-03-09,2.7252,0.433
2023-03-10,2.8599,-0.0864
2023-03-13,3.4875,0.3777
2023-03-14,2.9475,0.9894
2023-03-15,3.5899,0.0554
2023-03-16,2.5897,0.5553
2023-03-17,2.9557,1.1081
2023-03-20,3.2686,0.1025
2023-03-21,1.9947,0.4769
2023-03-22,2.6004,0.5074
2023-03-23,3.207,1.2932
2023-03-24,2.413,0.6013
2023-03-27,2.2824,0.5775
2023-03-28,2.7586,0.5285
2023-03-29,4.2915,0.3346
2023-03-30,3.5733,0.478
2023-03-31,2.9283,0.2681
2023-04-03,3.1227,0.5162
2023-04-04,3.1119,-0.0718
2023-04-05,3.2104,0.2024
2023-04-06,3.007,0.8528
2023-04-07,3.4224,0.5825
2023-04-10,3.146,0.9962
2023-04-11,4.1652,0.5075
2023-04-12,3.2623,0.9653
2023-04-13,3.1083,0.4419
2023-04-14,2.8439,-0.1241
2023-04-17,3.1575,0.3767
2023-04-18,3.1723,0.7338
2023-04-19,3.7599,0.7615
2023-04-20,3.5385,0.4344
2023-04-21,2.9941,-0.0654
2023-04-24,2.4957,0.2061
2023-04-25,3.352,0.5045
2023-04-26,3.5479,0.4747
2023-04-27,3.9386,0.5956
2023-04-28,3.1353,0.3998
2023-05-01,2.8402,0.8999
2023-05-02,3.261,0.8227
2023-05-03,3.9041,0.5844
2023-05-04,3.0589,0.5399
2023-05-05,3.3609,0.4271
2023-05-08,3.3936,0.4166
2023-05-09,3.0069,0.7362
2023-05-10,3.4557,0.486
2023-05-11,3.6121,0.1688
2023-05-12,3.6196,0.4959
2023-05-15,3.3576,0.4942
2023-05-16,3.2521,0.1206
2023-05-17,3.3183,0.353
2023-05-18,3.2318,-0.1643
2023-05-19,4.2251,-0.0769
2023-05-22,4.0374,0.5903
2023-05-23,3.556,0.1779
2023-05-24,2.4992,0.6061
2023-05-25,2.6746,0.6934
2023-05-26,2.8079,0.3838
2023-05-29,3.2551,0.1692
2023-05-30,2.1662,0.5767
2023-05-31,3.1638,0.7473
2023-06-01,4.1795,0.3085
2023-06-02,3.5563,0.6277
2023-06-05,3.7004,-0.0214
2023-06-06,3.02,0.3188
2023-06-07,3.5077,0.8408
2023-06-08,3.4148,0.0504
2023-06-09,2.9057,0.8227
2023-06-12,3.0788,0.089
2023-06-13,2.4465,0.7581
2023-06-14,3.9717,0.9751
2023-06-15,3.5735,0.4471
2023-06-16,2.8852,0.9963
2023-06-19,3.0467,0.2027
2023-06-20,3.0181,0.6686
2023-06-21,2.5306,0.9754
2023-06-22,3.4747,0.5608
2023-06-23,3.1391,0.3864
2023-06-26,2.7964,0.5292
2023-06-27,2.6167,0.7594
2023-06-28,3.4154,0.487
2023-06-29,3.2993,0.6548
2023-06-30,3.5196,0.2894
2023-07-03,3.2754,-0.1117
2023-07-04,3.7628,0.2662
2023-07-05,2.9005,0.2917
2023-07-06,3.4736,0.7396
2023-07-07,2.8885,0.3076
2023-07-10,2.6494,0.1782
2023-07-11,3.116,0.6335
2023-07-12,2.8627,0.7927
2023-07-13,2.7366,0.4091
2023-07-14,2.1729,0.6277
2023-07-17,3.3428,0.3394
2023-07-18,3.0916,0.3263
2023-07-19,2.5651,-0.0078
2023-07-20,2.7068,0.7964
2023-07-21,3.5215,0.3116
2023-07-24,3.5541,0.5771
2023-07-25,3.8721,1.0937
2023-07-26,3.2378,0.1977
2023-07-27,3.2667,0.1035
2023-07-28,2.6268,0.5192
2023-07-31,2.9059,0.6245
2023-08-01,2.9051,0.4388
2023-08-02,3.9793,0.8609
2023-08-03,3.3614,0.386
2023-08-04,3.4865,0.3542
2023-08-07,2.2789,0.242
2023-08-08,3.1507,1.2409
2023-08-09,2.7835,0.5738
2023-08-10,4.1875,0.5112
2023-08-11,2.2398,0.9177
2023-08-14,2.5823,0.7403
2023-08-15,3.2886,0.5583
2023-08-16,3.6788,0.4717
2023-08-17,3.0578,0.9671
2023-08-18,3.5716,0.4668
2023-08-21,2.6436,0.454
2023-08-22,3.8245,0.6691
2023-08-23,3.1871,-0.083
2023-08-24,3.2317,1.0085
2023-08-25,2.9812,0.4206
2023-08-28,3.6243,0.5774
2023-08-29,3.2502,0.1417
2023-08-30,3.6733,0.1812
2023-08-31,3.7623,0.491
2023-09-01,3.4629,0.6015
2023-09-04,3.0132,0.164
2023-09-05,3.1003,0.3029
2023-09-06,2.3362,0.56
2023-09-07,3.0504,0.5054
2023-09-08,3.1845,0.0717
2023-09-11,3.9177,0.4768
2023-09-12,2.9231,0.6686
2023-09-13,3.5764,0.7364
2023-09-14,3.6283,0.9524
2023-09-15,3.1783,0.0489
2023-09-18,3.1206,0.3636
2023-09-19,3.2028,0.2281
2023-09-20,3.0725,0.5705
2023-09-21,3.1874,1.1459
2023-09-22,2.6542,0.46
2023-09-25,3.3494,0.6193
2023-09-26,3.015,0.503
2023-09-27,3.52,0.376
2023-09-28,4.0229,0.5023
2023-09-29,3.3903,0.5349
2023-10-02,3.424,0.3741
2023-10-03,3.4404,0.0517
2023-10-04,3.3467,0.5839
2023-10-05,3.6961,0.2996
2023-10-06,2.7446,-0.0492
2023-10-09,2.4218,0.0444
2023-10-10,2.2905,0.3898
2023-10-11,3.5916,0.2983
2023-10-12,3.2946,0.6922
2023-10-13,3.8435,0.6147
2023-10-16,3.4831,0.5329
2023-10-17,3.0018,-0.0145
2023-10-18,3.0107,0.765
2023-10-19,2.714,0.0785
2023-10-20,3.2302,0.8751
2023-10-23,3.559,0.2881
2023-10-24,3.6564,0.5194
2023-10-25,3.5805,0.4015
2023-10-26,3.3175,0.1401
2023-10-27,1.6135,0.5609
2023-10-30,3.4775,0.5641
2023-10-31,2.1578,0.1687
2023-11-01,3.6553,-0.5308
2023-11-02,3.4718,0.5784
2023-11-03,2.8397,0.5466
2023-11-06,2.9309,0.7332
2023-11-07,4.5611,1.2522
2023-11-08,3.2956,0.1432
2023-11-09,3.7641,0.8276
2023-11-10,2.8642,0.7987
2023-11-13,3.6126,0.7888
2023-11-14,2.8154,0.1827
2023-11-15,3.6386,1.0139
2023-11-16,3.509,0.4877
2023-11-17,3.6609,0.2611
2023-11-20,3.5393,0.6771
2023-11-21,2.8805,0.2212
2023-11-22,2.472,0.7575
2023-11-23,3.2809,0.2493
2023-11-24,2.704,0.9977
2023-11-27,3.5354,0.1091
2023-11-28,2.5908,0.5747
2023-11-29,3.1935,0.8541
2023-11-30,2.6465,0.4051
2023-12-01,3.0012,0.4844
2023-12-04,3.6381,0.5404
2023-12-05,3.0484,0.7526
2023-12-06,3.4304,0.5988
2023-12-07,2.7994,0.3081
2023-12-08,2.3028,0.3199
2023-12-11,3.5232,0.9451
2023-12-12,2.9429,0.4124
2023-12-13,2.86,-0.0061
2023-12-14,1.8563,0.3105
2023-12-15,3.6789,0.6019
2023-12-18,3.2947,0.4551
2023-12-19,2.7169,0.3866
2023-12-20,3.5649,0.3222
2023-12-21,2.9888,0.2526
2023-12-22,3.9405,0.1343
2023-12-25,3.604,0.4486
2023-12-26,3.5257,0.7255
2023-12-27,3.8156,0.5871
2023-12-28,3.1653,0.5971
2023-12-29,3.151,0.4253
2024-01-01,2.0231,0.752
2024-01-02,2.7328,0.8353
2024-01-03,3.3371,0.8229
2024-01-04,3.3243,0.3715
2024-01-05,3.5254,0.8195
2024-01-08,3.1088,0.2957
2024-01-09,2.7034,1.3206
2024-01-10,3.2415,0.6288
2024-01-11,3.1148,0.3461
2024-01-12,3.4365,0.4665
2024-01-15,3.6827,0.4339
2024-01-16,4.1281,0.4857
2024-01-17,2.5253,0.9203
2024-01-18,2.4993,0.8302
2024-01-19,3.4104,-0.2955
2024-01-22,2.9555,0.6759
2024-01-23,3.2856,0.8171
2024-01-24,4.1016,0.4472
2024-01-25,2.6304,0.2413
2024-01-26,3.8501,0.7519
2024-01-29,3.1578,0.4467
2024-01-30,2.5496,-0.0402
2024-01-31,3.6943,0.8802
2024-02-01,1.7194,0.5895
2024-02-02,2.5967,1.0214
2024-02-05,4.1424,0.5829
2024-02-06,2.89,0.5147
2024-02-07,3.4289,0.1719
2024-02-08,3.876,0.2773
2024-02-09,2.7757,0.3609
2024-02-12,2.6705,0.4364
2024-02-13,2.6389,0.1685
2024-02-14,3.9212,0.9997
2024-02-15,3.1503,0.5568
2024-02-16,4.2661,0.7922
2024-02-19,2.6348,0.5602
2024-02-20,3.509,0.4051
2024-02-21,2.7344,0.229
2024-02-22,3.1991,0.5056
2024-02-23,3.8062,0.3395
2024-02-26,2.6084,0.9758
2024-02-27,2.8165,0.0357
2024-02-28,3.3106,0.7177
2024-02-29,3.1325,1.1723
2024-03-01,2.726,0.3225
2024-03-04,3.7761,-0.01
2024-03-05,3.4055,0.5824
2024-03-06,2.872,0.8699
2024-03-07,3.5454,0.6639
2024-03-08,2.9657,0.0657
2024-03-11,3.9102,0.7144
2024-03-12,3.0345,0.7109
2024-03-13,2.5011,0.8408
2024-03-14,3.5045,0.2957
2024-03-15,3.2107,0.3759
2024-03-18,3.3607,0.3913
2024-03-19,2.2544,0.4508
2024-03-20,2.7163,1.0009
2024-03-21,3.8292,0.302
2024-03-22,3.58,0.6279
2024-03-25,2.4551,0.146
2024-03-26,3.332,0.6001
2024-03-27,2.9026,0.2778
2024-03-28,3.4394,-0.0387
2024-03-29,2.9034,0.4428
2024-04-01,3.3493,0.5202
2024-04-02,3.1825,0.4337
2024-04-03,2.177,-0.2285
2024-04-04,3.7372,0.2335
2024-04-05,3.9983,0.059
2024-04-08,2.979,0.7954
2024-04-09,3.3797,0.3598
2024-04-10,2.9957,0.7609
2024-04-11,3.1493,0.8383
2024-04-12,2.8459,0.2075
2024-04-15,2.5526,0.69
2024-04-16,3.4575,0.3962
2024-04-17,3.5265,0.6238
2024-04-18,2.974,0.6646
2024-04-19,3.1385,0.5022
2024-04-22,3.9124,-0.2252
2024-04-23,3.2594,0.976
2024-04-24,3.891,0.7129
2024-04-25,3.8961,0.1471
2024-04-26,3.5146,0.3931
2024-04-29,2.8544,-0.2173
2024-04-30,3.4508,0.5725
2024-05-01,3.3351,1.0883
2024-05-02,3.5081,0.799
2024-05-03,2.9563,0.841
2024-05-06,3.6392,0.8371
